1638177481.000000, 1638177481.000000, 1638177481.000000
32.000000, 32.000000, 32.000000
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
2,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
2,-2,-63
2,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-63
1,-2,-63
1,-2,-63
2,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-1,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-2,-63
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
2,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-1,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-1,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
2,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-63
1,-2,-64
2,-2,-64
2,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
2,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-63
2,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-64
2,-2,-63
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-63
2,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-1,-63
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
2,-2,-64
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-64
1,-2,-64
1,-2,-63
1,-2,-63
1,-2,-63
2,-2,-64
1,-2,-64
1,-2,-63
2,-2,-64
1,-2,-63
1,-2,-64
2,-2,-63
1,-2,-63
