Time[s],Type[type],Value[value],Details
-150.7,DeviceError,197,Error Code: 197
-150.4,DeviceError,122,Breath rejected; segment too short.
-148.5,DeviceError,168,Error Code: 168
-147.9,DeviceError,168,Error Code: 168
-147.9,DeviceError,168,Error Code: 168
-147.8,DeviceError,168,Error Code: 168
-147.4,DeviceError,168,Error Code: 168
-146.9,DeviceError,168,Error Code: 168
-146.5,DeviceError,168,Error Code: 168
-144.2,DeviceError,168,Error Code: 168
-141.2,DeviceError,209,Error Code: 209
-140.7,DeviceError,168,Error Code: 168
-140.6,DeviceError,168,Error Code: 168
-140.6,DeviceError,168,Error Code: 168
-140.1,DeviceError,168,Error Code: 168
-140.1,DeviceError,168,Error Code: 168
-138.3,DeviceError,191,Error Code: 191
-133.1,DeviceError,209,Error Code: 209
-132.4,DeviceError,168,Error Code: 168
-132.4,DeviceError,168,Error Code: 168
-132.4,DeviceError,168,Error Code: 168
-132.3,DeviceError,168,Error Code: 168
-132.2,DeviceError,168,Error Code: 168
-132.2,DeviceError,168,Error Code: 168
-131.4,DeviceError,168,Error Code: 168
-128.7,DeviceError,209,Error Code: 209
-127,DeviceError,168,Error Code: 168
-127,DeviceError,168,Error Code: 168
-126.9,DeviceError,168,Error Code: 168
-126.7,DeviceError,168,Error Code: 168
-126.7,DeviceError,168,Error Code: 168
-125.9,DeviceError,191,Error Code: 191
-95.1,DeviceError,168,Error Code: 168
-94.3,DeviceError,168,Error Code: 168
-94.3,DeviceError,168,Error Code: 168
-94.1,DeviceError,168,Error Code: 168
-70.6,DeviceError,168,Error Code: 168
-68.5,DeviceError,209,Error Code: 209
-68.5,DeviceError,209,Error Code: 209
-65.2,DeviceError,56,Breathing less than valve trigger.
-65.2,DeviceError,191,Error Code: 191
-60.9,DeviceError,122,Breath rejected; segment too short.
-60.9,DeviceError,209,Error Code: 209
-60.5,DeviceError,209,Error Code: 209
-60.5,DeviceError,209,Error Code: 209
-60.5,DeviceError,168,Error Code: 168
-59.7,DeviceError,168,Error Code: 168
-59.4,DeviceError,168,Error Code: 168
-49.4,DeviceError,209,Error Code: 209
-45.3,DeviceError,209,Error Code: 209
-45.2,DeviceError,209,Error Code: 209
-42.4,DeviceError,168,Error Code: 168
-42.4,DeviceError,168,Error Code: 168
-42,DeviceError,168,Error Code: 168
-42,DeviceError,168,Error Code: 168
-41.8,DeviceError,168,Error Code: 168
-41.7,DeviceError,168,Error Code: 168
-41.2,DeviceError,168,Error Code: 168
-40.6,DeviceError,121,Breath rejected; too jittery.
-39.3,DeviceError,209,Error Code: 209
-10.7,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,56,Breathing less than valve trigger.
0,DeviceError,191,Error Code: 191
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,SessionRecording,0,
302.4,SessionPause,302,
302.4,SessionRecording,303,
354.2,DeviceError,197,Error Code: 197
600.6,SessionPause,602,
600.6,DeviceError,197,Error Code: 197
600.6,DeviceError,122,Breath rejected; segment too short.
600.6,DeviceError,209,Error Code: 209
600.6,DeviceError,168,Error Code: 168
600.6,DeviceError,168,Error Code: 168
600.6,DeviceError,168,Error Code: 168
600.6,SessionRecording,661,
613.4,DeviceError,209,Error Code: 209
613.5,DeviceError,209,Error Code: 209
616.5,DeviceError,191,Error Code: 191
678.4,DeviceError,209,Error Code: 209
678.4,DeviceError,209,Error Code: 209
684.7,DeviceError,168,Error Code: 168
684.9,DeviceError,168,Error Code: 168
686.9,DeviceError,168,Error Code: 168
877.2,SessionPause,938,
877.2,SessionRecording,955,
1156,SessionPause,1234,
1156,SessionRecording,1269,
1184.1,DeviceError,209,Error Code: 209
