Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
3.66,00:00:03,2.39,161.17,12.73,0.47,6.08,37.72,16.71,986.90,24.44,31.40
6.12,00:00:06,3.48,235.17,30.51,0.33,10.13,43.08,16.70,986.90,24.44,31.38
8.41,00:00:08,2.90,195.67,22.29,0.41,9.30,47.53,17.43,987.00,24.44,31.40
11.05,00:00:11,2.75,185.83,26.02,0.29,7.73,41.60,16.29,986.80,24.44,31.37
12.9,00:00:12,2.74,185.00,26.01,0.30,7.92,42.81,16.49,986.90,24.45,31.38
15.74,00:00:15,1.96,132.33,24.10,0.27,6.56,49.57,16.83,986.90,24.45,31.37
17.89,00:00:17,2.30,155.00,26.80,0.29,7.78,50.19,17.03,986.90,24.45,31.37
20.14,00:00:20,2.43,164.17,23.31,0.39,9.20,56.04,17.91,986.90,24.46,31.36
23.32,00:00:23,2.77,186.83,23.71,0.36,8.61,46.08,17.13,986.90,24.46,31.35
25.8,00:00:25,2.84,191.83,23.78,0.40,9.69,50.51,17.61,986.80,24.45,31.38
28.21,00:00:28,2.97,200.33,24.13,0.43,10.39,51.86,17.76,986.80,24.46,31.36
30.94,00:00:30,2.43,164.17,20.90,0.37,7.86,47.88,17.32,986.70,24.46,31.34
33.03,00:00:33,3.66,247.33,30.90,0.45,13.95,56.40,18.06,986.90,24.46,31.34
35.65,00:00:35,3.94,265.83,22.24,0.53,11.95,44.95,17.49,986.80,24.46,31.33
38.37,00:00:38,4.36,294.17,20.85,0.59,12.42,42.22,17.36,986.90,24.46,31.32
41.58,00:00:41,4.78,322.50,19.10,0.66,12.77,39.60,17.21,986.80,24.47,31.33
44.17,00:00:44,5.76,388.67,21.82,0.70,15.40,39.62,17.24,986.70,24.47,31.29
46.43,00:00:46,5.85,395.00,24.45,0.62,15.36,38.89,17.09,986.60,24.47,31.27
49.09,00:00:49,4.13,278.83,21.85,0.52,11.54,41.39,17.18,986.80,24.48,31.26
51.97,00:00:51,3.54,238.83,23.38,0.47,11.16,46.73,17.52,986.80,24.47,31.24
55.16,00:00:55,3.30,222.50,20.11,0.55,11.15,50.11,17.87,986.90,24.48,31.22
57.94,00:00:57,3.12,210.33,22.75,0.38,8.79,41.79,16.84,986.90,24.48,31.21
60.13,00:01:00,3.29,222.17,25.62,0.43,11.27,50.73,17.71,987.00,24.48,31.21
62.49,00:01:02,3.34,225.67,23.71,0.47,11.29,50.03,17.74,986.90,24.48,31.20
64.75,00:01:04,3.71,250.33,25.16,0.50,12.64,50.49,17.82,986.90,24.48,31.18
67.56,00:01:07,3.75,253.00,22.00,0.53,11.69,46.21,17.58,986.90,24.48,31.18
70.07,00:01:10,3.57,240.67,24.92,0.42,10.61,44.09,17.18,986.90,24.49,31.16
72.66,00:01:12,3.16,213.33,23.86,0.46,11.16,52.31,17.87,986.90,24.49,31.15
75.06,00:01:15,3.31,223.50,25.61,0.39,10.12,45.28,17.19,986.80,24.48,31.13
77.42,00:01:17,3.14,212.00,26.34,0.38,10.18,48.02,17.37,986.80,24.49,31.13
80.3,00:01:20,2.80,189.00,19.53,0.47,9.36,49.52,17.72,986.80,24.49,31.10
82.63,00:01:22,3.70,249.67,25.47,0.50,12.95,51.87,17.91,986.90,24.49,31.11
84.79,00:01:24,3.77,254.17,28.53,0.40,11.44,45.01,17.18,986.80,24.49,31.10
86.85,00:01:26,3.38,227.83,27.79,0.42,11.70,51.35,17.70,986.80,24.49,31.10
89.14,00:01:29,3.49,235.67,26.32,0.50,13.23,56.14,18.13,986.80,24.50,31.08
91.7,00:01:31,3.34,225.33,23.97,0.45,10.90,48.37,17.59,986.90,24.50,31.06
94.37,00:01:34,3.79,255.83,21.26,0.59,12.62,49.33,17.87,986.80,24.50,31.06
96.73,00:01:36,3.83,258.67,26.14,0.45,11.80,45.62,17.38,986.80,24.50,31.03
99.51,00:01:39,2.91,196.67,23.34,0.34,8.06,40.98,16.56,986.80,24.50,31.03
100.75,00:01:40,3.39,228.50,30.22,0.40,12.32,53.92,17.82,986.90,24.50,31.02
103.69,00:01:43,2.96,199.83,25.52,0.44,11.33,56.70,18.06,986.80,24.50,31.01
105.97,00:01:45,3.10,209.50,25.79,0.45,11.62,55.47,18.01,986.80,24.50,31.01
108.34,00:01:48,3.04,205.17,25.86,0.42,10.97,53.47,17.84,986.90,24.51,31.00
110.42,00:01:50,3.25,219.17,28.32,0.44,12.56,57.31,18.09,986.80,24.50,30.99
112.59,00:01:52,3.32,223.83,27.21,0.47,13.03,58.21,18.20,986.80,24.51,30.98
115.14,00:01:55,3.32,224.00,25.25,0.47,12.08,53.93,17.98,986.90,24.51,30.96
117.44,00:01:57,2.61,176.33,25.20,0.29,7.42,42.08,16.32,986.80,24.50,30.96
119.4,00:01:59,3.34,225.33,24.98,0.54,13.68,60.71,18.40,986.90,24.51,30.95
122.08,00:02:02,3.68,248.50,25.57,0.50,12.81,51.55,17.88,986.80,24.51,30.94
124.72,00:02:04,3.28,221.50,23.58,0.52,12.32,55.62,18.14,986.80,24.51,30.94
127.19,00:02:07,3.03,204.67,23.75,0.49,11.77,57.51,18.19,986.90,24.52,30.93
129.73,00:02:09,3.07,207.17,23.96,0.50,12.11,58.45,18.25,986.80,24.51,30.91
132.49,00:02:12,2.79,188.17,21.59,0.50,10.82,57.50,18.20,986.90,24.51,30.90
135.07,00:02:15,2.34,157.67,22.13,0.30,6.72,42.62,16.46,986.90,24.52,30.89
136.95,00:02:16,3.08,208.00,27.66,0.48,13.42,64.52,18.47,986.90,24.52,30.87
140.05,00:02:20,2.91,196.50,23.38,0.43,10.12,51.50,17.74,986.80,24.52,30.87
142.34,00:02:22,3.06,206.67,28.05,0.33,9.40,45.48,16.94,986.90,24.52,30.87
144.29,00:02:24,2.70,182.17,23.50,0.40,9.60,52.70,17.75,986.90,24.51,30.87
147.28,00:02:27,2.65,178.83,23.50,0.43,10.28,57.48,18.09,986.90,24.51,30.86
149.75,00:02:29,3.04,205.00,24.39,0.47,11.69,57.02,18.14,986.80,24.52,30.87
152.3,00:02:32,2.60,175.33,17.92,0.49,8.91,50.82,17.83,986.80,24.52,30.86
155.06,00:02:35,3.24,218.83,29.35,0.42,12.44,56.85,18.02,986.90,24.52,30.83
157.12,00:02:37,3.05,206.00,27.36,0.45,12.35,59.95,18.23,986.80,24.52,30.83
159.38,00:02:39,3.20,216.33,27.33,0.47,13.05,60.32,18.29,986.80,24.52,30.81
161.61,00:02:41,3.30,222.67,26.52,0.52,13.79,61.93,18.42,986.90,24.52,30.82
164.61,00:02:44,2.64,178.33,18.56,0.46,8.68,48.67,17.64,986.90,24.53,30.79
168.64,00:02:48,2.96,199.83,28.91,0.43,12.70,63.55,18.36,986.80,24.53,30.78
171.91,00:02:51,2.72,183.67,17.06,0.63,10.91,59.40,18.43,986.90,24.53,30.77
175.35,00:02:55,2.78,187.67,19.54,0.46,9.07,48.33,17.61,986.90,24.52,30.76
177.95,00:02:57,2.80,189.00,21.67,0.48,10.52,55.66,18.08,986.80,24.53,30.75
181.08,00:03:01,2.70,182.33,19.86,0.47,9.49,52.05,17.87,986.90,24.53,30.77
183.24,00:03:03,2.84,192.00,24.59,0.44,10.90,56.77,18.06,986.80,24.53,30.73
185.49,00:03:05,2.90,195.83,27.73,0.40,11.18,57.09,17.98,986.90,24.53,30.73
187.73,00:03:07,2.85,192.17,27.51,0.38,10.57,55.00,17.82,986.90,24.53,30.71
190.24,00:03:10,2.72,183.83,25.33,0.36,9.13,49.67,17.39,986.90,24.53,30.73
