Time[s],Type[type],Value[value],Details
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,56,Breathing less than valve trigger.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,56,Breathing less than valve trigger.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,56,Breathing less than valve trigger.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,190,Error Code: 190
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,197,Error Code: 197
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,197,Error Code: 197
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,191,Error Code: 191
0,DeviceError,209,Error Code: 209
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,197,Error Code: 197
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,56,Breathing less than valve trigger.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,56,Breathing less than valve trigger.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,191,Error Code: 191
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,122,Breath rejected; segment too short.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,196,Error Code: 196
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,121,Breath rejected; too jittery.
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,197,Error Code: 197
0,DeviceError,168,Error Code: 168
0,DeviceError,209,Error Code: 209
