Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
2.81,00:00:02,6.45,458.00,18.15,0.81,14.80,32.31,16.64,1013.30,22.76,29.60
5.95,00:00:05,5.65,401.50,17.04,0.85,14.55,36.24,17.13,1013.40,22.75,29.59
8.93,00:00:08,2.96,210.50,23.86,0.28,6.73,31.97,14.89,1013.60,22.76,29.57
11.2,00:00:11,4.83,342.83,21.89,0.61,13.38,39.03,17.19,1013.60,22.76,29.54
15.39,00:00:15,3.89,276.50,15.45,0.72,11.22,40.58,17.45,1013.60,22.76,29.50
19.97,00:00:19,3.46,245.67,14.03,0.73,10.34,42.09,17.58,1013.60,22.77,29.46
22.81,00:00:22,3.18,225.83,19.08,0.49,9.51,42.11,17.29,1013.60,22.77,29.43
26.06,00:00:26,4.09,290.50,17.50,0.84,14.83,51.05,18.23,1013.60,22.77,29.41
30.04,00:00:30,3.51,249.33,15.94,0.68,10.92,43.80,17.67,1013.50,22.77,29.37
34,00:00:34,3.14,222.83,15.97,0.62,10.02,44.97,17.70,1013.60,22.77,29.34
37.61,00:00:37,2.55,181.17,17.45,0.41,7.23,39.91,16.88,1013.70,22.77,29.31
41.26,00:00:41,3.25,230.50,16.67,0.56,9.41,40.82,17.30,1013.60,22.77,29.31
44.57,00:00:44,3.54,251.17,15.90,0.67,10.77,42.88,17.60,1013.70,22.78,29.31
48.6,00:00:48,2.90,206.17,17.03,0.48,8.26,40.06,17.08,1013.70,22.79,29.28
52.04,00:00:52,2.68,190.00,16.74,0.48,8.06,42.42,17.29,1013.70,22.78,29.25
55.72,00:00:55,3.02,214.17,15.57,0.61,9.49,44.31,17.64,1013.70,22.78,29.24
59.89,00:00:59,3.01,213.50,15.05,0.58,8.88,41.59,17.40,1013.70,22.79,29.23
64.35,00:01:04,2.61,185.17,14.70,0.46,6.78,36.62,16.65,1013.70,22.79,29.22
67.85,00:01:07,2.54,180.67,16.33,0.44,7.31,40.46,17.03,1013.70,22.78,29.20
71.42,00:01:11,3.00,212.83,14.77,0.63,9.30,43.70,17.62,1013.70,22.79,29.20
75.97,00:01:15,2.78,197.50,14.04,0.48,6.75,34.18,16.40,1013.70,22.79,29.19
80.06,00:01:20,2.46,174.33,15.59,0.37,5.85,33.56,15.92,1013.80,22.79,29.18
84.16,00:01:24,2.42,171.83,13.97,0.43,6.01,34.98,16.36,1013.80,22.80,29.18
87.95,00:01:27,3.43,243.67,15.25,0.58,8.93,36.65,16.92,1013.50,22.79,29.19
96.22,00:01:36,2.73,193.67,13.08,0.60,7.92,40.89,17.36,1013.60,22.81,29.20
99.31,00:01:39,4.18,296.83,16.92,0.76,12.95,43.63,17.72,1013.70,22.81,29.19
102.86,00:01:42,3.69,261.67,18.32,0.48,8.93,34.13,16.41,1013.70,22.80,29.18
106.63,00:01:46,3.42,242.50,16.79,0.54,9.18,37.86,16.98,1013.70,22.80,29.15
110.57,00:01:50,3.26,231.67,14.87,0.58,8.73,37.68,17.03,1013.70,22.81,29.12
114.46,00:01:54,3.34,237.00,16.13,0.56,9.05,38.19,17.04,1013.70,22.81,29.11
117.99,00:01:57,3.66,260.00,16.02,0.61,9.80,37.69,17.06,1013.70,22.81,29.08
122.16,00:02:02,3.21,228.00,14.52,0.57,8.33,36.54,16.89,1013.70,22.81,29.07
126.72,00:02:06,3.15,224.00,13.74,0.62,8.55,38.17,17.12,1013.70,22.81,29.06
130.79,00:02:10,2.97,211.17,15.17,0.50,7.72,36.56,16.76,1013.70,22.82,29.04
134.88,00:02:14,2.97,210.83,15.50,0.52,8.14,38.61,17.02,1013.70,22.82,29.04
139.42,00:02:19,2.82,200.33,13.63,0.53,7.35,36.69,16.84,1013.80,22.83,29.01
143.17,00:02:23,2.81,199.67,14.63,0.49,7.24,36.26,16.70,1013.70,22.82,29.01
147.57,00:02:27,3.03,215.33,14.31,0.55,7.88,36.59,16.85,1013.70,22.82,28.99
150.05,00:02:30,3.38,239.83,15.62,0.56,8.82,36.78,16.89,1013.60,22.83,28.99
155.52,00:02:35,2.82,200.17,12.48,0.56,7.07,35.32,16.73,1013.80,22.83,28.99
159.91,00:02:39,3.62,257.17,12.69,0.88,11.27,43.82,17.81,1013.60,22.83,28.96
163.61,00:02:43,3.63,258.00,15.86,0.71,11.35,43.99,17.72,1013.70,22.84,28.93
167.15,00:02:47,3.50,248.50,16.86,0.74,12.63,50.82,18.17,1013.60,22.84,28.90
171.14,00:02:51,3.47,246.17,15.76,0.81,12.86,52.24,18.28,1013.60,22.84,28.89
175.13,00:02:55,3.38,240.00,14.51,0.85,12.47,51.96,18.29,1013.70,22.84,28.85
178.66,00:02:58,2.77,197.00,18.11,0.50,9.13,46.35,17.64,1013.70,22.84,28.83
182.21,00:03:02,2.48,175.83,17.66,0.44,7.88,44.82,17.40,1013.80,22.85,28.83
186.82,00:03:06,2.29,162.83,12.93,0.69,8.96,55.03,18.35,1013.70,22.85,28.78
190.07,00:03:10,2.66,188.67,18.76,0.44,8.25,43.73,17.30,1013.70,22.85,28.79
193.81,00:03:13,2.05,145.33,17.25,0.33,5.74,39.50,16.45,1013.80,22.85,28.79
