Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
87.59,00:01:27,3.02,215.17,16.03,0.51,8.30,38.57,16.96,1003.70,25.46,41.63
91.83,00:01:31,2.79,198.50,14.39,0.50,7.28,36.68,16.73,1003.70,25.46,41.61
95.92,00:01:35,3.07,218.50,14.81,0.54,8.00,36.61,16.79,1003.70,25.45,41.59
100.04,00:01:40,2.97,211.50,14.45,0.52,7.52,35.56,16.63,1003.60,25.45,41.57
104.11,00:01:44,3.11,221.50,14.16,0.57,8.09,36.52,16.83,1003.70,25.44,41.54
108.66,00:01:48,3.02,214.83,13.93,0.55,7.73,35.98,16.74,1003.70,25.43,41.54
112.99,00:01:52,3.02,215.00,13.75,0.55,7.60,35.35,16.67,1003.70,25.43,41.50
117.23,00:01:57,2.89,205.67,14.21,0.49,7.07,34.38,16.43,1003.60,25.43,41.48
121.34,00:02:01,3.26,232.33,14.33,0.57,8.28,35.64,16.74,1003.70,25.43,41.46
125.58,00:02:05,3.33,237.33,13.93,0.60,8.37,35.27,16.74,1003.60,25.42,41.45
130.1,00:02:10,3.15,224.17,13.55,0.58,7.99,35.64,16.76,1003.70,25.42,41.41
135.61,00:02:15,3.00,213.67,11.07,0.66,7.41,34.68,16.76,1003.60,25.41,41.39
140.29,00:02:20,3.12,221.83,12.44,0.60,7.54,33.99,16.59,1003.70,25.41,41.38
145.15,00:02:25,2.96,210.67,12.42,0.57,7.15,33.94,16.53,1003.70,25.40,41.35
150.02,00:02:30,2.79,198.50,12.17,0.54,6.67,33.60,16.43,1003.60,25.41,41.34
154.71,00:02:34,2.51,178.50,12.55,0.45,5.66,31.71,15.91,1003.70,25.40,41.32
159.16,00:02:39,2.42,172.00,15.00,0.37,5.65,32.85,15.76,1003.70,25.39,41.32
162.44,00:02:42,3.02,215.17,14.37,0.53,7.75,36.02,16.72,1003.70,25.38,41.32
166.49,00:02:46,3.24,231.00,17.05,0.45,7.71,33.38,16.16,1003.60,25.38,41.32
170.31,00:02:50,3.53,251.50,15.04,0.57,8.69,34.55,16.61,1003.60,25.38,41.30
174.85,00:02:54,3.34,237.67,14.19,0.56,7.95,33.45,16.44,1003.60,25.37,41.29
176.95,00:02:56,3.54,252.00,26.23,0.31,8.36,33.17,15.43,1003.60,25.37,41.30
180.89,00:03:00,2.74,194.83,11.93,0.53,6.39,32.80,16.29,1003.60,25.37,41.28
184.65,00:03:04,4.55,323.67,19.76,0.62,12.26,37.88,17.05,1003.60,25.37,41.25
188.18,00:03:08,3.77,268.17,17.59,0.53,9.38,34.98,16.58,1003.60,25.36,41.23
192.22,00:03:12,3.21,228.67,15.22,0.53,8.08,35.33,16.62,1003.60,25.36,41.21
195.59,00:03:15,3.32,236.67,17.96,0.47,8.48,35.83,16.54,1003.70,25.36,41.16
199.66,00:03:19,3.12,222.00,14.25,0.54,7.71,34.73,16.57,1003.60,25.36,41.15
203.99,00:03:23,3.19,226.83,15.47,0.51,7.93,34.96,16.54,1003.60,25.35,41.13
208.27,00:03:28,2.95,210.17,14.16,0.50,7.18,34.16,16.42,1003.60,25.35,41.11
211.7,00:03:31,3.03,215.83,16.18,0.45,7.35,34.05,16.27,1003.60,25.35,41.10
215.51,00:03:35,3.03,215.83,16.29,0.45,7.44,34.47,16.33,1003.60,25.35,41.09
219.39,00:03:39,3.12,222.00,14.81,0.52,7.77,35.00,16.56,1003.60,25.35,41.07
223.41,00:03:43,2.79,198.67,14.59,0.44,6.42,32.31,15.96,1003.60,25.35,41.05
226.09,00:03:46,2.46,175.50,26.51,0.25,6.81,38.80,15.59,1003.60,25.34,41.06
228.04,00:03:48,2.91,207.00,22.82,0.31,7.30,35.27,15.76,1003.60,25.34,41.05
230.97,00:03:50,2.35,167.17,22.61,0.28,6.51,38.94,15.98,1003.60,25.33,41.06
233.24,00:03:53,2.62,186.50,26.28,0.28,7.48,40.11,16.08,1003.50,25.33,41.05
236.44,00:03:56,3.04,216.33,17.23,0.51,8.87,41.00,17.19,1003.60,25.34,41.05
239.94,00:03:59,3.33,237.00,18.10,0.45,8.17,34.47,16.31,1003.70,25.33,41.06
243.96,00:04:03,3.26,231.83,15.56,0.50,7.93,34.21,16.43,1003.60,25.33,41.03
247.56,00:04:07,3.37,239.67,16.76,0.49,8.30,34.63,16.45,1003.60,25.32,41.04
249.83,00:04:09,3.40,242.17,27.37,0.29,8.15,33.65,15.31,1003.60,25.33,41.03
253.85,00:04:13,2.61,186.00,26.73,0.26,7.19,38.66,15.73,1003.60,25.33,41.01
257.46,00:04:17,2.95,210.00,15.94,0.50,8.13,38.71,16.95,1003.70,25.32,41.00
260.34,00:04:20,3.41,242.67,24.08,0.35,8.54,35.19,15.99,1003.60,25.31,41.02
262.71,00:04:22,3.31,235.67,25.57,0.32,8.27,35.09,15.76,1003.60,25.31,41.01
267.15,00:04:27,2.86,203.33,12.55,0.57,7.22,35.51,16.72,1003.70,25.32,40.99
273.23,00:04:33,2.98,211.83,10.65,0.64,6.92,32.67,16.47,1003.70,25.31,40.97
278.82,00:04:38,2.52,179.50,11.56,0.46,5.41,30.14,15.70,1003.60,25.30,40.97
282.66,00:04:42,2.95,210.00,14.31,0.50,7.24,34.48,16.46,1003.60,25.30,40.97
286.59,00:04:46,3.28,233.83,14.61,0.56,8.23,35.20,16.67,1003.60,25.30,40.94
290.71,00:04:50,3.31,236.00,14.55,0.56,8.18,34.66,16.60,1003.70,25.30,40.94
294.84,00:04:54,3.31,235.33,14.77,0.56,8.35,35.48,16.71,1003.60,25.30,40.91
299.09,00:04:59,3.10,220.50,14.35,0.54,7.76,35.19,16.62,1003.60,25.29,40.90
303.35,00:05:03,3.31,235.83,36.67,0.25,9.51,40.33,15.82,1003.50,25.29,40.86
305.42,00:05:05,4.15,295.50,25.94,0.43,11.22,37.97,16.68,1003.60,25.29,40.84
308.2,00:05:08,3.84,273.50,29.06,0.31,9.11,33.31,15.40,1003.60,25.28,40.84
310.48,00:05:10,4.05,288.67,21.79,0.45,9.85,34.12,16.26,1003.30,25.29,40.83
315.49,00:05:15,6.31,449.33,11.61,1.39,16.24,36.14,17.28,1003.60,25.28,40.80
326.53,00:05:26,3.57,254.00,21.62,0.38,8.27,32.56,15.75,1003.40,25.28,40.72
329.52,00:05:29,4.86,346.17,19.26,0.60,11.70,33.80,16.56,1003.50,25.28,40.73
332.37,00:05:32,5.06,360.17,20.97,0.56,11.79,32.73,16.34,1003.50,25.27,40.70
336.49,00:05:36,4.25,302.33,14.51,0.72,10.46,34.60,16.80,1003.60,25.27,40.68
340.82,00:05:40,3.16,224.83,13.36,0.54,7.32,32.56,16.29,1003.50,25.26,40.63
343.29,00:05:43,3.99,284.00,28.00,0.35,9.82,34.58,15.87,1003.50,25.26,40.62
345.97,00:05:45,3.31,235.83,19.03,0.44,8.51,36.09,16.50,1003.50,25.26,40.62
349.06,00:05:49,3.31,235.50,24.82,0.32,8.09,34.35,15.67,1003.50,25.26,40.61
351.34,00:05:51,3.30,234.83,20.76,0.42,8.74,37.22,16.55,1003.50,25.26,40.60
354.76,00:05:54,3.44,244.67,20.59,0.45,9.40,38.42,16.79,1003.40,25.26,40.58
358.2,00:05:58,3.14,223.33,18.52,0.43,8.10,36.27,16.50,1003.50,25.26,40.58
362.51,00:06:02,3.37,239.83,13.17,0.66,8.81,36.73,16.99,1003.60,25.26,40.56
366.38,00:06:06,3.49,248.33,13.01,0.66,8.61,34.67,16.74,1003.60,25.25,40.54
370.93,00:06:10,3.33,236.83,15.56,0.53,8.25,34.84,16.56,1003.50,25.25,40.54
375.3,00:06:15,3.35,238.33,13.93,0.64,9.01,37.80,17.07,1003.60,25.25,40.51
379.26,00:06:19,3.17,225.50,14.68,0.57,8.47,37.56,16.96,1003.50,25.25,40.49
383.44,00:06:23,3.03,216.00,15.17,0.54,8.30,38.43,17.00,1003.60,25.25,40.48
387.69,00:06:27,2.74,194.83,14.60,0.50,7.41,38.03,16.88,1003.50,25.24,40.45
391.72,00:06:31,2.66,189.33,13.67,0.52,7.24,38.24,16.95,1003.50,25.24,40.44
395.34,00:06:35,2.78,198.00,17.04,0.44,7.60,38.38,16.77,1003.50,25.23,40.43
399.75,00:06:39,2.66,189.33,14.22,0.49,7.07,37.34,16.78,1003.60,25.24,40.42
404.17,00:06:44,2.55,181.33,12.71,0.52,6.64,36.62,16.75,1003.50,25.23,40.42
407.49,00:06:47,2.63,187.50,19.90,0.32,6.54,34.88,15.77,1003.60,25.23,40.41
412.53,00:06:52,3.05,217.33,18.03,0.48,8.81,40.54,17.09,1003.50,25.23,40.42
415.61,00:06:55,3.21,228.83,24.24,0.31,7.71,33.69,15.50,1003.50,25.22,40.43
418.99,00:06:58,3.48,247.50,15.72,0.56,8.85,35.76,16.73,1003.60,25.23,40.42
423.04,00:07:03,3.09,220.33,14.75,0.49,7.29,33.09,16.24,1003.50,25.22,40.43
428,00:07:08,2.77,197.33,13.25,0.49,6.53,33.09,16.23,1003.60,25.22,40.38
431.52,00:07:11,3.27,232.67,16.15,0.50,8.13,34.94,16.51,1003.50,25.22,40.36
435.44,00:07:15,3.58,255.00,16.07,0.53,8.65,33.92,16.46,1003.50,25.22,40.36
439.19,00:07:19,3.68,262.00,16.21,0.54,8.87,33.85,16.46,1003.50,25.22,40.36
442.81,00:07:22,3.76,267.83,16.00,0.58,9.40,35.10,16.69,1003.50,25.21,40.34
445.41,00:07:25,3.62,258.00,21.09,0.44,9.43,36.55,16.56,1003.50,25.22,40.33
448.62,00:07:28,2.83,201.67,20.97,0.32,6.87,34.07,15.64,1003.60,25.21,40.29
451.1,00:07:31,2.29,163.33,21.16,0.28,6.06,37.10,15.71,1003.50,25.21,40.27
453.99,00:07:33,3.00,213.33,20.01,0.41,8.27,38.77,16.70,1003.50,25.21,40.27
457.28,00:07:37,3.30,235.00,20.10,0.44,9.01,38.34,16.77,1003.50,25.21,40.28
459.86,00:07:39,3.27,232.50,23.62,0.34,8.05,34.62,15.82,1003.50,25.20,40.27
462.36,00:07:42,3.40,242.17,19.76,0.45,8.89,36.71,16.59,1003.50,25.20,40.26
465.58,00:07:45,3.68,261.67,21.64,0.44,9.67,36.95,16.61,1003.50,25.20,40.25
469.55,00:07:49,3.47,247.33,15.91,0.55,8.82,35.66,16.70,1003.50,25.20,40.27
473.58,00:07:53,3.41,242.83,15.42,0.55,8.63,35.54,16.70,1003.50,25.20,40.24
476.9,00:07:56,3.44,245.00,16.65,0.53,8.98,36.65,16.79,1003.50,25.19,40.22
480.28,00:08:00,3.37,240.00,18.15,0.49,8.92,37.17,16.75,1003.50,25.20,40.19
483.66,00:08:03,3.28,233.50,16.89,0.53,9.00,38.54,16.98,1003.50,25.19,40.18
487.38,00:08:07,3.42,243.50,16.83,0.54,9.18,37.70,16.92,1003.50,25.19,40.15
491.54,00:08:11,3.08,219.17,14.67,0.55,8.15,37.19,16.88,1003.50,25.19,40.12
495.54,00:08:15,2.71,192.67,14.72,0.47,6.93,35.97,16.56,1003.60,25.19,40.10
499.06,00:08:19,2.96,210.67,16.87,0.47,7.96,37.78,16.77,1003.50,25.19,40.09
502.67,00:08:22,3.02,214.83,16.96,0.47,8.07,37.56,16.76,1003.60,25.19,40.09
506.51,00:08:26,2.89,206.00,15.47,0.48,7.55,36.65,16.68,1003.50,25.18,40.07
510.52,00:08:30,2.83,201.67,14.91,0.49,7.30,36.20,16.63,1003.50,25.18,40.06
514.13,00:08:34,2.89,205.83,17.26,0.42,7.38,35.85,16.41,1003.50,25.18,40.05
517.94,00:08:37,3.02,214.83,15.49,0.51,7.92,36.87,16.76,1003.50,25.18,40.06
521.46,00:08:41,3.09,220.33,17.64,0.44,7.83,35.54,16.42,1003.50,25.18,40.04
524.74,00:08:44,3.00,213.50,16.79,0.46,7.78,36.44,16.60,1003.50,25.18,40.06
528.05,00:08:48,3.20,227.83,18.16,0.45,8.31,36.47,16.58,1003.50,25.18,40.06
531.57,00:08:51,3.09,219.83,17.98,0.45,8.12,36.94,16.62,1003.50,25.17,40.03
534.55,00:08:54,2.92,208.17,18.33,0.42,7.81,37.52,16.61,1003.50,25.18,40.03
537.02,00:08:57,3.10,220.50,27.05,0.30,8.14,36.92,15.83,1003.50,25.17,40.04
538.69,00:08:58,3.09,220.17,27.16,0.30,8.31,37.74,15.98,1003.50,25.17,40.04
540.75,00:09:00,3.12,222.17,27.36,0.32,8.82,39.70,16.36,1003.50,25.17,40.02
544.29,00:09:04,2.98,212.00,19.69,0.43,8.53,40.24,16.92,1003.50,25.17,40.01
548.09,00:09:08,3.60,256.50,16.60,0.58,9.68,37.74,16.98,1003.50,25.17,40.02
551.59,00:09:11,3.08,219.17,17.44,0.43,7.50,34.22,16.20,1003.40,25.16,40.00
554.89,00:09:14,3.22,229.50,17.77,0.47,8.47,36.91,16.68,1003.50,25.16,39.99
558.2,00:09:18,3.28,233.83,17.67,0.47,8.47,36.22,16.61,1003.50,25.16,40.01
561.38,00:09:21,3.31,235.50,19.28,0.44,8.50,36.09,16.49,1003.40,25.16,39.99
563.96,00:09:23,3.45,245.50,22.48,0.40,9.21,37.52,16.55,1003.50,25.17,39.97
567.26,00:09:27,3.19,227.33,18.95,0.45,8.54,37.57,16.69,1003.50,25.16,39.98
569.85,00:09:29,3.31,235.67,23.28,0.37,8.66,36.75,16.29,1003.50,25.16,39.97
572.38,00:09:32,3.25,231.67,22.01,0.41,9.03,38.98,16.71,1003.50,25.16,39.96
575.28,00:09:35,3.24,230.50,22.01,0.39,8.70,37.74,16.52,1003.50,25.16,39.96
578.8,00:09:38,3.27,233.17,17.54,0.49,8.60,36.88,16.71,1003.40,25.16,39.95
581.6,00:09:41,3.33,237.00,19.54,0.45,8.80,37.13,16.63,1003.50,25.15,39.96
585.71,00:09:45,2.94,209.00,15.54,0.47,7.43,35.55,16.52,1003.50,25.15,39.94
588.18,00:09:48,3.23,229.83,21.73,0.38,8.36,36.37,16.31,1003.50,25.15,39.93
591.42,00:09:51,3.32,236.50,19.43,0.45,8.90,37.63,16.71,1003.40,25.15,39.93
593.89,00:09:53,3.58,254.67,23.44,0.41,9.75,38.28,16.66,1003.40,25.15,39.93
596.38,00:09:56,3.47,247.00,23.50,0.40,9.55,38.66,16.66,1003.40,25.15,39.91
598.56,00:09:58,3.57,254.00,30.26,0.31,9.41,37.05,15.93,1003.40,25.14,39.90
600.37,00:10:00,6.60,470.00,37.06,0.38,14.33,30.49,15.41,1003.20,25.12,39.45
602.58,00:10:02,,,24.55,0.47,11.66,,,1002.70,25.13,39.44
604.75,00:10:04,,,23.73,0.47,11.34,,,1002.60,25.12,39.42
607.64,00:10:07,7.91,563.50,26.30,0.65,17.14,30.42,16.14,1003.10,25.12,39.43
609.9,00:10:09,8.80,626.50,26.52,0.67,18.01,28.75,15.90,1003.30,25.12,39.43
611.88,00:10:11,6.41,456.33,30.31,0.41,12.60,27.61,15.00,1003.20,25.12,39.43
615.51,00:10:15,4.77,339.33,17.13,0.52,8.97,26.43,15.14,1003.10,25.12,39.41
617.89,00:10:17,7.42,528.00,25.24,0.59,15.03,28.47,15.72,1003.10,25.12,39.42
620.16,00:10:20,8.03,571.50,24.17,0.66,16.14,28.24,15.80,1003.30,25.12,39.40
622.92,00:10:22,6.83,486.17,23.67,0.55,13.18,27.11,15.37,1003.20,25.12,39.40
625.39,00:10:25,7.28,518.67,22.84,0.62,14.30,27.57,15.61,1003.20,25.13,39.40
628.16,00:10:28,6.86,488.17,22.64,0.58,13.27,27.18,15.45,1003.30,25.12,39.40
630.63,00:10:30,6.43,457.50,24.33,0.52,12.84,28.07,15.49,1003.20,25.12,39.41
632.9,00:10:32,7.57,539.00,25.50,0.58,14.96,27.76,15.56,1003.20,25.12,39.38
635.6,00:10:35,8.00,569.33,23.27,0.65,15.24,26.77,15.49,1003.20,25.12,39.37
637.88,00:10:37,7.15,509.33,25.11,0.54,13.75,27.00,15.33,1003.20,25.13,39.37
640.25,00:10:40,6.27,446.17,25.94,0.48,12.56,28.15,15.38,1003.40,25.12,39.36
642.95,00:10:42,6.05,430.67,23.30,0.52,12.18,28.28,15.52,1003.30,25.12,39.35
645.41,00:10:45,7.56,538.50,24.46,0.61,14.93,27.73,15.61,1003.20,25.12,39.35
647.82,00:10:47,7.90,562.83,23.41,0.63,14.89,26.46,15.40,1003.30,25.12,39.34
650.39,00:10:50,6.84,486.83,23.15,0.56,13.07,26.85,15.34,1003.20,25.12,39.30
652.87,00:10:52,7.52,535.67,23.81,0.61,14.73,27.50,15.58,1003.30,25.12,39.33
655.39,00:10:55,6.75,480.50,24.91,0.52,13.06,27.18,15.31,1003.30,25.12,39.32
657.89,00:10:57,7.22,514.33,24.04,0.58,14.01,27.24,15.45,1003.20,25.12,39.31
660.5,00:11:00,7.05,501.83,23.36,0.57,13.51,26.92,15.38,1003.10,25.12,39.32
663.57,00:11:03,8.73,621.67,18.07,0.92,16.71,26.88,15.80,1003.20,25.13,39.29
666.86,00:11:06,9.07,646.00,18.14,0.92,16.84,26.07,15.65,1003.40,25.12,39.28
670.3,00:11:10,5.69,405.17,19.51,0.54,10.59,26.14,15.13,1003.20,25.12,39.30
673.02,00:11:13,6.42,457.17,21.99,0.57,12.66,27.69,15.53,1003.20,25.13,39.28
675.29,00:11:15,6.87,489.33,24.08,0.56,13.58,27.75,15.52,1003.10,25.13,39.26
677.99,00:11:17,6.91,492.33,23.54,0.58,13.80,28.03,15.62,1003.20,25.12,39.28
680.45,00:11:20,6.47,460.67,24.06,0.53,12.99,28.20,15.54,1003.20,25.12,39.25
682.94,00:11:22,6.72,478.33,24.10,0.55,13.37,27.95,15.53,1003.20,25.12,39.27
687.1,00:11:27,8.50,605.33,14.33,1.12,16.07,26.55,15.86,1003.40,25.13,39.25
690.23,00:11:30,6.85,487.50,20.20,0.63,12.79,26.24,15.34,1003.30,25.12,39.25
692.71,00:11:32,6.70,477.00,22.80,0.56,12.80,26.83,15.32,1002.90,25.13,39.22
696.02,00:11:36,6.34,451.33,18.95,0.68,13.06,28.94,15.95,1003.30,25.12,39.23
699.14,00:11:39,7.19,511.67,19.00,0.76,14.48,28.30,15.92,1003.40,25.13,39.21
701.74,00:11:41,7.19,512.00,21.41,0.62,13.38,26.13,15.31,1003.10,25.12,39.20
704.74,00:11:44,6.34,451.33,21.15,0.57,12.11,26.83,15.35,1003.10,25.13,39.22
707.32,00:11:47,5.88,418.50,22.05,0.55,12.20,29.15,15.75,1003.30,25.13,39.21
710.31,00:11:50,8.17,581.83,20.29,0.80,16.39,28.17,15.95,1003.10,25.13,39.19
713.1,00:11:53,7.32,521.17,21.36,0.64,13.80,26.48,15.41,1003.00,25.12,39.19
716.09,00:11:56,7.86,559.83,19.82,0.81,16.14,28.83,16.06,1003.00,25.13,39.18
719.57,00:11:59,8.01,570.00,18.17,0.85,15.51,27.21,15.81,1003.40,25.13,39.17
722.56,00:12:02,5.48,390.33,19.64,0.51,10.03,25.70,14.93,1003.30,25.12,39.15
725.54,00:12:05,5.43,386.67,20.40,0.53,10.89,28.16,15.52,1003.20,25.12,39.16
728.2,00:12:08,6.64,472.67,22.53,0.61,13.86,29.32,15.90,1003.10,25.13,39.14
730.89,00:12:10,7.44,530.00,21.40,0.68,14.66,27.66,15.71,1003.10,25.13,39.13
733.48,00:12:13,7.28,518.33,22.29,0.63,14.13,27.26,15.55,1003.00,25.12,39.14
736.46,00:12:16,7.99,569.17,17.61,0.88,15.52,27.27,15.84,1003.20,25.13,39.13
740.16,00:12:20,7.26,517.17,19.85,0.71,14.20,27.46,15.72,1003.10,25.13,39.12
742.84,00:12:22,6.99,497.83,21.06,0.67,14.24,28.60,15.87,1003.10,25.13,39.11
745.82,00:12:25,7.10,505.67,20.45,0.70,14.49,28.66,15.92,1003.10,25.12,39.10
748.97,00:12:28,8.71,619.83,19.00,0.88,16.89,27.25,15.85,1003.20,25.13,39.08
752.18,00:12:32,7.12,506.83,18.42,0.75,13.82,27.27,15.72,1003.10,25.13,39.08
755.08,00:12:35,7.11,506.17,20.87,0.67,14.18,28.01,15.77,1003.10,25.13,39.08
757.68,00:12:37,6.84,486.67,22.40,0.62,13.91,28.58,15.78,1003.00,25.13,39.05
760.21,00:12:40,7.17,510.67,23.19,0.65,15.18,29.73,16.03,1002.90,25.12,39.04
763.58,00:12:43,5.95,423.33,19.32,0.65,12.62,29.81,16.05,1003.10,25.12,39.04
766.27,00:12:46,6.49,461.83,21.30,0.63,13.57,29.38,15.95,1003.10,25.13,39.04
768.86,00:12:48,7.63,543.17,22.51,0.67,15.20,27.98,15.76,1003.00,25.12,39.03
773.39,00:12:53,10.12,720.50,12.92,1.48,19.24,26.70,16.01,1003.30,25.12,39.03
776.58,00:12:56,7.74,551.00,19.25,0.78,15.19,27.57,15.82,1003.10,25.12,39.01
779.65,00:12:59,8.18,582.50,18.96,0.87,16.54,28.39,16.04,1002.90,25.12,39.00
782.68,00:13:02,8.70,619.50,21.07,0.86,18.15,29.30,16.18,1003.10,25.12,39.01
785.35,00:13:05,8.95,637.33,21.29,0.88,18.77,29.45,16.22,1003.00,25.12,39.03
787.95,00:13:07,7.05,501.83,23.30,0.66,15.42,30.73,16.20,1002.90,25.12,39.03
790.31,00:13:10,7.51,535.00,25.39,0.69,17.66,33.01,16.57,1003.00,25.12,39.03
793.03,00:13:13,6.86,488.50,23.39,0.66,15.65,32.04,16.41,1003.20,25.12,39.03
795.7,00:13:15,5.91,420.83,22.36,0.59,13.29,31.58,16.23,1003.00,25.12,39.04
798.17,00:13:18,6.91,491.83,23.09,0.69,16.16,32.86,16.55,1003.10,25.13,39.06
800.92,00:13:20,7.79,555.00,21.36,0.80,17.22,31.03,16.40,1003.10,25.13,39.07
803.5,00:13:23,7.21,513.67,23.06,0.66,15.32,29.82,16.06,1003.10,25.12,39.08
806.67,00:13:26,7.29,519.17,19.01,0.84,16.10,31.01,16.43,1003.10,25.12,39.09
809.78,00:13:29,6.41,456.50,19.73,0.72,14.29,31.30,16.37,1002.90,25.12,39.09
811.86,00:13:31,7.32,520.83,26.39,0.66,17.46,33.52,16.60,1003.00,25.13,39.08
814.85,00:13:34,7.98,568.33,21.08,0.89,18.97,33.38,16.79,1003.10,25.12,39.09
817.16,00:13:37,7.28,518.17,25.43,0.64,16.32,31.50,16.29,1003.10,25.12,39.09
819.52,00:13:39,7.32,521.33,25.46,0.66,16.92,32.46,16.46,1003.00,25.12,39.09
821.91,00:13:41,7.01,499.17,24.67,0.65,16.23,32.51,16.46,1003.00,25.12,39.12
824.38,00:13:44,7.15,509.17,25.42,0.64,16.42,32.25,16.40,1003.00,25.12,39.11
826.64,00:13:46,7.08,504.00,27.21,0.58,16.03,31.81,16.25,1003.00,25.12,39.13
829.95,00:13:49,8.27,588.83,17.92,1.04,18.68,31.72,16.65,1003.00,25.12,39.12
832.84,00:13:52,6.74,480.17,20.41,0.76,15.58,32.45,16.57,1003.10,25.12,39.13
835.63,00:13:55,6.58,468.67,22.08,0.70,15.57,33.22,16.61,1003.10,25.12,39.16
839.45,00:13:59,5.46,388.50,16.87,0.66,11.29,29.06,15.94,1003.30,25.12,39.15
842.18,00:14:02,8.02,571.17,20.42,0.81,16.64,29.13,16.12,1003.20,25.12,39.16
845.07,00:14:05,6.65,473.50,21.19,0.63,13.40,28.30,15.75,1003.10,25.12,39.17
848.37,00:14:08,7.08,504.33,18.05,0.83,15.09,29.92,16.26,1003.00,25.11,39.16
851.28,00:14:11,8.34,593.67,20.99,0.83,17.53,29.53,16.20,1003.20,25.12,39.17
854.91,00:14:14,6.47,461.00,16.24,0.81,13.29,28.83,16.07,1003.10,25.11,39.18
857.72,00:14:17,7.12,507.17,20.94,0.73,15.45,30.46,16.25,1002.90,25.12,39.18
860.17,00:14:20,7.61,542.00,24.14,0.70,16.90,31.18,16.32,1002.90,25.12,39.17
863.13,00:14:23,6.58,468.17,21.60,0.66,14.42,30.80,16.22,1003.00,25.12,39.17
865.6,00:14:25,7.36,524.00,23.21,0.70,16.42,31.34,16.35,1003.10,25.12,39.18
868.49,00:14:28,7.54,537.00,20.68,0.77,16.09,29.96,16.22,1003.20,25.11,39.19
871.79,00:14:31,6.43,457.67,19.88,0.66,13.26,28.97,15.92,1003.10,25.11,39.19
874.36,00:14:34,7.16,509.83,20.54,0.75,15.45,30.30,16.25,1003.20,25.12,39.19
877.45,00:14:37,8.18,582.33,19.92,0.83,16.64,28.57,16.04,1003.00,25.12,39.19
880.65,00:14:40,7.82,556.83,19.06,0.83,15.87,28.50,16.03,1003.10,25.12,39.18
883.05,00:14:43,5.20,370.17,23.85,0.44,10.58,28.58,15.32,1003.10,25.12,39.17
885.92,00:14:45,7.43,529.00,22.44,0.72,16.29,30.79,16.29,1003.20,25.12,39.20
