Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
2.47,00:00:02,1.54,118.67,15.05,0.42,6.32,53.26,17.90,1012.40,22.95,30.70
6.82,00:00:06,1.65,127.50,13.02,0.72,9.50,74.51,19.04,1012.30,22.95,30.77
12.69,00:00:12,2.77,213.67,11.05,1.11,12.34,57.75,18.63,1012.40,22.96,30.84
18.61,00:00:18,2.51,193.67,9.41,1.07,10.11,52.20,18.37,1012.40,22.96,30.85
26.18,00:00:26,1.93,149.17,7.97,0.89,7.12,47.73,18.06,1012.40,22.96,30.87
32.89,00:00:32,,,8.87,1.00,8.89,,,1012.40,22.96,30.89
39.45,00:00:39,2.13,164.67,9.83,0.78,7.74,47.00,17.97,1012.40,22.95,30.90
45.85,00:00:45,2.28,176.17,9.65,0.84,8.17,46.38,17.96,1012.40,22.96,30.89
50.99,00:00:50,2.27,175.00,11.40,0.72,8.24,47.09,17.93,1012.40,22.96,30.90
55.47,00:00:55,2.47,190.50,13.87,0.69,9.61,50.45,18.11,1012.40,22.96,30.92
61.9,00:01:01,1.99,153.33,8.97,0.79,7.11,46.37,17.93,1012.40,22.96,30.92
67.42,00:01:07,2.07,159.67,11.56,0.63,7.34,45.97,17.78,1012.40,22.96,30.93
73.77,00:01:13,1.72,132.50,8.56,0.62,5.34,40.30,17.33,1012.40,22.96,30.95
82.57,00:01:22,1.72,132.50,10.58,0.51,5.44,41.06,17.22,1012.30,22.96,30.99
87.74,00:01:27,2.33,179.50,10.57,0.72,7.69,42.84,17.63,1012.40,22.96,31.02
93.14,00:01:33,2.21,170.83,10.84,0.55,5.97,34.95,16.65,1012.40,22.96,31.05
99.56,00:01:39,2.35,181.50,10.45,0.66,6.92,38.13,17.16,1012.40,22.96,31.02
105.01,00:01:45,2.72,209.67,11.26,0.73,8.25,39.35,17.34,1012.40,22.95,31.04
109.17,00:01:49,2.46,190.17,12.84,0.49,6.40,33.65,16.37,1012.40,22.95,31.04
114.99,00:01:54,2.51,193.67,10.18,0.71,7.29,37.64,17.17,1012.40,22.96,31.02
121.67,00:02:01,2.05,158.50,8.75,0.57,5.03,31.74,16.26,1012.40,22.96,31.02
128.6,00:02:08,2.56,197.50,10.01,0.67,6.70,33.92,16.70,1012.40,22.95,31.00
134.48,00:02:14,2.21,170.33,10.11,0.54,5.47,32.11,16.26,1012.40,22.95,31.02
137.89,00:02:17,2.61,201.33,18.95,0.35,6.77,33.63,15.82,1012.30,22.96,31.02
142.21,00:02:22,2.36,182.33,11.20,0.55,6.25,34.28,16.58,1012.40,22.96,31.02
148.13,00:02:28,3.06,236.17,11.24,0.67,7.62,32.26,16.49,1012.40,22.96,31.05
153.26,00:02:33,,,10.53,0.65,6.90,,,1012.40,22.96,31.02
158.75,00:02:38,3.20,246.83,11.91,0.65,7.83,31.72,16.39,1012.40,22.95,31.00
163.48,00:02:43,3.10,239.00,13.58,0.58,7.99,33.43,16.52,1012.40,22.95,30.96
168.81,00:02:48,2.71,209.00,18.23,0.40,7.44,35.60,16.35,1012.20,22.95,30.94
172,00:02:52,3.15,243.00,18.13,0.56,10.27,42.26,17.42,1012.40,22.95,30.92
177.82,00:02:57,2.01,155.00,9.67,0.53,5.17,33.35,16.41,1012.40,22.95,30.88
186.16,00:03:06,1.95,150.17,11.31,0.47,5.35,35.63,16.56,1012.30,22.96,30.89
190.91,00:03:10,4.69,362.00,13.10,0.94,12.33,34.06,16.94,1012.40,22.96,30.89
195.9,00:03:15,3.29,254.00,11.90,0.65,7.83,30.83,16.26,1012.40,22.96,30.86
200.01,00:03:20,2.79,215.17,14.88,0.48,7.22,33.55,16.33,1012.40,22.95,30.83
204.85,00:03:24,2.83,218.67,10.90,0.70,7.68,35.12,16.88,1012.40,22.96,30.81
211.18,00:03:31,2.95,227.67,10.12,0.77,7.86,34.52,16.88,1012.40,22.96,30.76
217.16,00:03:37,3.14,242.50,10.22,0.80,8.19,33.77,16.81,1012.40,22.96,30.74
224.28,00:03:44,2.69,207.83,8.50,0.81,6.93,33.34,16.77,1012.30,22.96,30.68
229.94,00:03:49,2.36,182.33,10.01,0.59,5.91,32.41,16.39,1012.40,22.97,30.66
236.26,00:03:56,2.06,159.33,9.56,0.57,5.46,34.27,16.61,1012.40,22.97,30.66
241.81,00:04:01,2.03,156.83,11.80,0.44,5.27,33.60,16.22,1012.40,22.97,30.65
245.83,00:04:05,2.32,179.17,14.98,0.46,6.93,38.68,16.88,1012.40,22.96,30.68
252.1,00:04:12,1.79,138.17,9.39,0.49,4.60,33.29,16.30,1012.40,22.96,30.67
256.87,00:04:16,2.81,217.00,12.42,0.58,7.27,33.50,16.53,1012.40,22.97,30.69
262.51,00:04:22,2.41,186.17,11.08,0.50,5.62,30.19,15.88,1012.40,22.97,30.68
266.37,00:04:26,2.37,183.00,14.16,0.38,5.45,29.78,15.33,1012.40,22.97,30.67
270.09,00:04:30,2.96,228.33,15.71,0.48,7.69,33.68,16.35,1012.40,22.97,30.68
275.34,00:04:35,3.19,246.00,11.19,0.64,7.21,29.31,16.00,1012.30,22.97,30.66
287.89,00:04:47,,,4.63,0.45,2.12,,,1012.30,22.97,30.65
293.78,00:04:53,2.30,177.33,11.99,0.41,5.03,28.37,15.23,1012.40,22.97,30.67
298.56,00:04:58,2.38,183.67,12.06,0.46,5.56,30.27,15.75,1012.40,22.98,30.70
301.39,00:05:01,7.22,557.17,15.72,1.06,16.82,30.19,16.49,1012.10,22.97,30.71
304.88,00:05:04,6.80,525.33,18.14,0.75,13.74,26.15,15.56,1012.20,22.98,30.70
307.17,00:05:07,5.38,415.33,22.72,0.51,11.62,27.98,15.49,1012.20,22.98,30.65
310.05,00:05:10,4.44,342.67,22.55,0.50,11.47,33.47,16.37,1012.20,22.98,30.59
314.73,00:05:14,3.00,231.67,14.28,0.49,7.10,30.65,15.92,1012.30,22.98,30.52
318.03,00:05:18,3.08,237.83,18.41,0.40,7.42,31.20,15.67,1012.30,22.99,30.48
322.17,00:05:22,2.79,215.67,12.84,0.55,7.14,33.11,16.42,1012.30,22.98,30.46
326.61,00:05:26,2.47,190.83,14.90,0.39,5.87,30.76,15.56,1012.30,22.98,30.43
329.51,00:05:29,3.06,236.50,20.26,0.42,8.51,35.98,16.44,1012.30,22.98,30.43
332.72,00:05:32,3.26,251.83,18.61,0.50,9.34,37.09,16.80,1012.30,22.98,30.42
336.27,00:05:36,2.95,227.83,15.41,0.49,7.62,33.45,16.33,1012.20,22.98,30.42
340.39,00:05:40,3.09,238.33,16.81,0.47,8.06,33.82,16.34,1012.30,22.99,30.39
344.39,00:05:44,3.66,282.50,13.80,0.67,9.25,32.74,16.55,1012.30,22.98,30.37
350.95,00:05:50,3.45,266.17,9.13,0.84,7.74,29.08,16.18,1012.30,22.98,30.30
357.44,00:05:57,3.14,242.50,8.55,0.81,6.95,28.66,16.08,1012.30,22.99,30.26
362.93,00:06:02,3.41,263.50,11.90,0.73,8.73,33.13,16.67,1012.20,22.99,30.24
367.51,00:06:07,3.13,241.83,13.72,0.62,8.64,35.73,16.86,1012.30,22.99,30.20
372.12,00:06:12,3.02,233.33,11.59,0.73,8.55,36.64,17.08,1012.30,22.99,30.16
378.36,00:06:18,2.62,202.17,10.27,0.69,7.11,35.17,16.88,1012.30,22.99,30.13
384.23,00:06:24,2.92,225.50,9.97,0.81,8.13,36.05,17.08,1012.30,23.01,30.10
390.41,00:06:30,2.18,168.67,10.12,0.57,5.83,34.56,16.65,1012.30,23.01,30.08
395.25,00:06:35,2.80,216.33,12.57,0.70,8.92,41.23,17.49,1012.20,23.00,30.06
399.79,00:06:39,2.40,185.33,13.26,0.52,7.00,37.77,16.93,1012.20,23.00,30.05
405.4,00:06:45,3.18,245.33,10.23,0.86,8.84,36.03,17.11,1012.20,23.01,30.04
411.92,00:06:51,2.71,209.00,9.62,0.77,7.45,35.65,17.01,1012.20,23.01,30.00
416.33,00:06:56,2.80,215.83,13.46,0.57,7.78,36.05,16.83,1012.20,23.00,30.00
420.16,00:07:00,2.39,184.50,16.98,0.36,6.18,33.50,15.84,1012.20,23.02,29.98
424.96,00:07:04,3.31,255.83,10.06,0.94,9.53,37.25,17.28,1012.30,23.02,29.93
431.23,00:07:11,2.67,206.33,10.66,0.64,6.89,33.39,16.60,1012.30,23.02,29.92
433.54,00:07:13,2.96,228.33,28.14,0.28,8.16,35.74,15.59,1012.10,23.02,29.91
435.62,00:07:15,4.08,315.00,20.99,0.67,14.15,44.92,17.74,1012.20,23.02,29.89
440.67,00:07:20,3.01,232.00,12.94,0.65,8.47,36.51,16.98,1012.20,23.03,29.87
