Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
344.24,00:05:44,1.93,156.83,14.16,0.58,8.31,52.99,18.10,994.70,23.86,38.84
347.14,00:05:47,2.09,170.00,18.32,0.48,8.89,52.29,17.93,994.70,23.86,38.82
351.25,00:05:51,2.13,173.33,16.59,0.54,9.10,52.50,18.03,994.70,23.86,38.83
353.59,00:05:53,2.53,205.67,23.07,0.49,11.49,55.87,18.13,994.60,23.85,38.82
357.39,00:05:57,2.05,166.83,16.87,0.51,8.67,51.97,17.95,994.70,23.87,38.81
361.17,00:06:01,2.22,180.50,15.38,0.62,9.66,53.52,18.17,994.70,23.87,38.80
363.74,00:06:03,2.46,200.00,21.75,0.50,11.06,55.30,18.12,994.60,23.87,38.80
366.61,00:06:06,2.51,203.50,19.11,0.59,11.38,55.92,18.26,994.70,23.88,38.78
370.19,00:06:10,2.37,192.50,19.85,0.53,10.54,54.75,18.13,994.70,23.87,38.78
372.64,00:06:12,2.25,182.50,20.80,0.51,10.63,58.25,18.27,994.70,23.89,38.78
376.47,00:06:16,1.91,155.33,17.02,0.51,8.74,56.27,18.18,994.70,23.89,38.75
379.48,00:06:19,2.28,185.17,18.45,0.59,11.04,59.62,18.43,994.70,23.89,38.75
382.48,00:06:22,2.29,186.33,19.50,0.50,9.79,52.54,17.97,994.60,23.89,38.75
385.87,00:06:25,2.30,186.50,17.24,0.59,10.21,54.75,18.20,994.60,23.89,38.75
389.27,00:06:29,2.20,178.83,19.36,0.50,9.70,54.24,18.06,994.70,23.90,38.74
392.57,00:06:32,2.00,162.33,18.70,0.45,8.45,52.05,17.85,994.70,23.90,38.73
396.06,00:06:36,2.30,187.00,17.30,0.58,10.04,53.69,18.13,994.70,23.90,38.73
398.92,00:06:38,2.18,176.83,17.81,0.49,8.84,49.99,17.80,994.60,23.91,38.73
402.23,00:06:42,2.22,180.00,19.02,0.51,9.85,54.72,18.11,994.60,23.91,38.73
405.93,00:06:45,2.00,162.67,17.99,0.46,8.36,51.39,17.83,994.60,23.91,38.73
409.43,00:06:49,1.96,159.33,17.60,0.47,8.28,51.97,17.88,994.60,23.91,38.73
412.7,00:06:52,2.19,177.83,17.36,0.53,9.21,51.79,17.96,994.60,23.92,38.74
415.55,00:06:55,2.19,178.17,18.52,0.49,9.12,51.19,17.87,994.60,23.92,38.72
418.62,00:06:58,2.42,196.67,21.87,0.49,10.73,54.56,18.06,994.70,23.92,38.73
422.34,00:07:02,2.03,165.00,18.14,0.44,7.98,48.36,17.58,994.60,23.92,38.72
424.49,00:07:04,2.28,185.17,22.63,0.46,10.59,57.19,18.15,994.60,23.93,38.73
427.67,00:07:07,2.21,179.83,17.65,0.53,9.38,52.16,17.99,994.60,23.93,38.71
430.69,00:07:10,2.70,219.00,20.03,0.54,10.96,50.05,17.88,994.60,23.94,38.72
434.06,00:07:14,2.65,214.83,16.92,0.58,9.98,46.46,17.70,994.70,23.94,38.73
438.05,00:07:18,2.79,226.67,15.84,0.63,10.03,44.25,17.59,994.70,23.95,38.74
441.77,00:07:21,2.31,187.67,16.03,0.51,8.24,43.91,17.40,994.60,23.95,38.75
445.74,00:07:25,2.63,213.50,14.67,0.71,10.45,48.95,17.98,994.70,23.95,38.75
450.89,00:07:30,2.30,186.83,11.83,0.73,8.68,46.46,17.84,994.70,23.96,38.75
455.52,00:07:35,2.07,168.00,12.87,0.56,7.22,42.98,17.40,994.60,23.96,38.74
459.46,00:07:39,2.22,180.17,17.75,0.49,8.84,49.06,17.75,994.70,23.96,38.75
462.95,00:07:42,2.25,183.00,16.46,0.52,8.59,46.94,17.64,994.70,23.97,38.75
466.35,00:07:46,2.22,180.17,18.48,0.45,8.47,47.01,17.53,994.70,23.97,38.73
469.13,00:07:49,2.35,190.67,18.83,0.49,9.31,48.83,17.72,994.70,23.97,38.75
473.35,00:07:53,2.27,184.67,15.11,0.52,7.94,43.00,17.35,994.70,23.98,38.73
476.44,00:07:56,2.58,209.50,17.67,0.54,9.60,45.82,17.60,994.70,23.97,38.72
479.82,00:07:59,2.66,215.83,19.87,0.51,10.32,47.82,17.70,994.70,23.98,38.73
482.61,00:08:02,2.56,207.50,20.28,0.50,10.33,49.78,17.81,994.60,23.99,38.70
485.47,00:08:05,2.70,219.17,20.57,0.53,11.06,50.46,17.90,994.60,23.99,38.71
488.67,00:08:08,2.83,230.00,20.17,0.56,11.37,49.43,17.87,994.70,23.99,38.70
491.76,00:08:11,2.83,230.17,17.48,0.64,11.22,48.75,17.91,994.70,24.00,38.67
495.25,00:08:15,2.67,216.67,19.50,0.52,10.23,47.21,17.67,994.70,23.99,38.70
498.32,00:08:18,2.37,192.50,18.90,0.50,9.61,49.92,17.82,994.80,24.00,38.69
501.49,00:08:21,2.13,172.83,17.66,0.50,8.84,51.15,17.88,994.70,24.01,38.66
504.76,00:08:24,2.19,177.83,19.12,0.49,9.55,53.70,18.02,994.70,24.02,38.67
507.55,00:08:27,2.41,195.83,22.34,0.45,10.26,52.39,17.88,994.60,24.01,38.65
510.74,00:08:30,2.55,207.00,19.23,0.55,10.71,51.74,18.00,994.60,24.01,38.68
513.71,00:08:33,2.42,196.17,19.29,0.49,9.63,49.09,17.75,994.70,24.02,38.65
517.5,00:08:37,2.80,227.17,16.20,0.70,11.50,50.62,18.08,994.70,24.02,38.65
520.7,00:08:40,2.52,205.00,17.52,0.54,9.49,46.29,17.63,994.70,24.02,38.64
524.45,00:08:44,2.45,199.33,17.71,0.54,9.62,48.26,17.77,994.70,24.03,38.61
527.74,00:08:47,2.77,225.00,16.99,0.62,10.62,47.20,17.79,994.70,24.04,38.62
531.12,00:08:51,2.40,194.67,15.50,0.57,8.83,45.36,17.60,994.60,24.04,38.60
534.61,00:08:54,2.41,195.50,17.27,0.53,9.26,47.37,17.70,994.60,24.04,38.58
538.5,00:08:58,2.32,188.67,17.31,0.53,9.30,49.29,17.82,994.60,24.04,38.59
541.47,00:09:01,2.64,214.00,20.67,0.54,11.20,52.34,18.01,994.50,24.05,38.59
544.35,00:09:04,2.84,230.67,21.27,0.54,11.62,50.37,17.90,994.60,24.04,38.56
547.32,00:09:07,2.54,206.00,21.04,0.48,10.14,49.22,17.73,994.70,24.05,38.57
550.49,00:09:10,2.66,215.83,19.38,0.58,11.41,52.87,18.10,994.50,24.05,38.56
553.69,00:09:13,3.11,252.17,17.10,0.72,12.44,49.33,18.01,994.50,24.05,38.57
556.81,00:09:16,3.31,268.83,19.50,0.62,12.26,45.61,17.69,994.60,24.06,38.53
560.43,00:09:20,2.91,236.17,14.46,0.72,10.49,44.42,17.69,994.60,24.06,38.55
564.14,00:09:24,2.74,222.83,16.60,0.59,9.89,44.38,17.56,994.60,24.06,38.52
567.72,00:09:27,2.47,200.33,19.28,0.52,10.13,50.57,17.88,994.60,24.07,38.52
570.77,00:09:30,2.48,201.50,19.30,0.55,10.75,53.35,18.09,994.60,24.07,38.52
573.84,00:09:33,2.24,181.50,19.35,0.49,9.58,52.78,17.97,994.60,24.07,38.50
577.1,00:09:37,2.28,185.33,16.72,0.57,9.56,51.58,18.01,994.60,24.08,38.50
580.37,00:09:40,2.26,183.50,19.52,0.49,9.57,52.15,17.92,994.50,24.08,38.50
583.18,00:09:43,2.23,180.67,20.87,0.50,10.43,57.73,18.23,994.60,24.08,38.48
586.57,00:09:46,2.34,190.17,18.74,0.56,10.68,56.16,18.24,994.50,24.09,38.48
589.54,00:09:49,2.64,214.33,20.49,0.55,11.30,52.72,18.04,994.70,24.08,38.46
594.58,00:09:54,3.62,294.17,11.08,1.19,13.26,45.08,17.94,994.50,24.09,38.45
599.7,00:09:59,2.24,182.00,13.17,0.63,8.32,45.71,17.70,994.70,24.10,38.46
601.92,00:10:01,6.75,548.50,18.84,0.95,18.05,32.91,16.73,994.60,24.19,38.38
604.87,00:10:04,6.62,537.50,20.37,0.88,17.99,33.47,16.75,994.60,24.20,38.37
608.46,00:10:08,7.00,568.00,21.04,0.88,18.65,32.83,16.67,994.30,24.19,38.40
611.33,00:10:11,6.80,552.00,20.57,0.86,17.86,32.36,16.60,994.60,24.20,38.41
614.97,00:10:14,8.99,729.67,14.63,1.39,20.48,28.07,16.18,994.40,24.20,38.42
618.57,00:10:18,5.85,475.33,19.69,0.80,15.89,33.43,16.69,994.60,24.20,38.47
621.85,00:10:21,5.97,484.83,18.30,0.89,16.40,33.83,16.81,994.70,24.20,38.49
625.86,00:10:25,6.81,552.67,14.59,1.10,16.18,29.28,16.28,994.60,24.21,38.50
629.45,00:10:29,6.83,554.83,15.32,1.05,16.15,29.11,16.23,994.70,24.21,38.50
633.21,00:10:33,6.75,548.50,16.44,0.98,16.18,29.50,16.25,994.50,24.21,38.51
638.34,00:10:38,9.62,781.50,10.99,1.82,20.10,25.72,15.85,994.50,24.22,38.56
642.25,00:10:42,4.27,346.50,17.19,0.70,12.19,35.18,16.82,994.60,24.22,38.62
646.24,00:10:46,5.45,442.67,15.40,0.95,14.72,33.25,16.77,994.50,24.22,38.65
649.32,00:10:49,6.10,495.00,19.63,0.80,15.82,31.96,16.50,994.70,24.22,38.66
653.86,00:10:53,8.26,670.50,11.78,1.53,18.03,26.89,16.01,994.50,24.23,38.66
658.59,00:10:58,7.03,570.50,13.03,1.23,16.08,28.19,16.15,994.80,24.24,38.68
663.72,00:11:03,6.61,536.83,11.66,1.28,15.01,27.96,16.13,994.60,24.24,38.68
668.7,00:11:08,6.87,557.67,12.13,1.28,15.57,27.92,16.12,994.60,24.24,38.67
672.9,00:11:12,4.67,379.00,16.69,0.71,11.98,31.61,16.36,994.60,24.25,38.68
677.05,00:11:17,5.73,465.50,13.47,0.99,13.42,28.83,16.15,994.60,24.24,38.67
680.74,00:11:20,5.97,484.67,16.10,0.89,14.40,29.71,16.23,994.70,24.25,38.65
684.55,00:11:24,6.76,549.00,17.28,0.95,16.43,29.93,16.30,994.70,24.25,38.63
688.14,00:11:28,6.47,525.17,15.50,0.98,15.22,28.98,16.17,994.70,24.26,38.60
691.48,00:11:31,5.34,433.33,17.97,0.78,14.07,32.47,16.55,994.40,24.26,38.62
694.67,00:11:34,6.63,538.67,19.10,0.90,17.36,32.23,16.61,994.60,24.26,38.58
698.18,00:11:38,5.47,444.33,17.58,0.80,14.10,31.73,16.46,994.40,24.26,38.57
701.3,00:11:41,6.54,531.17,17.70,0.94,16.78,31.59,16.54,994.60,24.26,38.55
705.21,00:11:45,6.10,495.00,15.86,0.95,15.20,30.71,16.42,994.50,24.26,38.52
709.12,00:11:49,6.90,560.67,14.82,1.11,16.49,29.41,16.30,994.70,24.27,38.49
713.33,00:11:53,5.30,430.33,15.42,0.88,13.61,31.63,16.51,994.60,24.27,38.50
718.16,00:11:58,9.76,792.33,10.99,1.99,21.95,27.70,16.24,994.80,24.27,38.48
723.38,00:12:03,6.61,537.00,11.85,1.36,16.16,30.09,16.49,994.60,24.28,38.55
727.58,00:12:07,6.57,533.17,13.84,1.19,16.60,31.13,16.60,994.80,24.29,38.60
731.9,00:12:11,6.36,516.83,15.82,1.03,16.43,31.79,16.62,994.70,24.28,38.65
738.87,00:12:18,5.29,429.50,11.02,1.16,12.83,29.87,16.40,994.80,24.29,38.66
742.68,00:12:22,6.56,532.67,15.05,1.01,15.21,28.55,16.11,994.40,24.29,38.64
747.12,00:12:27,5.22,424.00,14.09,0.90,12.79,30.17,16.31,994.50,24.29,38.63
750.87,00:12:30,4.98,404.50,15.71,0.81,12.78,31.59,16.45,994.30,24.31,38.59
753.85,00:12:33,7.61,617.83,18.75,0.99,18.67,30.22,16.37,994.80,24.31,38.58
757.64,00:12:37,6.27,509.33,15.98,0.92,14.84,29.14,16.16,994.30,24.30,38.55
761.15,00:12:41,6.32,513.17,17.84,0.91,16.34,31.84,16.56,994.40,24.31,38.54
764.86,00:12:44,8.44,685.33,14.47,1.38,19.98,29.15,16.36,994.60,24.32,38.50
768.95,00:12:48,4.27,346.33,16.43,0.78,12.82,37.02,17.08,994.50,24.31,38.50
772.57,00:12:52,4.21,341.50,17.10,0.77,13.17,38.57,17.23,994.40,24.32,38.48
775.66,00:12:55,5.96,484.33,19.20,0.85,16.35,33.76,16.77,994.60,24.32,38.44
778.86,00:12:58,4.71,382.50,18.06,0.72,13.05,34.12,16.70,994.50,24.32,38.44
781.98,00:13:01,6.87,557.83,19.56,0.91,17.92,32.12,16.60,994.70,24.32,38.42
786.65,00:13:06,11.40,925.33,11.64,2.10,24.54,26.52,16.04,994.80,24.33,38.45
791.67,00:13:11,5.38,437.17,11.88,1.16,13.86,31.70,16.66,994.80,24.34,38.58
795.71,00:13:15,4.25,345.00,18.87,0.63,12.01,34.81,16.69,994.80,24.34,38.64
799.52,00:13:19,3.97,322.33,21.65,0.55,12.01,37.26,16.85,994.80,24.34,38.64
804.44,00:13:24,5.73,465.33,18.05,0.84,15.28,32.84,16.64,994.40,24.34,38.61
807.76,00:13:27,6.07,492.67,19.34,0.81,15.74,31.95,16.50,994.40,24.35,38.61
810.51,00:13:30,8.15,661.67,20.34,0.99,20.17,30.48,16.41,994.50,24.35,38.57
813.92,00:13:33,5.95,483.00,18.67,0.82,15.49,32.07,16.53,994.50,24.35,38.56
816.39,00:13:36,5.75,467.17,22.26,0.75,16.92,36.22,16.98,994.60,24.35,38.54
819.38,00:13:39,5.51,447.50,19.53,0.80,15.67,35.02,16.88,994.80,24.35,38.51
822.57,00:13:42,5.94,482.33,19.24,0.86,16.57,34.35,16.85,994.50,24.35,38.51
826.28,00:13:46,6.70,544.00,17.10,1.01,17.31,31.82,16.61,994.60,24.35,38.48
829.86,00:13:49,4.62,375.00,16.97,0.78,13.36,35.63,16.94,994.60,24.36,38.44
833.25,00:13:53,5.45,442.50,18.09,0.81,14.83,33.51,16.72,994.70,24.36,38.41
836.67,00:13:56,6.43,522.00,16.37,0.98,16.10,30.84,16.46,994.40,24.36,38.39
839.86,00:13:59,6.38,518.33,19.07,0.85,16.35,31.54,16.48,994.70,24.36,38.38
843.59,00:14:03,4.96,402.67,16.95,0.81,13.83,34.35,16.81,994.50,24.37,38.37
846.67,00:14:06,5.99,486.67,18.73,0.84,15.87,32.61,16.62,994.80,24.36,38.34
849.97,00:14:09,6.58,534.17,18.75,0.89,16.74,31.34,16.47,994.70,24.37,38.32
854.19,00:14:14,8.70,706.50,12.58,1.51,19.10,27.03,16.03,994.60,24.38,38.30
857.57,00:14:17,5.90,479.33,17.04,0.88,15.11,31.52,16.50,994.80,24.38,38.32
861.78,00:14:21,4.57,370.83,16.54,0.79,13.19,35.57,16.94,994.50,24.38,38.31
865.41,00:14:25,5.07,411.67,17.41,0.85,14.80,35.95,17.02,994.60,24.38,38.31
868.29,00:14:28,5.51,447.50,20.01,0.77,15.45,34.53,16.80,994.60,24.38,38.29
872.32,00:14:32,7.74,628.33,13.71,1.26,17.38,27.66,16.07,994.40,24.39,38.27
876.27,00:14:36,5.83,473.17,16.50,0.89,14.82,31.32,16.48,994.80,24.38,38.28
882.59,00:14:42,9.45,767.67,12.19,1.61,19.75,25.73,15.81,994.80,24.39,38.31
885.68,00:14:45,6.59,535.17,21.95,0.76,16.79,31.37,16.38,994.80,24.39,38.32
889.18,00:14:49,5.89,478.50,18.64,0.85,15.90,33.23,16.70,994.80,24.40,38.34
893.08,00:14:53,6.22,504.83,18.01,0.89,16.18,32.05,16.58,994.50,24.39,38.33
896.42,00:14:56,5.99,486.17,17.91,0.86,15.45,31.78,16.51,994.70,24.40,38.32
899.17,00:14:59,7.48,607.50,18.12,1.00,18.12,29.83,16.32,994.90,24.40,38.32
902.66,00:15:02,7.10,576.33,17.47,1.00,17.51,30.38,16.40,994.70,24.40,38.31
906.36,00:15:06,5.75,467.00,17.20,0.85,14.75,31.58,16.48,994.60,24.41,38.31
909.53,00:15:09,6.08,493.33,19.45,0.83,16.27,32.98,16.66,994.60,24.41,38.32
911.06,00:15:11,8.99,730.00,23.89,0.88,21.13,28.95,16.10,994.60,24.42,38.31
914.04,00:15:14,9.58,777.50,22.95,0.95,21.83,28.08,15.99,993.80,24.42,38.32
917.93,00:15:17,11.67,948.00,13.73,1.69,23.28,24.56,15.58,994.00,24.43,38.37
921.12,00:15:21,7.01,569.33,21.48,0.75,16.30,28.63,15.93,994.40,24.42,38.39
925.15,00:15:25,13.04,1058.67,13.41,1.88,25.29,23.89,15.47,994.50,24.43,38.48
929.34,00:15:29,9.55,775.17,16.37,1.16,19.15,24.70,15.44,993.70,24.43,38.61
932.42,00:15:32,9.79,795.33,19.78,1.02,20.33,25.56,15.55,993.40,24.43,38.70
935,00:15:35,13.70,1112.83,19.67,1.31,25.79,23.18,15.15,994.50,24.44,38.79
938.31,00:15:38,16.35,1327.50,17.74,1.59,28.29,21.31,14.74,994.20,24.43,38.89
941.39,00:15:41,9.55,775.67,20.98,0.95,20.03,25.82,15.56,993.40,24.44,39.03
944.24,00:15:44,14.33,1163.50,19.28,1.39,26.93,23.15,15.17,994.90,24.44,39.14
951.03,00:15:51,,,8.93,2.18,19.52,,,994.00,24.44,39.42
955.69,00:15:55,18.30,1485.67,12.91,2.19,28.33,19.07,14.13,993.30,24.45,39.57
959.9,00:15:59,16.06,1303.67,14.28,1.93,27.67,21.22,14.78,993.70,24.46,39.86
962.82,00:16:02,12.56,1019.83,20.63,1.17,24.27,23.80,15.24,993.90,24.46,40.13
965.69,00:16:05,14.97,1215.17,20.48,1.37,28.22,23.22,15.18,993.60,24.45,40.30
968.88,00:16:08,17.16,1393.67,18.59,1.62,30.29,21.73,14.86,993.80,24.45,40.48
971.96,00:16:11,15.15,1230.00,19.70,1.44,28.40,23.09,15.17,993.60,24.46,40.69
974.96,00:16:14,16.10,1307.67,20.15,1.49,30.19,23.09,15.18,993.10,24.46,40.86
977.64,00:16:17,17.00,1380.67,22.33,1.41,31.70,22.96,15.13,993.30,24.46,41.02
981.13,00:16:21,15.70,1274.67,17.24,1.64,28.28,22.19,14.99,993.60,24.46,41.20
