Time[s],Type[type],Value[value],Details
-67,DeviceError,184,Error Code: 184
-19.6,DeviceError,197,Error Code: 197
-19.6,DeviceError,122,Breath rejected; segment too short.
-19.6,DeviceError,209,Error Code: 209
-19.4,DeviceError,122,Breath rejected; segment too short.
-19.3,DeviceError,122,Breath rejected; segment too short.
-19.3,DeviceError,209,Error Code: 209
-19.1,DeviceError,209,Error Code: 209
-0.2,DeviceError,168,Error Code: 168
-0.2,DeviceError,168,Error Code: 168
-0.2,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,DeviceError,168,Error Code: 168
0,SessionRecording,0,
2.4,DeviceError,196,Error Code: 196
3.8,SessionPause,3,
3.8,DeviceError,209,Error Code: 209
3.8,DeviceError,209,Error Code: 209
3.8,DeviceError,209,Error Code: 209
3.8,DeviceError,168,Error Code: 168
3.8,DeviceError,168,Error Code: 168
3.8,DeviceError,168,Error Code: 168
3.8,DeviceError,191,Error Code: 191
3.8,DeviceError,209,Error Code: 209
3.8,DeviceError,196,Error Code: 196
3.8,DeviceError,122,Breath rejected; segment too short.
3.8,DeviceError,122,Breath rejected; segment too short.
3.8,SessionRecording,53,
30.2,DeviceError,168,Error Code: 168
301,SessionPause,350,
301,SessionRecording,375,
334.7,DeviceError,168,Error Code: 168
334.8,DeviceError,168,Error Code: 168
335.3,DeviceError,168,Error Code: 168
335.5,DeviceError,168,Error Code: 168
601.3,SessionPause,676,
601.3,DeviceError,209,Error Code: 209
601.3,DeviceError,209,Error Code: 209
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,121,Breath rejected; too jittery.
601.3,DeviceError,197,Error Code: 197
601.3,DeviceError,122,Breath rejected; segment too short.
601.3,DeviceError,168,Error Code: 168
601.3,DeviceError,197,Error Code: 197
601.3,DeviceError,122,Breath rejected; segment too short.
601.3,DeviceError,209,Error Code: 209
601.3,DeviceError,209,Error Code: 209
601.3,SessionRecording,765,
604.6,DeviceError,122,Breath rejected; segment too short.
723.6,DeviceError,197,Error Code: 197
727.8,DeviceError,122,Breath rejected; segment too short.
727.9,DeviceError,209,Error Code: 209
728,DeviceError,122,Breath rejected; segment too short.
732.3,DeviceError,209,Error Code: 209
732.8,DeviceError,196,Error Code: 196
795,DeviceError,122,Breath rejected; segment too short.
799.2,DeviceError,122,Breath rejected; segment too short.
877,DeviceError,209,Error Code: 209
877.8,DeviceError,197,Error Code: 197
885.5,DeviceError,122,Breath rejected; segment too short.
910.1,SessionPause,1074,
910.1,DeviceError,56,Breathing less than valve trigger.
910.1,SessionRecording,1089,
932,DeviceError,56,Breathing less than valve trigger.
944.5,DeviceError,197,Error Code: 197
946.6,DeviceError,209,Error Code: 209
946.7,DeviceError,209,Error Code: 209
951,DeviceError,191,Error Code: 191
975,DeviceError,56,Breathing less than valve trigger.
979.3,DeviceError,197,Error Code: 197
982.7,DeviceError,197,Error Code: 197
1013.1,DeviceError,197,Error Code: 197
1015.2,DeviceError,56,Breathing less than valve trigger.
1031.3,DeviceError,56,Breathing less than valve trigger.
1043.9,DeviceError,56,Breathing less than valve trigger.
1055.6,DeviceError,197,Error Code: 197
1073.4,DeviceError,197,Error Code: 197
1104.8,DeviceError,209,Error Code: 209
1105,DeviceError,196,Error Code: 196
1135.5,DeviceError,197,Error Code: 197
1201,SessionPause,1380,
1201,DeviceError,168,Error Code: 168
1201,DeviceError,168,Error Code: 168
1201,DeviceError,168,Error Code: 168
1201,DeviceError,168,Error Code: 168
1201,DeviceError,209,Error Code: 209
1201,DeviceError,209,Error Code: 209
1201,DeviceError,191,Error Code: 191
1201,SessionRecording,1501,
1255,DeviceError,209,Error Code: 209
1255.1,DeviceError,209,Error Code: 209
1264.3,DeviceError,209,Error Code: 209
1265.4,DeviceError,191,Error Code: 191
1266,DeviceError,209,Error Code: 209
1266.1,DeviceError,209,Error Code: 209
1275,DeviceError,209,Error Code: 209
1276.5,DeviceError,191,Error Code: 191
1285.4,DeviceError,73,Error Code: 73
1301.2,DeviceError,197,Error Code: 197
1326.2,DeviceError,73,Error Code: 73
1360.1,DeviceError,209,Error Code: 209
1363,DeviceError,73,Error Code: 73
1366.6,DeviceError,73,Error Code: 73
1376.9,DeviceError,73,Error Code: 73
1381.4,DeviceError,73,Error Code: 73
1383.5,DeviceError,73,Error Code: 73
1395.3,DeviceError,73,Error Code: 73
1401.9,DeviceError,73,Error Code: 73
1405.8,DeviceError,73,Error Code: 73
1412,DeviceError,73,Error Code: 73
1416.6,DeviceError,52,User piece too small.
1416.6,DeviceError,73,Error Code: 73
1423.2,DeviceError,73,Error Code: 73
1425.6,DeviceError,73,Error Code: 73
1432.1,DeviceError,209,Error Code: 209
1433.1,DeviceError,191,Error Code: 191
1451.5,DeviceError,209,Error Code: 209
1458.5,DeviceError,73,Error Code: 73
1460.5,DeviceError,73,Error Code: 73
1465,DeviceError,73,Error Code: 73
1470.9,DeviceError,73,Error Code: 73
1472.8,DeviceError,73,Error Code: 73
1476.8,DeviceError,73,Error Code: 73
1479.1,DeviceError,73,Error Code: 73
1483.4,DeviceError,73,Error Code: 73
1491.6,DeviceError,73,Error Code: 73
1493.7,DeviceError,73,Error Code: 73
1499.5,SessionPause,1800,
1499.5,DeviceError,73,Error Code: 73
1499.5,DeviceError,209,Error Code: 209
1499.5,DeviceError,209,Error Code: 209
1499.5,DeviceError,191,Error Code: 191
1499.5,DeviceError,209,Error Code: 209
1499.5,DeviceError,122,Breath rejected; segment too short.
1499.5,DeviceError,196,Error Code: 196
1499.5,DeviceError,209,Error Code: 209
1499.5,DeviceError,191,Error Code: 191
1499.5,DeviceError,197,Error Code: 197
1499.5,DeviceError,209,Error Code: 209
1499.5,DeviceError,209,Error Code: 209
1499.5,DeviceError,197,Error Code: 197
1499.5,SessionRecording,1881,
