Time[s],Type[type],Value[value],Details
1506.4,DeviceError,73,Error Code: 73
1522.3,DeviceError,73,Error Code: 73
1527.7,DeviceError,73,Error Code: 73
1528.2,DeviceError,197,Error Code: 197
1532.3,DeviceError,73,Error Code: 73
1543,DeviceError,73,Error Code: 73
1545.4,DeviceError,73,Error Code: 73
1547.4,DeviceError,52,User piece too small.
1549.1,DeviceError,73,Error Code: 73
1552.9,DeviceError,73,Error Code: 73
1554.7,DeviceError,73,Error Code: 73
1559.9,DeviceError,73,Error Code: 73
1561.6,DeviceError,73,Error Code: 73
1563.1,DeviceError,73,Error Code: 73
1565,DeviceError,73,Error Code: 73
1566.8,DeviceError,73,Error Code: 73
1568.6,DeviceError,52,User piece too small.
1568.7,DeviceError,73,Error Code: 73
1570.2,DeviceError,73,Error Code: 73
1572.3,DeviceError,73,Error Code: 73
1574.3,DeviceError,52,User piece too small.
1574.3,DeviceError,73,Error Code: 73
1576.3,DeviceError,73,Error Code: 73
1578.2,DeviceError,73,Error Code: 73
1580.1,DeviceError,52,User piece too small.
1580.2,DeviceError,73,Error Code: 73
1582.1,DeviceError,73,Error Code: 73
1584,DeviceError,73,Error Code: 73
1586,DeviceError,52,User piece too small.
1586,DeviceError,73,Error Code: 73
1588,DeviceError,73,Error Code: 73
1590.2,DeviceError,73,Error Code: 73
1591.9,DeviceError,52,User piece too small.
1592,DeviceError,73,Error Code: 73
1593.9,DeviceError,73,Error Code: 73
1596.2,DeviceError,73,Error Code: 73
1598.3,DeviceError,52,User piece too small.
1598.3,DeviceError,73,Error Code: 73
1600.4,DeviceError,73,Error Code: 73
1602.8,DeviceError,73,Error Code: 73
1604.8,DeviceError,52,User piece too small.
1604.8,DeviceError,73,Error Code: 73
1607.3,DeviceError,73,Error Code: 73
1609.4,DeviceError,73,Error Code: 73
1611.5,DeviceError,52,User piece too small.
1611.5,DeviceError,73,Error Code: 73
1613.8,DeviceError,73,Error Code: 73
1616.1,DeviceError,73,Error Code: 73
1621.8,DeviceError,73,Error Code: 73
1623.6,DeviceError,52,User piece too small.
1623.7,DeviceError,73,Error Code: 73
1625.5,DeviceError,73,Error Code: 73
1627.2,DeviceError,73,Error Code: 73
1629,DeviceError,52,User piece too small.
1629,DeviceError,73,Error Code: 73
1630.6,DeviceError,73,Error Code: 73
1632.2,DeviceError,73,Error Code: 73
1633.9,DeviceError,52,User piece too small.
1633.9,DeviceError,73,Error Code: 73
1635.5,DeviceError,73,Error Code: 73
1637.5,DeviceError,73,Error Code: 73
1639.1,DeviceError,52,User piece too small.
1639.1,DeviceError,73,Error Code: 73
1641,DeviceError,73,Error Code: 73
1642.3,DeviceError,73,Error Code: 73
1644.3,DeviceError,52,User piece too small.
1644.3,DeviceError,73,Error Code: 73
1645.6,DeviceError,73,Error Code: 73
1647.3,DeviceError,73,Error Code: 73
1649,DeviceError,52,User piece too small.
1649.1,DeviceError,73,Error Code: 73
1650.7,DeviceError,73,Error Code: 73
1652.5,DeviceError,73,Error Code: 73
1652.9,DeviceError,197,Error Code: 197
1653,DeviceError,209,Error Code: 209
1653.1,DeviceError,122,Breath rejected; segment too short.
1654.7,DeviceError,73,Error Code: 73
1656.4,DeviceError,73,Error Code: 73
1658,DeviceError,52,User piece too small.
1658,DeviceError,73,Error Code: 73
1659.6,DeviceError,73,Error Code: 73
1661.1,DeviceError,73,Error Code: 73
1662.3,DeviceError,52,User piece too small.
1662.3,DeviceError,73,Error Code: 73
1663.9,DeviceError,73,Error Code: 73
1667.2,DeviceError,52,User piece too small.
1667.3,DeviceError,73,Error Code: 73
1668.8,DeviceError,73,Error Code: 73
1670.4,DeviceError,73,Error Code: 73
1671.9,DeviceError,52,User piece too small.
1671.9,DeviceError,73,Error Code: 73
1673.8,DeviceError,73,Error Code: 73
1675.6,DeviceError,73,Error Code: 73
1677.2,DeviceError,52,User piece too small.
1677.2,DeviceError,73,Error Code: 73
1678.7,DeviceError,73,Error Code: 73
1680.3,DeviceError,73,Error Code: 73
1681.9,DeviceError,52,User piece too small.
1681.9,DeviceError,73,Error Code: 73
1683.7,DeviceError,73,Error Code: 73
1685.3,DeviceError,73,Error Code: 73
1686.7,DeviceError,52,User piece too small.
1686.7,DeviceError,73,Error Code: 73
1688.2,DeviceError,73,Error Code: 73
1689.9,DeviceError,73,Error Code: 73
1691.4,DeviceError,52,User piece too small.
1691.4,DeviceError,73,Error Code: 73
1693.1,DeviceError,73,Error Code: 73
1694.8,DeviceError,73,Error Code: 73
1696.3,DeviceError,52,User piece too small.
1696.3,DeviceError,73,Error Code: 73
1697.9,DeviceError,73,Error Code: 73
1699.6,DeviceError,73,Error Code: 73
1701,DeviceError,52,User piece too small.
1701,DeviceError,73,Error Code: 73
1704.3,DeviceError,73,Error Code: 73
1705.7,DeviceError,73,Error Code: 73
1707.1,DeviceError,52,User piece too small.
1707.1,DeviceError,73,Error Code: 73
1708.8,DeviceError,73,Error Code: 73
1710.3,DeviceError,73,Error Code: 73
1712,DeviceError,52,User piece too small.
1712,DeviceError,73,Error Code: 73
1713.5,DeviceError,73,Error Code: 73
1715.1,DeviceError,73,Error Code: 73
1716.7,DeviceError,52,User piece too small.
1716.7,DeviceError,73,Error Code: 73
1718.1,DeviceError,73,Error Code: 73
1719.5,DeviceError,73,Error Code: 73
1721.7,DeviceError,168,Error Code: 168
1721.9,DeviceError,52,User piece too small.
1723.4,DeviceError,73,Error Code: 73
1725.2,DeviceError,73,Error Code: 73
1726.6,DeviceError,52,User piece too small.
1726.7,DeviceError,73,Error Code: 73
1728.4,DeviceError,73,Error Code: 73
1729.7,DeviceError,73,Error Code: 73
1731,DeviceError,52,User piece too small.
1731,DeviceError,73,Error Code: 73
1732.8,DeviceError,73,Error Code: 73
1734.4,DeviceError,73,Error Code: 73
1735.9,DeviceError,52,User piece too small.
1735.9,DeviceError,73,Error Code: 73
1737.7,DeviceError,73,Error Code: 73
1739.3,DeviceError,73,Error Code: 73
1741.3,DeviceError,52,User piece too small.
1741.3,DeviceError,73,Error Code: 73
1743.1,DeviceError,73,Error Code: 73
1745,DeviceError,73,Error Code: 73
1746.3,DeviceError,52,User piece too small.
1746.3,DeviceError,73,Error Code: 73
1748.1,DeviceError,73,Error Code: 73
1749.5,DeviceError,73,Error Code: 73
1751,DeviceError,52,User piece too small.
1751.2,DeviceError,73,Error Code: 73
1752.7,DeviceError,73,Error Code: 73
1754.3,DeviceError,73,Error Code: 73
1755.9,DeviceError,52,User piece too small.
1755.9,DeviceError,73,Error Code: 73
1757.4,DeviceError,73,Error Code: 73
1758.8,DeviceError,73,Error Code: 73
1760.3,DeviceError,52,User piece too small.
1760.3,DeviceError,73,Error Code: 73
1761.8,DeviceError,73,Error Code: 73
1763.2,DeviceError,73,Error Code: 73
1764.6,DeviceError,52,User piece too small.
1764.6,DeviceError,73,Error Code: 73
1766.4,DeviceError,73,Error Code: 73
1767.7,DeviceError,73,Error Code: 73
1768.9,DeviceError,52,User piece too small.
1768.9,DeviceError,73,Error Code: 73
1770.8,DeviceError,73,Error Code: 73
1772.8,DeviceError,73,Error Code: 73
1774.5,DeviceError,52,User piece too small.
1774.5,DeviceError,73,Error Code: 73
1776.3,DeviceError,73,Error Code: 73
1777.8,DeviceError,73,Error Code: 73
1779.5,DeviceError,52,User piece too small.
1779.5,DeviceError,73,Error Code: 73
1781.2,DeviceError,73,Error Code: 73
1782.6,DeviceError,73,Error Code: 73
1784.3,DeviceError,52,User piece too small.
1784.4,DeviceError,73,Error Code: 73
1785.9,DeviceError,73,Error Code: 73
1787.4,DeviceError,73,Error Code: 73
1790.6,DeviceError,73,Error Code: 73
1792.3,DeviceError,73,Error Code: 73
1882.1,SessionComplete,0,
