1638550664.000000, IBI
16.812500,0.656250
17.468750,0.656250
18.140625,0.671875
18.812500,0.671875
19.468750,0.656250
20.156250,0.687500
20.875000,0.718750
21.625000,0.750000
22.328125,0.703125
28.015625,0.625000
59.890625,0.593750
60.468750,0.578125
61.078125,0.609375
61.671875,0.593750
62.265625,0.593750
70.265625,0.656250
70.890625,0.625000
71.515625,0.625000
72.140625,0.625000
72.781250,0.640625
73.453125,0.671875
74.093750,0.640625
74.718750,0.625000
75.343750,0.625000
76.000000,0.656250
76.671875,0.671875
77.343750,0.671875
78.000000,0.656250
78.625000,0.625000
79.265625,0.640625
79.890625,0.625000
80.531250,0.640625
81.125000,0.593750
81.750000,0.625000
82.390625,0.640625
83.046875,0.656250
83.703125,0.656250
84.296875,0.593750
84.921875,0.625000
85.531250,0.609375
86.156250,0.625000
86.781250,0.625000
87.390625,0.609375
88.000000,0.609375
88.625000,0.625000
89.265625,0.640625
89.937500,0.671875
90.578125,0.640625
91.187500,0.609375
91.781250,0.593750
92.406250,0.625000
93.046875,0.640625
93.718750,0.671875
94.359375,0.640625
94.984375,0.625000
95.640625,0.656250
96.328125,0.687500
97.031250,0.703125
97.687500,0.656250
98.312500,0.625000
98.921875,0.609375
99.578125,0.656250
100.312500,0.734375
101.062500,0.750000
101.796875,0.734375
102.500000,0.703125
103.250000,0.750000
104.015625,0.765625
104.781250,0.765625
105.453125,0.671875
106.125000,0.671875
106.812500,0.687500
107.500000,0.687500
108.234375,0.734375
108.921875,0.687500
109.578125,0.656250
110.234375,0.656250
110.953125,0.718750
111.703125,0.750000
112.421875,0.718750
113.078125,0.656250
113.765625,0.687500
114.468750,0.703125
115.203125,0.734375
115.890625,0.687500
116.546875,0.656250
117.375000,0.828125
118.031250,0.656250
118.687500,0.656250
119.375000,0.687500
120.031250,0.656250
120.687500,0.656250
121.375000,0.687500
122.093750,0.718750
122.812500,0.718750
123.468750,0.656250
124.109375,0.640625
124.765625,0.656250
125.437500,0.671875
126.140625,0.703125
126.812500,0.671875
127.453125,0.640625
128.109375,0.656250
128.796875,0.687500
129.500000,0.703125
130.171875,0.671875
130.812500,0.640625
131.484375,0.671875
132.187500,0.703125
132.890625,0.703125
133.546875,0.656250
134.203125,0.656250
134.875000,0.671875
135.546875,0.671875
136.234375,0.687500
136.921875,0.687500
137.546875,0.625000
138.187500,0.640625
138.843750,0.656250
139.515625,0.671875
140.171875,0.656250
140.796875,0.625000
141.453125,0.656250
142.125000,0.671875
142.843750,0.718750
143.531250,0.687500
144.187500,0.656250
144.828125,0.640625
145.500000,0.671875
146.171875,0.671875
146.843750,0.671875
147.484375,0.640625
148.125000,0.640625
148.796875,0.671875
149.500000,0.703125
150.187500,0.687500
150.828125,0.640625
151.484375,0.656250
152.156250,0.671875
152.843750,0.687500
153.515625,0.671875
154.171875,0.656250
154.812500,0.640625
155.468750,0.656250
156.156250,0.687500
156.812500,0.656250
157.437500,0.625000
158.046875,0.609375
158.671875,0.625000
159.312500,0.640625
159.953125,0.640625
160.578125,0.625000
161.187500,0.609375
161.828125,0.640625
162.484375,0.656250
163.140625,0.656250
163.750000,0.609375
164.375000,0.625000
165.015625,0.640625
165.687500,0.671875
166.343750,0.656250
166.968750,0.625000
167.578125,0.609375
168.187500,0.609375
168.796875,0.609375
169.421875,0.625000
170.015625,0.593750
170.609375,0.593750
171.234375,0.625000
171.921875,0.687500
172.640625,0.718750
173.296875,0.656250
173.937500,0.640625
174.593750,0.656250
175.437500,0.843750
176.109375,0.671875
176.734375,0.625000
177.359375,0.625000
178.000000,0.640625
178.671875,0.671875
179.343750,0.671875
179.968750,0.625000
180.578125,0.609375
181.203125,0.625000
181.859375,0.656250
182.515625,0.656250
183.156250,0.640625
183.796875,0.640625
184.437500,0.640625
185.093750,0.656250
185.765625,0.671875
186.406250,0.640625
187.015625,0.609375
187.625000,0.609375
188.265625,0.640625
188.953125,0.687500
189.625000,0.671875
190.250000,0.625000
190.843750,0.593750
191.421875,0.578125
191.984375,0.562500
192.625000,0.640625
193.296875,0.671875
194.031250,0.734375
194.750000,0.718750
195.406250,0.656250
196.078125,0.671875
196.734375,0.656250
197.421875,0.687500
198.078125,0.656250
198.687500,0.609375
199.312500,0.625000
199.953125,0.640625
200.625000,0.671875
201.312500,0.687500
202.000000,0.687500
202.656250,0.656250
203.296875,0.640625
203.968750,0.671875
204.640625,0.671875
205.312500,0.671875
205.937500,0.625000
206.546875,0.609375
207.187500,0.640625
207.859375,0.671875
208.562500,0.703125
209.281250,0.718750
209.984375,0.703125
210.718750,0.734375
211.468750,0.750000
