Time[s],Type[type],Value[value],Details
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,56,Breathing less than valve trigger.
600.7,DeviceError,191,Error Code: 191
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,122,Breath rejected; segment too short.
600.7,DeviceError,122,Breath rejected; segment too short.
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,122,Breath rejected; segment too short.
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,122,Breath rejected; segment too short.
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,197,Error Code: 197
600.7,DeviceError,168,Error Code: 168
600.7,DeviceError,209,Error Code: 209
600.7,DeviceError,122,Breath rejected; segment too short.
600.7,DeviceError,168,Error Code: 168
600.7,SessionRecording,722,
608.3,DeviceError,197,Error Code: 197
848.1,DeviceError,197,Error Code: 197
848.3,DeviceError,122,Breath rejected; segment too short.
901.3,SessionPause,1023,
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,122,Breath rejected; segment too short.
901.3,DeviceError,196,Error Code: 196
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,122,Breath rejected; segment too short.
901.3,DeviceError,122,Breath rejected; segment too short.
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,191,Error Code: 191
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,191,Error Code: 191
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,122,Breath rejected; segment too short.
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,122,Breath rejected; segment too short.
901.3,DeviceError,122,Breath rejected; segment too short.
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,191,Error Code: 191
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,191,Error Code: 191
901.3,DeviceError,197,Error Code: 197
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,168,Error Code: 168
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,DeviceError,209,Error Code: 209
901.3,SessionRecording,1067,
974.3,DeviceError,209,Error Code: 209
1201.4,SessionPause,1367,
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,122,Breath rejected; segment too short.
1201.4,DeviceError,122,Breath rejected; segment too short.
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,168,Error Code: 168
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,191,Error Code: 191
1201.4,DeviceError,56,Breathing less than valve trigger.
1201.4,DeviceError,209,Error Code: 209
1201.4,DeviceError,209,Error Code: 209
1201.4,SessionRecording,1433,
1207.9,DeviceError,209,Error Code: 209
1231.3,DeviceError,209,Error Code: 209
1232.6,DeviceError,191,Error Code: 191
1247.1,DeviceError,209,Error Code: 209
1329.4,DeviceError,209,Error Code: 209
1329.5,DeviceError,209,Error Code: 209
1352.5,DeviceError,209,Error Code: 209
1382.2,DeviceError,209,Error Code: 209
1383.2,DeviceError,191,Error Code: 191
1436,DeviceError,209,Error Code: 209
1436.9,DeviceError,191,Error Code: 191
1446.4,DeviceError,209,Error Code: 209
1446.5,DeviceError,209,Error Code: 209
1446.5,DeviceError,209,Error Code: 209
1447.9,DeviceError,191,Error Code: 191
1467.5,SessionPause,1699,
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,191,Error Code: 191
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,197,Error Code: 197
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,191,Error Code: 191
1467.5,DeviceError,122,Breath rejected; segment too short.
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,122,Breath rejected; segment too short.
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,168,Error Code: 168
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,191,Error Code: 191
1467.5,DeviceError,209,Error Code: 209
1467.5,DeviceError,191,Error Code: 191
1467.5,SessionRecording,1776,
1481.2,DeviceError,168,Error Code: 168
1620.5,DeviceError,209,Error Code: 209
1622,DeviceError,191,Error Code: 191
1652.8,DeviceError,209,Error Code: 209
1653.7,DeviceError,191,Error Code: 191
1664.3,DeviceError,209,Error Code: 209
1702.2,DeviceError,209,Error Code: 209
1702.2,DeviceError,209,Error Code: 209
1703.6,DeviceError,191,Error Code: 191
1764.4,DeviceError,209,Error Code: 209
1764.4,DeviceError,209,Error Code: 209
1764.4,DeviceError,209,Error Code: 209
1764.4,DeviceError,209,Error Code: 209
1764.4,DeviceError,168,Error Code: 168
1764.4,SessionComplete,0,
