Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
172.57,00:02:52,1.87,186.67,15.97,0.38,6.11,32.73,15.84,1014.10,23.81,35.76
176.27,00:02:56,2.19,218.67,14.99,0.46,6.99,31.97,16.05,1014.10,23.82,35.75
180.29,00:03:00,1.87,186.67,16.10,0.36,5.84,31.29,15.49,1014.20,23.81,35.76
183.68,00:03:03,1.33,132.17,17.17,0.27,4.67,35.33,15.33,1014.10,23.81,35.77
187.38,00:03:07,1.63,163.00,14.30,0.36,5.20,31.90,15.59,1014.10,23.82,35.76
192.1,00:03:12,1.85,184.00,14.67,0.39,5.81,31.58,15.72,1014.10,23.81,35.77
196.91,00:03:16,1.27,126.83,11.66,0.34,4.01,31.62,15.42,1014.00,23.82,35.77
199.27,00:03:19,3.18,317.00,21.28,0.56,12.01,37.89,17.01,1014.00,23.81,35.80
203.47,00:03:23,1.94,193.33,15.57,0.37,5.86,30.31,15.40,1014.10,23.81,35.76
208.09,00:03:28,1.57,157.00,15.25,0.32,4.91,31.27,15.19,1014.10,23.81,35.75
212.5,00:03:32,1.33,132.17,12.64,0.33,4.17,31.55,15.31,1014.10,23.81,35.74
215.8,00:03:35,1.48,147.83,14.15,0.33,4.75,32.13,15.45,1014.10,23.81,35.75
222.18,00:03:42,2.16,215.50,10.15,0.71,7.25,33.64,16.73,1014.10,23.81,35.73
226.6,00:03:46,1.87,186.67,15.49,0.37,5.77,30.91,15.47,1014.10,23.81,35.68
230.79,00:03:50,1.72,171.50,14.05,0.37,5.27,30.73,15.46,1014.00,23.81,35.68
235.41,00:03:55,1.80,179.17,12.42,0.44,5.50,30.70,15.76,1014.10,23.81,35.66
239.92,00:03:59,1.32,131.50,11.66,0.35,4.13,31.41,15.46,1014.10,23.81,35.64
245.17,00:04:05,2.14,213.00,11.77,0.57,6.80,31.92,16.31,1014.10,23.81,35.63
250.02,00:04:10,1.96,195.33,11.96,0.49,5.87,30.05,15.82,1014.00,23.81,35.61
254.65,00:04:14,1.57,156.83,13.00,0.37,4.85,30.93,15.48,1014.10,23.81,35.57
263.57,00:04:23,1.05,104.83,10.88,0.31,3.45,32.91,15.42,1014.10,23.81,35.55
268.6,00:04:28,1.14,113.17,13.50,0.29,3.91,34.55,15.43,1014.10,23.81,35.56
277.95,00:04:37,3.57,355.83,9.86,1.40,13.83,38.87,17.58,1014.00,23.81,35.50
282.59,00:04:42,1.04,103.83,13.99,0.26,3.71,35.73,15.30,1014.10,23.81,35.34
287.84,00:04:47,1.37,136.50,14.10,0.31,4.43,32.45,15.33,1014.10,23.81,35.26
291.63,00:04:51,1.23,122.17,13.09,0.31,4.12,33.72,15.53,1014.10,23.81,35.21
296.43,00:04:56,1.26,126.00,11.10,0.36,4.06,32.22,15.66,1014.10,23.81,35.20
309.57,00:05:09,,,6.95,0.75,5.23,,,1013.90,23.81,35.24
313.46,00:05:13,1.31,131.00,17.73,0.26,4.61,35.19,15.15,1014.00,23.81,35.23
319.38,00:05:19,1.39,138.83,8.99,0.42,3.83,27.59,15.12,1014.00,23.81,35.26
324.49,00:05:24,1.74,173.00,15.24,0.33,5.05,29.19,14.85,1014.00,23.81,35.27
328.61,00:05:28,2.41,240.33,14.56,0.43,6.36,26.46,14.91,1014.00,23.81,35.28
332.85,00:05:32,2.47,246.33,13.04,0.53,7.01,28.46,15.65,1014.00,23.81,35.28
336.3,00:05:36,2.06,205.50,14.56,0.40,5.83,28.37,15.15,1014.00,23.81,35.27
341.53,00:05:41,1.96,195.83,14.69,0.37,5.58,28.49,15.06,1014.00,23.81,35.25
345.22,00:05:45,1.69,168.00,12.01,0.39,4.75,28.27,15.11,1014.10,23.81,35.23
350.75,00:05:50,1.38,137.83,11.97,0.33,4.04,29.31,14.93,1014.00,23.82,35.21
355.67,00:05:55,1.74,173.83,12.46,0.40,5.05,29.05,15.31,1014.00,23.81,35.19
360.3,00:06:00,2.14,213.67,11.84,0.53,6.28,29.39,15.80,1014.10,23.81,35.18
364.92,00:06:04,2.32,231.00,14.51,0.49,7.23,31.30,16.04,1014.00,23.81,35.16
368.61,00:06:08,1.83,182.50,14.22,0.38,5.44,29.81,15.34,1014.00,23.81,35.09
373.99,00:06:13,1.87,186.50,13.57,0.40,5.49,29.44,15.38,1014.00,23.82,35.06
378.05,00:06:18,1.70,169.00,15.46,0.33,5.21,30.83,15.22,1014.00,23.82,35.02
382.75,00:06:22,1.31,130.17,12.15,0.33,4.02,30.88,15.19,1014.00,23.82,34.99
387.62,00:06:27,1.16,115.33,10.14,0.35,3.55,30.78,15.32,1014.00,23.81,34.99
393,00:06:33,1.95,194.83,12.19,0.48,5.93,30.44,15.87,1014.00,23.81,34.96
397.62,00:06:37,1.40,139.50,11.94,0.35,4.20,30.11,15.20,1014.00,23.81,34.94
401.9,00:06:41,2.25,224.50,13.69,0.52,7.18,31.98,16.20,1014.00,23.81,34.91
406.01,00:06:46,1.16,115.83,15.89,0.25,4.09,35.31,15.14,1014.10,23.81,34.87
410.21,00:06:50,1.93,192.83,14.08,0.41,5.87,30.44,15.62,1014.10,23.81,34.84
416.58,00:06:56,1.14,113.83,9.24,0.37,3.48,30.57,15.45,1014.00,23.81,34.79
422.74,00:07:02,1.74,173.50,9.66,0.54,5.21,30.03,15.94,1014.00,23.81,34.76
428.27,00:07:08,1.85,184.67,10.80,0.51,5.54,30.00,15.86,1014.10,23.82,34.73
434.45,00:07:14,1.36,135.33,10.36,0.38,4.01,29.63,15.33,1014.10,23.81,34.69
439.67,00:07:19,1.13,113.00,10.93,0.32,3.60,31.86,15.36,1014.00,23.82,34.69
444.49,00:07:24,2.07,206.83,13.25,0.48,6.44,31.14,15.98,1014.00,23.81,34.68
451.15,00:07:31,1.31,131.00,8.48,0.42,3.64,27.79,15.17,1013.90,23.81,34.67
458.41,00:07:38,1.40,140.00,8.29,0.46,3.82,27.29,15.20,1014.00,23.81,34.62
464.72,00:07:44,2.23,222.67,9.56,0.70,6.71,30.13,16.22,1014.00,23.81,34.58
470.39,00:07:50,2.13,212.00,11.46,0.53,6.10,28.77,15.69,1014.00,23.81,34.53
476.68,00:07:56,1.46,146.00,9.03,0.44,4.03,27.60,15.20,1014.00,23.82,34.50
482.45,00:08:02,2.02,201.67,10.40,0.55,5.76,28.56,15.71,1014.00,23.82,34.47
488.21,00:08:08,2.29,228.67,10.54,0.69,7.29,31.88,16.47,1014.00,23.82,34.40
493.76,00:08:13,1.51,150.33,11.82,0.37,4.42,29.40,15.20,1014.00,23.82,34.33
499.89,00:08:19,1.10,109.33,8.79,0.37,3.26,29.82,15.28,1014.00,23.82,34.29
505.4,00:08:25,1.39,138.67,11.51,0.36,4.19,30.22,15.30,1014.00,23.82,34.27
511.53,00:08:31,1.35,134.67,9.35,0.41,3.89,28.89,15.33,1014.00,23.83,34.27
516.14,00:08:36,1.47,146.17,12.83,0.34,4.42,30.24,15.16,1014.00,23.83,34.27
520.16,00:08:40,2.97,296.33,20.47,0.44,9.04,30.51,15.73,1014.10,23.82,34.25
527.36,00:08:47,,,7.27,0.33,2.45,,,1014.00,23.83,34.21
533.74,00:08:53,,,9.53,0.31,3.04,,,1014.00,23.83,34.17
540.31,00:09:00,1.74,173.00,9.78,0.46,4.53,26.18,14.96,1014.00,23.82,34.17
546.17,00:09:06,2.25,224.33,11.22,0.52,5.87,26.17,15.15,1014.00,23.83,34.16
549.99,00:09:09,2.25,224.17,13.23,0.43,5.79,25.83,14.77,1014.00,23.83,34.13
555.13,00:09:15,1.02,101.67,11.94,0.26,3.17,31.18,14.48,1014.00,23.84,34.08
561.08,00:09:21,2.00,199.33,10.32,0.51,5.35,26.84,15.28,1014.00,23.83,34.06
567.18,00:09:27,1.54,153.17,9.49,0.43,4.13,26.96,15.02,1014.00,23.83,34.03
572.65,00:09:32,2.35,234.00,12.31,0.53,6.62,28.29,15.62,1014.00,23.84,33.99
578.31,00:09:38,1.60,159.83,11.43,0.37,4.31,26.97,14.72,1013.90,23.84,33.96
583.4,00:09:43,1.76,175.50,9.80,0.49,4.82,27.46,15.33,1014.00,23.84,33.94
588.51,00:09:48,1.31,130.50,11.02,0.34,3.81,29.20,14.97,1014.00,23.84,33.89
594.7,00:09:54,1.36,135.17,9.56,0.40,3.82,28.26,15.13,1013.90,23.84,33.86
600.94,00:10:00,2.16,215.17,10.15,0.60,6.18,28.72,15.85,1014.00,23.84,33.83
604.08,00:10:04,,,20.45,0.33,6.84,,,1014.00,23.86,32.86
606.65,00:10:06,4.04,403.00,21.46,0.50,10.80,26.80,15.23,1013.90,23.86,32.84
609.31,00:10:09,4.08,406.67,24.95,0.41,10.28,25.28,14.51,1013.90,23.86,32.80
611.59,00:10:11,4.19,417.83,25.62,0.43,11.10,26.57,14.92,1014.00,23.86,32.74
614.47,00:10:14,3.66,364.67,21.65,0.46,10.14,27.81,15.32,1013.90,23.86,32.68
617.74,00:10:17,2.54,253.00,23.43,0.29,6.97,27.55,14.12,1014.00,23.86,32.62
618.87,00:10:18,3.28,326.67,25.21,0.34,8.77,26.85,14.47,1013.90,23.86,32.57
621.45,00:10:21,3.39,337.67,25.28,0.36,9.31,27.57,14.78,1013.90,23.86,32.55
624.24,00:10:24,3.51,350.33,25.68,0.37,9.64,27.52,14.82,1013.90,23.86,32.49
626.39,00:10:26,3.87,386.33,25.67,0.43,11.22,29.04,15.45,1013.80,23.86,32.46
631.68,00:10:31,2.57,255.83,10.05,0.62,6.33,24.74,15.07,1013.70,23.86,32.39
635.24,00:10:35,3.31,330.33,18.32,0.43,7.94,24.04,14.28,1014.00,23.86,32.34
640.93,00:10:40,2.79,277.67,10.37,0.68,7.10,25.57,15.35,1013.70,23.87,32.27
643.93,00:10:43,3.57,355.83,24.61,0.38,9.53,26.78,14.73,1013.90,23.86,32.24
647.45,00:10:47,2.49,248.33,22.33,0.29,6.62,26.66,13.88,1014.00,23.86,32.22
649.32,00:10:49,3.20,319.50,20.23,0.40,8.18,25.60,14.54,1014.00,23.87,32.20
651.95,00:10:51,3.64,362.67,24.82,0.39,9.87,27.21,14.88,1014.00,23.87,32.18
654.73,00:10:54,3.29,328.17,22.76,0.39,8.96,27.30,14.89,1013.90,23.87,32.16
657.36,00:10:57,3.00,298.67,23.98,0.34,8.23,27.56,14.60,1014.00,23.87,32.13
661.4,00:11:01,1.88,187.50,13.67,0.35,4.89,26.08,14.35,1013.90,23.87,32.09
663.4,00:11:03,4.20,418.50,23.47,0.54,12.69,30.32,15.98,1014.00,23.87,32.09
666.68,00:11:06,3.72,370.83,22.02,0.48,10.64,28.69,15.55,1013.90,23.87,32.07
671.26,00:11:11,3.01,299.83,16.09,0.51,8.22,27.42,15.37,1013.80,23.87,31.98
673.41,00:11:13,3.68,366.67,20.22,0.53,10.89,29.70,15.88,1013.90,23.87,31.95
676.2,00:11:16,2.74,273.67,21.24,0.35,7.48,27.33,14.62,1014.00,23.88,31.91
681.09,00:11:21,3.30,329.33,26.44,0.35,9.46,28.72,14.96,1013.80,23.88,31.86
685.03,00:11:25,2.33,232.00,16.87,0.35,6.05,26.08,14.37,1013.50,23.88,31.80
686.38,00:11:26,4.57,455.33,24.93,0.53,13.45,29.54,15.85,1013.80,23.87,31.81
690.17,00:11:30,2.99,297.83,22.37,0.34,7.62,25.59,14.08,1013.90,23.88,31.76
691.92,00:11:31,5.00,498.67,19.93,0.75,14.98,30.04,16.26,1014.00,23.88,31.73
695.75,00:11:35,3.48,346.50,21.71,0.45,9.89,28.54,15.42,1013.80,23.88,31.66
698.23,00:11:38,3.30,329.33,20.52,0.47,9.68,29.39,15.64,1013.90,23.88,31.58
701.14,00:11:41,3.30,329.50,22.62,0.45,10.27,31.17,15.88,1014.00,23.88,31.54
703.49,00:11:43,3.37,335.67,26.57,0.39,10.53,31.37,15.68,1013.80,23.88,31.50
708.09,00:11:48,2.56,254.83,12.20,0.62,7.57,29.71,16.03,1013.90,23.88,31.43
710.95,00:11:50,3.45,344.17,22.80,0.47,10.91,31.70,16.04,1013.90,23.88,31.37
713.63,00:11:53,3.44,343.17,20.86,0.51,10.67,31.09,16.04,1013.90,23.88,31.35
716.46,00:11:56,3.38,337.33,22.26,0.45,10.07,29.85,15.66,1014.00,23.89,31.30
721.4,00:12:01,3.86,385.17,11.18,1.17,13.17,34.19,17.06,1013.70,23.88,31.18
726.33,00:12:06,3.11,309.83,12.22,0.89,10.91,35.21,17.05,1013.80,23.89,31.06
730.74,00:12:10,3.68,367.33,13.35,0.96,12.95,35.25,17.09,1014.10,23.89,30.93
739.8,00:12:19,2.10,209.67,11.58,0.47,5.48,26.14,14.99,1014.00,23.89,30.80
748.05,00:12:28,2.46,245.67,12.90,0.48,6.29,25.60,14.92,1013.80,23.90,30.78
750.93,00:12:30,2.69,268.50,20.61,0.34,7.19,26.78,14.46,1014.00,23.90,30.79
757.5,00:12:37,3.14,313.33,22.50,0.36,8.15,26.01,14.37,1014.00,23.90,30.80
760.59,00:12:40,2.09,208.50,21.80,0.27,5.91,28.35,13.94,1014.00,23.90,30.81
762.23,00:12:42,3.91,389.67,25.99,0.40,10.64,27.31,14.97,1014.00,23.90,30.80
765,00:12:45,3.27,326.17,27.42,0.31,8.65,26.52,14.08,1014.00,23.91,30.81
766.84,00:12:46,3.84,383.33,22.71,0.46,10.61,27.68,15.29,1013.80,23.90,30.80
769.63,00:12:49,4.20,418.67,23.79,0.53,12.78,30.53,16.01,1013.90,23.91,30.80
772.4,00:12:52,3.10,308.67,26.03,0.33,8.61,27.89,14.57,1013.90,23.91,30.76
774.24,00:12:54,3.27,325.83,22.17,0.42,9.45,29.00,15.39,1014.00,23.91,30.72
779.85,00:12:59,2.18,217.67,11.57,0.52,6.03,27.70,15.46,1013.90,23.91,30.66
783.05,00:13:03,2.73,271.83,23.42,0.34,7.98,29.36,14.96,1013.90,23.91,30.63
785.41,00:13:05,3.42,340.50,23.91,0.42,10.25,30.10,15.61,1013.80,23.91,30.61
788.6,00:13:08,2.32,231.50,21.47,0.30,6.58,28.42,14.45,1014.00,23.91,30.61
793.33,00:13:13,2.55,254.67,12.06,0.54,6.57,25.80,15.12,1013.70,23.91,30.60
795.29,00:13:15,3.71,370.33,24.36,0.42,10.47,28.27,15.26,1013.90,23.91,30.56
798.35,00:13:18,2.33,232.50,25.64,0.27,6.94,29.85,14.29,1014.00,23.91,30.57
800.3,00:13:20,3.03,302.33,21.34,0.38,8.17,27.02,14.76,1013.80,23.91,30.56
802.89,00:13:22,3.76,374.83,23.92,0.44,10.76,28.71,15.43,1013.80,23.91,30.55
805.78,00:13:25,3.29,327.67,23.56,0.37,8.82,26.92,14.67,1013.80,23.91,30.53
807.56,00:13:27,3.41,340.17,25.53,0.36,9.42,27.69,14.82,1013.90,23.91,30.50
810.22,00:13:30,3.32,331.00,27.05,0.34,9.46,28.58,14.87,1013.90,23.92,30.49
814.22,00:13:34,2.26,225.33,19.31,0.32,6.22,27.60,14.43,1013.90,23.92,30.47
815.44,00:13:35,3.02,301.33,24.03,0.35,8.47,28.11,14.79,1014.00,23.92,30.45
817.53,00:13:37,3.43,341.50,26.92,0.36,9.92,29.05,15.10,1013.90,23.92,30.45
821.24,00:13:41,2.39,238.67,23.03,0.29,6.82,28.58,14.36,1014.00,23.92,30.44
822.75,00:13:42,2.79,278.17,23.60,0.33,7.81,28.08,14.61,1013.80,23.92,30.42
827.63,00:13:47,2.24,223.50,13.22,0.44,5.83,26.09,14.85,1013.70,23.92,30.40
830.19,00:13:50,3.02,301.50,23.56,0.38,9.00,29.85,15.34,1014.00,23.92,30.37
832.75,00:13:52,3.27,326.50,24.82,0.39,9.83,30.11,15.46,1013.90,23.92,30.37
834.82,00:13:54,3.27,325.83,27.71,0.33,9.29,28.51,14.74,1013.90,23.93,30.37
836.87,00:13:56,3.13,312.50,24.45,0.36,8.98,28.74,15.03,1013.90,23.93,30.34
840.06,00:14:00,2.94,293.00,23.43,0.36,8.66,29.56,15.21,1013.90,23.93,30.32
843.17,00:14:03,2.77,276.00,19.90,0.39,7.88,28.55,15.16,1013.90,23.93,30.29
845.01,00:14:05,3.39,338.00,26.61,0.39,10.47,30.98,15.60,1014.00,23.93,30.27
848.32,00:14:08,3.35,334.17,18.19,0.56,10.25,30.67,16.08,1013.90,23.93,30.25
851.21,00:14:11,2.10,209.83,16.89,0.34,5.76,27.45,14.55,1014.00,23.93,30.20
855.24,00:14:15,2.98,297.17,17.51,0.48,8.47,28.50,15.51,1013.90,23.93,30.19
857.9,00:14:17,3.64,362.67,23.48,0.44,10.35,28.54,15.36,1013.90,23.94,30.17
860.6,00:14:20,3.03,302.17,24.49,0.34,8.38,27.73,14.63,1013.90,23.93,30.13
862.74,00:14:22,3.48,346.67,23.33,0.42,10.00,28.85,15.38,1014.00,23.94,30.11
865.94,00:14:25,2.98,297.00,20.95,0.39,8.37,28.18,15.10,1013.80,23.93,30.08
868.23,00:14:28,3.28,327.00,23.59,0.41,9.80,29.97,15.53,1013.90,23.94,30.05
871.33,00:14:31,2.60,259.00,22.53,0.33,7.45,28.76,14.75,1014.00,23.94,30.00
872.67,00:14:32,3.36,334.50,26.06,0.38,9.97,29.81,15.33,1013.90,23.94,30.00
876.73,00:14:36,2.89,288.00,19.66,0.41,8.15,28.30,15.21,1013.90,23.95,29.98
881.55,00:14:41,1.81,180.00,12.05,0.39,4.74,26.33,14.66,1013.80,23.94,29.94
883.4,00:14:43,3.36,334.83,22.44,0.45,10.18,30.40,15.76,1014.00,23.95,29.92
887.07,00:14:47,2.71,269.83,23.71,0.31,7.58,28.09,14.50,1013.80,23.95,29.91
888.72,00:14:48,3.39,338.17,22.85,0.42,9.78,28.92,15.39,1014.00,23.95,29.89
891.6,00:14:51,3.35,334.33,24.91,0.38,9.61,28.74,15.15,1013.90,23.94,29.88
894.58,00:14:54,2.91,290.17,22.44,0.35,8.04,27.71,14.74,1013.90,23.95,29.85
896.65,00:14:56,2.86,285.00,22.85,0.35,8.08,28.35,14.85,1013.90,23.95,29.83
898.9,00:14:58,2.77,275.83,25.84,0.31,8.15,29.55,14.79,1013.90,23.95,29.82
902.92,00:15:02,3.72,370.67,18.93,0.53,10.22,27.57,15.48,1014.00,23.96,29.76
905.59,00:15:05,4.11,409.33,20.60,0.49,10.10,24.67,14.69,1013.70,23.96,29.76
908.16,00:15:08,3.55,354.00,24.81,0.33,8.24,23.28,13.32,1014.00,23.95,29.72
910.21,00:15:10,3.68,366.67,24.84,0.36,8.95,24.41,13.93,1013.80,23.96,29.70
913.03,00:15:13,4.50,448.50,21.09,0.58,12.23,27.27,15.52,1013.80,23.96,29.65
915.38,00:15:15,4.02,400.33,31.04,0.35,11.03,27.55,14.69,1013.80,23.96,29.62
917.24,00:15:17,3.22,321.50,28.21,0.31,8.97,27.90,14.45,1014.00,23.96,29.59
921.75,00:15:21,2.05,204.50,12.80,0.40,5.18,25.33,14.49,1013.90,23.96,29.51
924.56,00:15:24,3.42,340.67,26.65,0.36,9.74,28.59,14.98,1013.60,23.96,29.50
926.71,00:15:26,4.19,417.50,25.33,0.48,12.25,29.34,15.66,1013.50,23.97,29.49
928.88,00:15:28,3.87,385.67,29.60,0.36,10.94,28.37,14.96,1013.90,23.97,29.48
931.58,00:15:31,2.88,287.17,25.29,0.31,8.05,28.03,14.48,1014.10,23.97,29.46
933.02,00:15:33,3.79,378.00,25.40,0.44,11.20,29.63,15.57,1013.70,23.98,29.44
935.6,00:15:35,3.20,318.67,33.61,0.28,9.73,30.53,14.69,1013.80,23.97,29.42
937.24,00:15:37,3.78,377.17,23.87,0.50,11.93,31.63,16.09,1013.70,23.97,29.38
940.33,00:15:40,2.84,283.17,30.76,0.28,8.78,31.01,14.73,1013.60,23.97,29.38
941.68,00:15:41,3.17,316.50,29.62,0.31,9.42,29.76,14.85,1013.70,23.97,29.35
945.89,00:15:45,1.28,127.17,15.19,0.26,4.04,31.77,14.61,1013.10,23.98,29.32
948.02,00:15:48,3.92,390.67,25.91,0.44,11.58,29.64,15.60,1013.70,23.98,29.32
949.76,00:15:49,4.00,399.00,27.72,0.39,11.02,27.62,14.97,1013.90,23.98,29.31
952.64,00:15:52,2.87,286.33,21.40,0.34,7.43,25.95,14.24,1013.90,23.98,29.29
955.73,00:15:55,3.46,345.00,18.46,0.50,9.38,27.19,15.33,1014.00,23.98,29.26
958.7,00:15:58,3.53,352.33,25.63,0.38,9.95,28.24,15.06,1013.90,23.99,29.24
964.04,00:16:04,3.25,324.33,14.57,0.58,8.48,26.15,15.29,1013.80,23.99,29.21
966.9,00:16:06,3.01,299.67,23.73,0.32,7.80,26.03,14.09,1013.70,23.98,29.20
969.25,00:16:09,4.41,439.50,17.82,0.70,12.48,28.40,15.93,1014.00,23.99,29.16
973.02,00:16:13,2.68,267.67,24.84,0.29,7.39,27.61,14.14,1014.00,23.99,29.14
974.76,00:16:14,2.65,264.00,24.74,0.29,7.38,27.95,14.23,1013.90,24.00,29.13
977.41,00:16:17,2.40,239.00,24.99,0.28,7.01,29.33,14.32,1014.10,24.00,29.09
978.44,00:16:18,4.34,433.17,29.76,0.42,12.70,29.32,15.46,1014.00,24.00,29.12
980.58,00:16:20,3.91,389.50,28.56,0.39,11.17,28.68,15.16,1013.90,23.99,29.09
983.78,00:16:23,3.48,347.17,26.66,0.35,9.52,27.42,14.68,1014.00,23.99,29.06
985.65,00:16:25,3.57,356.00,24.49,0.40,10.00,28.09,15.13,1013.70,24.00,29.04
990.01,00:16:30,2.53,252.17,15.53,0.41,6.47,25.66,14.62,1013.80,24.00,29.03
992.18,00:16:32,3.89,388.33,25.05,0.43,10.94,28.17,15.28,1014.00,24.00,29.01
995.12,00:16:35,3.39,338.17,22.80,0.39,8.93,26.41,14.66,1013.80,24.00,28.97
997.17,00:16:37,3.65,363.83,26.01,0.37,9.87,27.13,14.76,1014.00,24.01,28.98
998.5,00:16:38,3.39,337.67,27.38,0.34,9.37,27.75,14.63,1013.80,24.00,28.97
1001.09,00:16:41,3.64,363.17,33.37,0.31,10.44,28.75,14.58,1013.90,24.00,28.96
1003.07,00:16:43,3.33,331.67,36.79,0.27,10.18,30.69,14.56,1013.80,24.00,28.96
1004.34,00:16:44,4.02,401.00,31.34,0.37,11.62,28.98,15.10,1013.80,24.01,28.95
1008.56,00:16:48,2.01,200.17,16.02,0.33,5.43,27.13,14.45,1013.80,24.01,28.92
1010.61,00:16:50,3.01,299.83,25.86,0.32,8.48,28.28,14.62,1014.00,24.01,28.89
1012.57,00:16:52,,,24.34,0.36,8.97,,,1014.00,24.01,28.91
1014.82,00:16:54,4.12,410.83,25.37,0.44,11.18,27.21,15.09,1013.50,24.01,28.90
1017.3,00:16:57,3.30,329.50,25.94,0.33,8.78,26.65,14.34,1013.90,24.02,28.89
1021.19,00:17:01,2.37,236.67,16.40,0.36,5.98,25.27,14.20,1013.20,24.01,28.88
1023.82,00:17:03,5.14,512.00,24.03,0.61,14.67,28.65,15.83,1013.50,24.02,28.85
1026.27,00:17:06,4.81,479.17,26.25,0.50,13.32,27.80,15.44,1013.80,24.02,28.85
1029.26,00:17:09,3.47,345.50,23.60,0.39,9.21,26.66,14.72,1013.90,24.02,28.83
1032.13,00:17:12,2.73,272.00,23.58,0.31,7.38,27.13,14.21,1013.80,24.02,28.82
1033.57,00:17:13,3.41,339.50,24.99,0.37,9.29,27.36,14.76,1013.80,24.02,28.83
1036.36,00:17:16,3.14,313.33,27.72,0.31,8.85,28.24,14.54,1014.10,24.02,28.81
1038.23,00:17:18,2.85,283.83,26.42,0.30,8.09,28.50,14.45,1014.00,24.03,28.83
1041.12,00:17:21,3.09,307.83,24.05,0.35,8.46,27.48,14.64,1014.00,24.03,28.83
1043.33,00:17:23,4.42,440.50,23.10,0.54,12.50,28.38,15.65,1013.90,24.03,28.83
1046.19,00:17:26,3.33,332.33,24.93,0.33,8.45,25.43,14.03,1014.00,24.03,28.80
1047.52,00:17:27,3.42,341.33,26.10,0.34,8.98,26.31,14.30,1013.70,24.04,28.81
1050.07,00:17:30,3.13,312.00,28.22,0.30,8.71,27.92,14.34,1013.70,24.04,28.80
1052.55,00:17:32,2.35,234.17,20.54,0.31,6.41,27.37,14.25,1013.80,24.04,28.80
1055.72,00:17:35,3.46,344.50,26.05,0.37,9.65,28.01,14.89,1013.60,24.04,28.79
1057.69,00:17:37,3.89,387.83,29.24,0.36,10.61,27.36,14.69,1013.70,24.04,28.80
1059.54,00:17:39,3.87,386.17,29.71,0.36,10.88,28.17,14.90,1013.90,24.04,28.79
