Time[s],Type[type],Value[value],Details
-155.8,DeviceError,129,Breath rejected; VO2 out of range.
-154.5,DeviceError,168,Error Code: 168
-154.5,DeviceError,168,Error Code: 168
-154.5,DeviceError,168,Error Code: 168
-153.4,DeviceError,168,Error Code: 168
-150.2,DeviceError,196,Error Code: 196
-113.1,DeviceError,168,Error Code: 168
-111.4,DeviceError,197,Error Code: 197
-108.9,DeviceError,53,User piece too big.
-101.2,DeviceError,209,Error Code: 209
-94,DeviceError,197,Error Code: 197
-25.2,DeviceError,168,Error Code: 168
-25.2,DeviceError,168,Error Code: 168
0,SessionRecording,0,
114.8,DeviceError,168,Error Code: 168
117.2,DeviceError,168,Error Code: 168
118.7,DeviceError,168,Error Code: 168
119.5,DeviceError,168,Error Code: 168
120.3,DeviceError,168,Error Code: 168
120.3,DeviceError,192,Error Code: 192
120.8,DeviceError,168,Error Code: 168
121.3,DeviceError,192,Error Code: 192
121.3,DeviceError,168,Error Code: 168
122,DeviceError,192,Error Code: 192
122.1,DeviceError,184,Error Code: 184
136.9,DeviceError,168,Error Code: 168
137.4,DeviceError,53,User piece too big.
301,SessionPause,301,
301,DeviceError,168,Error Code: 168
301,SessionRecording,309,
316.3,DeviceError,168,Error Code: 168
316.5,DeviceError,168,Error Code: 168
316.9,DeviceError,168,Error Code: 168
317.6,DeviceError,168,Error Code: 168
318.3,DeviceError,168,Error Code: 168
318.5,DeviceError,168,Error Code: 168
318.9,DeviceError,168,Error Code: 168
319,DeviceError,168,Error Code: 168
319.3,DeviceError,168,Error Code: 168
319.5,DeviceError,168,Error Code: 168
320,DeviceError,168,Error Code: 168
320.3,DeviceError,168,Error Code: 168
320.5,DeviceError,192,Error Code: 192
320.8,DeviceError,184,Error Code: 184
360.9,DeviceError,53,User piece too big.
431.3,DeviceError,168,Error Code: 168
431.8,DeviceError,168,Error Code: 168
431.9,DeviceError,168,Error Code: 168
432.4,DeviceError,168,Error Code: 168
432.5,DeviceError,168,Error Code: 168
432.6,DeviceError,168,Error Code: 168
434,DeviceError,168,Error Code: 168
434.1,DeviceError,168,Error Code: 168
434.6,DeviceError,168,Error Code: 168
434.7,DeviceError,168,Error Code: 168
436.5,DeviceError,121,Breath rejected; too jittery.
493.6,DeviceError,53,User piece too big.
527.3,DeviceError,53,User piece too big.
582.2,DeviceError,193,Error Code: 193
582.3,DeviceError,184,Error Code: 184
607.5,SessionPause,615,
607.5,DeviceError,209,Error Code: 209
607.5,DeviceError,209,Error Code: 209
607.5,DeviceError,191,Error Code: 191
607.5,DeviceError,209,Error Code: 209
607.5,DeviceError,209,Error Code: 209
607.5,DeviceError,197,Error Code: 197
607.5,DeviceError,209,Error Code: 209
607.5,DeviceError,197,Error Code: 197
607.5,DeviceError,197,Error Code: 197
607.5,DeviceError,209,Error Code: 209
607.5,DeviceError,197,Error Code: 197
607.5,SessionRecording,680,
618.9,DeviceError,209,Error Code: 209
633.6,DeviceError,209,Error Code: 209
649.1,DeviceError,209,Error Code: 209
664,DeviceError,209,Error Code: 209
664.2,DeviceError,122,Breath rejected; segment too short.
664.3,DeviceError,122,Breath rejected; segment too short.
685.7,DeviceError,122,Breath rejected; segment too short.
740,DeviceError,209,Error Code: 209
740,DeviceError,122,Breath rejected; segment too short.
740.1,DeviceError,122,Breath rejected; segment too short.
743.4,DeviceError,209,Error Code: 209
758.8,DeviceError,197,Error Code: 197
927.9,DeviceError,209,Error Code: 209
937.6,SessionPause,1010,
937.6,DeviceError,209,Error Code: 209
937.6,DeviceError,191,Error Code: 191
937.6,DeviceError,209,Error Code: 209
937.6,DeviceError,197,Error Code: 197
937.6,DeviceError,197,Error Code: 197
937.6,SessionRecording,1032,
941.4,DeviceError,209,Error Code: 209
961.9,DeviceError,197,Error Code: 197
978.9,DeviceError,197,Error Code: 197
982.7,DeviceError,209,Error Code: 209
1152.7,DeviceError,122,Breath rejected; segment too short.
1201,SessionPause,1296,
1201,DeviceError,209,Error Code: 209
1201,DeviceError,168,Error Code: 168
1201,DeviceError,168,Error Code: 168
1201,DeviceError,168,Error Code: 168
1201,DeviceError,168,Error Code: 168
1201,DeviceError,122,Breath rejected; segment too short.
1201,DeviceError,209,Error Code: 209
1201,SessionRecording,1359,
1203.8,DeviceError,209,Error Code: 209
1204.1,DeviceError,209,Error Code: 209
1205.6,DeviceError,191,Error Code: 191
1206.6,DeviceError,209,Error Code: 209
1208.9,DeviceError,56,Breathing less than valve trigger.
1246.7,DeviceError,209,Error Code: 209
1248.1,DeviceError,191,Error Code: 191
1282.7,DeviceError,73,Error Code: 73
1285.9,DeviceError,73,Error Code: 73
1289.2,DeviceError,73,Error Code: 73
1310.4,DeviceError,73,Error Code: 73
1326.3,DeviceError,73,Error Code: 73
1332.6,DeviceError,73,Error Code: 73
1334.8,DeviceError,73,Error Code: 73
1336.7,DeviceError,73,Error Code: 73
1341,DeviceError,73,Error Code: 73
1349,DeviceError,73,Error Code: 73
1350.9,DeviceError,73,Error Code: 73
1366.3,DeviceError,73,Error Code: 73
1384,DeviceError,73,Error Code: 73
1386.2,DeviceError,73,Error Code: 73
1396.4,DeviceError,73,Error Code: 73
1398.5,DeviceError,73,Error Code: 73
1401.6,DeviceError,73,Error Code: 73
1404.1,DeviceError,73,Error Code: 73
1405.9,DeviceError,73,Error Code: 73
1413.3,DeviceError,73,Error Code: 73
1418.5,DeviceError,73,Error Code: 73
1426.6,DeviceError,73,Error Code: 73
1430.2,DeviceError,73,Error Code: 73
