Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
135.36,00:02:15,3.34,243.83,19.77,0.35,7.06,28.95,14.93,1001.50,26.22,37.12
138.02,00:02:18,3.19,232.83,20.14,0.33,6.82,29.29,14.85,1001.60,26.22,37.09
142.9,00:02:22,3.50,255.83,23.20,0.33,7.75,30.29,15.02,1001.60,26.20,37.07
146.93,00:02:26,3.24,237.00,15.93,0.42,6.75,28.48,15.21,1001.60,26.20,37.05
150.03,00:02:30,3.31,242.00,22.19,0.30,6.86,28.35,14.37,1001.60,26.20,37.03
152.84,00:02:32,2.69,196.33,17.08,0.32,5.54,28.22,14.50,1001.60,26.19,37.01
155.83,00:02:35,4.41,322.17,19.70,0.48,9.53,29.58,15.64,1001.50,26.19,37.02
159.01,00:02:39,4.46,326.00,21.29,0.41,8.89,27.27,14.92,1001.60,26.18,36.97
162.22,00:02:42,3.99,291.83,17.75,0.43,7.70,26.39,14.81,1001.50,26.17,36.94
165.41,00:02:45,3.99,291.33,20.97,0.38,7.99,27.43,14.75,1001.60,26.17,36.92
168.5,00:02:48,4.09,298.67,20.38,0.41,8.42,28.19,15.10,1001.60,26.16,36.90
171.18,00:02:51,3.39,248.17,18.59,0.37,6.97,28.09,14.86,1001.50,26.16,36.85
174.71,00:02:54,4.17,304.50,19.41,0.44,8.70,28.57,15.33,1001.60,26.16,36.82
177.81,00:02:57,3.71,271.17,19.55,0.39,7.77,28.65,15.11,1001.60,26.15,36.78
181.12,00:03:01,3.42,250.33,15.58,0.44,6.93,27.68,15.14,1001.60,26.14,36.73
184.27,00:03:04,3.25,237.33,29.97,0.25,7.64,32.19,14.43,1001.50,26.14,36.71
186.02,00:03:06,4.02,294.17,21.19,0.41,8.80,29.91,15.45,1001.60,26.13,36.69
189.11,00:03:09,3.21,234.50,18.82,0.37,7.01,29.89,15.22,1001.50,26.12,36.67
192.4,00:03:12,3.36,245.50,21.72,0.34,7.46,30.39,15.12,1001.50,26.13,36.64
195.08,00:03:15,3.83,280.33,24.20,0.36,8.87,31.64,15.50,1001.60,26.11,36.61
197.25,00:03:17,3.33,243.33,22.63,0.33,7.47,30.70,15.06,1001.50,26.11,36.61
200.03,00:03:20,4.44,324.83,24.37,0.42,10.34,31.83,15.82,1001.60,26.11,36.61
203.03,00:03:23,4.33,316.83,19.30,0.49,9.55,30.14,15.77,1001.60,26.10,36.55
205.55,00:03:25,3.89,284.00,26.23,0.32,8.40,29.58,14.76,1001.60,26.10,36.53
207.73,00:03:27,3.52,257.50,22.10,0.35,7.85,30.49,15.21,1001.60,26.09,36.50
211.06,00:03:31,3.43,251.00,19.16,0.39,7.66,30.52,15.48,1001.60,26.08,36.48
214.16,00:03:34,3.65,267.17,19.37,0.41,8.13,30.43,15.55,1001.50,26.08,36.43
216.96,00:03:36,3.49,254.83,21.24,0.36,7.83,30.73,15.34,1001.60,26.08,36.41
219.77,00:03:39,3.63,265.17,19.89,0.40,8.13,30.66,15.55,1001.60,26.06,36.38
223.8,00:03:43,3.69,269.50,17.17,0.47,8.18,30.35,15.75,1001.60,26.06,36.37
226.37,00:03:46,3.02,221.00,18.46,0.35,6.60,29.86,15.11,1001.60,26.05,36.32
229.71,00:03:49,2.85,208.33,21.37,0.30,6.51,31.25,14.93,1001.70,26.05,36.30
232.49,00:03:52,2.63,192.00,18.44,0.32,6.04,31.46,15.19,1001.70,26.05,36.30
236.21,00:03:56,2.71,198.17,18.91,0.33,6.36,32.09,15.37,1001.60,26.03,36.29
239.09,00:03:59,2.82,206.17,21.22,0.31,6.64,32.21,15.20,1001.50,26.03,36.29
242.2,00:04:02,2.18,159.33,16.36,0.30,4.94,31.00,14.86,1001.60,26.02,36.28
245.71,00:04:05,2.54,185.83,16.73,0.34,5.75,30.94,15.22,1001.60,26.01,36.29
249.24,00:04:09,3.49,255.00,18.53,0.42,7.84,30.75,15.62,1001.60,26.01,36.30
253.01,00:04:13,3.21,235.00,19.17,0.35,6.84,29.11,14.96,1001.60,26.01,36.29
255.81,00:04:15,3.34,244.17,19.35,0.36,7.14,29.24,15.06,1001.60,26.00,36.27
258.9,00:04:18,4.04,295.00,17.76,0.48,8.64,29.29,15.59,1001.60,26.00,36.27
262.63,00:04:22,4.22,308.83,16.67,0.52,8.73,28.27,15.51,1001.70,25.99,36.23
265.85,00:04:25,4.04,295.33,18.93,0.44,8.41,28.48,15.30,1001.60,25.99,36.21
268.84,00:04:28,4.10,299.83,19.93,0.44,8.90,29.68,15.53,1001.60,25.98,36.15
271.36,00:04:31,3.40,248.83,19.96,0.36,7.37,29.62,15.14,1001.60,25.98,36.13
274.65,00:04:34,3.31,242.17,20.46,0.36,7.41,30.60,15.28,1001.60,25.97,36.10
277.89,00:04:37,3.19,233.33,18.94,0.38,7.21,30.90,15.46,1001.60,25.97,36.07
281.2,00:04:41,2.50,183.00,17.33,0.31,5.51,30.11,14.85,1001.60,25.96,36.05
284.67,00:04:44,2.73,199.50,16.03,0.37,6.01,30.13,15.28,1001.60,25.95,36.05
287.98,00:04:47,3.01,219.67,21.33,0.31,6.68,30.41,14.85,1001.60,25.95,36.02
290.87,00:04:50,2.85,208.17,17.48,0.35,6.22,29.88,15.11,1001.60,25.95,36.04
294.61,00:04:54,3.12,228.17,19.01,0.36,6.91,30.28,15.23,1001.60,25.94,36.03
297.64,00:04:57,3.50,255.67,21.09,0.36,7.63,29.84,15.14,1001.60,25.93,36.01
300.31,00:05:00,3.48,254.67,19.53,0.38,7.54,29.61,15.24,1001.50,25.93,36.01
303.95,00:05:03,8.87,648.33,16.01,1.15,18.44,28.44,16.20,1001.60,25.91,35.94
307.35,00:05:07,3.84,280.83,16.36,0.45,7.40,26.35,14.88,1001.60,25.91,35.87
312.38,00:05:12,3.29,240.83,13.04,0.51,6.68,27.74,15.37,1001.50,25.91,35.82
316.28,00:05:16,6.50,475.17,14.01,0.99,13.91,29.27,16.26,1001.50,25.89,35.77
319.88,00:05:19,4.73,346.00,19.78,0.49,9.83,28.41,15.47,1001.60,25.88,35.71
323.19,00:05:23,5.57,407.17,17.75,0.66,11.88,29.18,15.96,1001.40,25.88,35.65
329.96,00:05:29,6.85,500.67,8.11,2.00,16.28,32.52,16.96,1001.60,25.87,35.47
336.25,00:05:36,2.32,169.67,19.69,0.29,5.75,33.89,15.28,1001.70,25.86,35.40
344.31,00:05:44,2.22,162.17,21.31,0.29,6.21,38.29,15.92,1001.60,25.84,35.43
347.19,00:05:47,2.28,166.67,18.77,0.34,6.55,39.30,16.46,1001.60,25.84,35.46
350.77,00:05:50,2.30,168.17,19.45,0.33,6.57,39.07,16.38,1001.60,25.84,35.49
353.98,00:05:53,2.36,172.67,18.03,0.37,6.74,39.03,16.56,1001.60,25.83,35.50
357.29,00:05:57,2.61,191.00,18.50,0.38,7.13,37.33,16.41,1001.60,25.83,35.52
360.57,00:06:00,3.15,230.33,20.37,0.41,8.37,36.34,16.40,1001.60,25.82,35.54
363.88,00:06:03,5.95,434.83,16.01,1.11,17.90,41.17,17.65,1001.40,25.82,35.53
367.75,00:06:07,4.54,331.67,16.16,0.90,14.61,44.05,17.79,1001.50,25.81,35.46
371.36,00:06:11,3.67,268.33,14.95,0.85,12.83,47.81,18.02,1001.60,25.81,35.38
374.96,00:06:14,3.28,239.50,18.90,0.56,10.75,44.89,17.59,1001.50,25.79,35.28
378.45,00:06:18,3.06,223.50,16.95,0.57,9.72,43.49,17.49,1001.60,25.80,35.23
381.57,00:06:21,2.89,211.00,19.24,0.45,8.82,41.80,17.13,1001.60,25.80,35.19
384.64,00:06:24,2.28,167.00,20.32,0.32,6.51,38.98,16.25,1001.60,25.79,35.17
387.22,00:06:27,2.50,182.83,20.16,0.36,7.36,40.26,16.66,1001.60,25.78,35.14
390.62,00:06:30,2.80,204.50,18.64,0.45,8.51,41.61,17.11,1001.60,25.78,35.14
393.7,00:06:33,3.35,245.17,19.80,0.55,10.92,44.54,17.54,1001.60,25.78,35.13
397.64,00:06:37,3.26,238.50,15.51,0.71,11.05,46.33,17.84,1001.60,25.77,35.12
400.32,00:06:40,2.79,204.00,19.95,0.39,7.87,38.58,16.60,1001.60,25.77,35.08
403.19,00:06:43,2.50,183.00,21.61,0.33,7.22,39.45,16.40,1001.60,25.76,35.06
408.64,00:06:48,2.31,168.50,11.32,0.57,6.51,38.64,17.05,1001.50,25.75,35.04
412.78,00:06:52,2.40,175.33,13.31,0.52,6.94,39.58,17.05,1001.60,25.75,35.02
417.54,00:06:57,2.46,179.83,12.39,0.49,6.09,33.87,16.33,1001.60,25.74,35.01
421.67,00:07:01,3.05,222.67,17.18,0.45,7.75,34.80,16.34,1001.70,25.74,35.01
425.61,00:07:05,2.39,175.00,13.28,0.42,5.59,31.94,15.82,1001.60,25.73,35.01
429.04,00:07:09,2.81,205.50,22.84,0.30,7.04,34.26,15.50,1001.60,25.72,35.01
431.61,00:07:11,2.10,153.67,17.34,0.30,5.25,34.16,15.43,1001.60,25.72,35.02
434.32,00:07:14,4.34,317.00,27.41,0.43,11.83,37.32,16.59,1001.60,25.72,35.03
438.68,00:07:18,4.91,359.17,12.30,1.05,12.98,36.14,17.17,1001.60,25.71,34.99
444.34,00:07:24,3.51,256.33,11.54,0.73,8.52,33.24,16.64,1001.70,25.70,34.94
447.32,00:07:27,2.71,198.17,18.98,0.32,6.19,31.24,15.14,1001.60,25.70,34.93
450.2,00:07:30,2.96,216.50,20.65,0.34,7.08,32.70,15.52,1001.70,25.70,34.89
453.85,00:07:33,2.54,185.83,16.26,0.37,6.07,32.66,15.70,1001.60,25.69,34.89
458.91,00:07:38,2.62,191.67,14.16,0.41,5.88,30.68,15.59,1001.70,25.69,34.90
461.29,00:07:41,3.03,221.67,17.38,0.40,7.09,31.98,15.77,1001.60,25.68,34.90
465.01,00:07:45,3.04,222.50,18.59,0.37,7.02,31.55,15.55,1001.60,25.67,34.88
467.91,00:07:47,2.64,193.33,18.67,0.31,5.93,30.67,14.94,1001.70,25.67,34.89
473.81,00:07:53,2.90,212.33,24.74,0.28,7.07,33.30,15.10,1001.70,25.67,34.91
476.29,00:07:56,4.66,341.00,20.64,0.54,11.24,32.96,16.33,1001.60,25.65,34.92
479.49,00:07:59,3.51,256.67,18.56,0.38,7.18,27.97,14.91,1001.60,25.66,34.90
483.04,00:08:03,3.18,232.50,17.16,0.39,6.79,29.20,15.22,1001.70,25.65,34.90
486.5,00:08:06,3.47,253.67,16.90,0.45,7.69,30.31,15.68,1001.60,25.66,34.89
490.03,00:08:10,3.88,283.83,19.23,0.46,8.85,31.18,15.84,1001.70,25.64,34.87
495.39,00:08:15,3.71,271.50,10.86,0.78,8.53,31.42,16.44,1001.50,25.64,34.81
498.53,00:08:18,4.95,362.00,17.70,0.73,12.93,35.72,16.93,1001.70,25.63,34.78
501.87,00:08:21,2.69,196.50,17.29,0.34,6.00,30.53,15.17,1001.70,25.63,34.74
505.8,00:08:25,3.01,219.67,15.25,0.45,7.00,31.87,15.95,1001.60,25.62,34.72
508.92,00:08:28,3.37,246.67,24.73,0.33,8.24,33.40,15.56,1001.60,25.62,34.71
511.95,00:08:31,2.50,183.00,16.93,0.34,5.84,31.91,15.40,1001.70,25.62,34.71
515.88,00:08:35,3.36,245.50,15.08,0.53,8.04,32.75,16.28,1001.60,25.61,34.71
519.29,00:08:39,3.71,271.50,19.48,0.45,8.95,32.97,16.12,1001.60,25.61,34.70
522.38,00:08:42,3.34,244.00,17.07,0.46,7.91,32.42,16.05,1001.60,25.60,34.68
525.64,00:08:45,3.27,239.17,22.02,0.36,7.94,33.20,15.72,1001.60,25.59,34.68
528.33,00:08:48,2.59,189.00,18.16,0.33,6.10,32.28,15.41,1001.60,25.58,34.66
531.65,00:08:51,3.12,228.17,24.51,0.31,7.75,33.97,15.52,1001.70,25.59,34.67
534.04,00:08:54,2.69,197.00,22.74,0.29,6.75,34.26,15.39,1001.60,25.59,34.67
536.32,00:08:56,2.90,212.00,22.04,0.32,7.22,34.06,15.63,1001.60,25.58,34.67
539.51,00:08:59,3.28,239.50,22.17,0.38,8.47,35.37,16.15,1001.60,25.58,34.66
542.38,00:09:02,4.28,313.17,20.50,0.53,11.06,35.32,16.63,1001.70,25.57,34.66
545.27,00:09:05,2.71,198.33,20.51,0.29,6.14,30.96,14.82,1001.70,25.57,34.69
547.76,00:09:07,2.78,203.50,22.68,0.29,6.69,32.87,15.12,1001.70,25.57,34.67
550.25,00:09:10,2.46,180.00,21.17,0.29,6.16,34.22,15.31,1001.70,25.56,34.69
553.36,00:09:13,2.26,165.33,19.96,0.28,5.74,34.72,15.35,1001.70,25.56,34.68
556.19,00:09:16,2.74,200.00,23.31,0.29,6.95,34.75,15.48,1001.70,25.56,34.68
559.2,00:09:19,3.65,267.00,22.09,0.40,9.00,33.71,16.03,1001.60,25.55,34.70
563.42,00:09:23,3.30,241.33,14.01,0.45,6.44,26.69,14.97,1001.70,25.56,34.69
566.32,00:09:26,3.62,264.83,19.21,0.38,7.41,27.98,14.91,1001.70,25.55,34.70
569.22,00:09:29,3.14,229.17,19.18,0.34,6.57,28.67,14.76,1001.70,25.55,34.68
572.55,00:09:32,3.04,222.33,18.33,0.35,6.50,29.24,14.97,1001.70,25.54,34.69
576.17,00:09:36,3.15,230.00,16.36,0.41,6.74,29.30,15.32,1001.70,25.53,34.68
579.58,00:09:39,3.27,239.17,17.19,0.41,7.07,29.56,15.36,1001.70,25.53,34.67
583.29,00:09:43,3.73,272.67,17.89,0.46,8.24,30.22,15.68,1001.70,25.53,34.66
586.22,00:09:46,4.12,301.17,19.53,0.46,9.16,30.41,15.74,1001.60,25.53,34.67
589.7,00:09:49,3.56,260.33,18.32,0.42,7.73,29.69,15.43,1001.70,25.53,34.64
594.57,00:09:54,2.73,199.67,11.48,0.48,5.51,27.60,15.26,1001.70,25.52,34.61
597.88,00:09:57,3.99,292.00,19.24,0.49,9.50,32.53,16.15,1001.60,25.52,34.60
600.69,00:10:00,8.93,652.83,22.41,0.79,17.88,27.39,15.78,1001.40,25.46,34.12
604.69,00:10:04,4.24,309.83,21.73,0.35,7.67,24.76,13.88,1001.60,25.46,34.09
607.9,00:10:07,9.04,660.50,20.43,0.80,16.54,25.04,15.31,1001.50,25.45,34.08
611.29,00:10:11,8.24,602.67,19.20,0.73,14.10,23.40,14.82,1001.60,25.45,34.05
613.97,00:10:13,9.26,676.83,19.44,0.85,16.62,24.56,15.25,1001.60,25.44,34.03
617.26,00:10:17,8.22,601.17,19.49,0.79,15.40,25.62,15.42,1001.60,25.44,34.00
620.38,00:10:20,7.63,557.50,19.05,0.76,14.49,25.99,15.47,1001.70,25.43,33.99
623.68,00:10:23,7.73,565.17,18.66,0.76,14.34,25.37,15.34,1001.30,25.43,33.98
626.45,00:10:26,8.27,604.50,21.84,0.68,14.93,24.70,15.07,1001.40,25.43,33.96
629,00:10:29,7.84,573.00,22.65,0.61,13.88,24.22,14.83,1001.40,25.43,33.93
631.88,00:10:31,8.61,629.33,21.35,0.72,15.38,24.44,15.07,1001.40,25.42,33.92
634.67,00:10:34,8.97,655.50,21.52,0.74,16.06,24.50,15.12,1001.50,25.43,33.91
638.04,00:10:38,6.14,448.83,14.79,0.64,9.49,21.14,14.00,1001.40,25.42,33.87
641.74,00:10:41,11.33,828.50,19.61,0.93,18.29,22.08,14.68,1001.40,25.42,33.90
644.72,00:10:44,10.55,771.17,19.68,0.91,18.07,23.43,15.03,1001.20,25.41,33.87
647.56,00:10:47,9.93,725.67,21.00,0.85,17.93,24.71,15.28,1001.30,25.41,33.87
651.56,00:10:51,7.32,535.00,13.43,0.96,12.91,24.13,15.24,1001.80,25.41,33.85
654.97,00:10:54,8.68,634.17,21.13,0.73,15.45,24.36,15.06,1001.40,25.41,33.85
657.91,00:10:57,9.38,685.33,20.08,0.80,16.15,23.57,14.96,1001.80,25.40,33.87
660.78,00:11:00,10.34,755.50,19.89,0.90,17.94,23.75,15.10,1001.60,25.39,33.87
663.67,00:11:03,8.29,606.33,17.80,0.77,13.78,22.73,14.70,1001.60,25.39,33.87
666.55,00:11:06,11.73,857.67,21.32,0.91,19.46,22.69,14.83,1001.50,25.40,33.88
669.65,00:11:09,10.90,796.83,21.05,0.92,19.50,24.47,15.29,1001.40,25.39,33.88
672.86,00:11:12,9.94,726.33,20.58,0.88,18.19,25.04,15.38,1001.20,25.39,33.90
675.31,00:11:15,9.23,674.83,22.60,0.79,17.94,26.58,15.63,1001.80,25.38,33.94
678.4,00:11:18,8.71,637.00,20.16,0.83,16.73,26.26,15.60,1001.70,25.38,33.93
681.55,00:11:21,8.76,640.33,19.97,0.82,16.49,25.75,15.48,1001.30,25.38,33.97
684.14,00:11:24,9.16,669.33,21.78,0.80,17.50,26.15,15.55,1001.60,25.38,33.96
686.92,00:11:26,9.08,664.00,22.17,0.77,17.29,26.04,15.50,1001.70,25.37,33.99
690.09,00:11:30,8.57,626.33,19.20,0.81,15.69,25.05,15.33,1001.50,25.37,33.98
693.17,00:11:33,9.10,665.50,19.75,0.86,17.14,25.76,15.53,1001.60,25.37,33.97
695.94,00:11:35,8.55,625.17,20.33,0.80,16.41,26.25,15.57,1001.40,25.37,34.00
698.53,00:11:38,9.16,669.50,23.21,0.75,17.59,26.27,15.52,1001.80,25.36,33.99
701.61,00:11:41,8.36,611.17,20.21,0.78,15.96,26.11,15.53,1001.60,25.36,33.98
704.23,00:11:44,9.47,692.00,21.63,0.85,18.52,26.76,15.72,1001.70,25.36,34.01
707.41,00:11:47,8.26,603.50,20.13,0.79,16.02,26.55,15.62,1001.70,25.36,34.02
710.27,00:11:50,8.12,593.83,19.71,0.78,15.54,26.17,15.53,1001.40,25.36,34.02
716.54,00:11:56,10.50,767.50,8.94,2.14,19.23,25.06,15.80,1001.60,25.35,34.08
721.12,00:12:01,4.91,358.83,16.70,0.60,10.17,28.34,15.71,1001.60,25.35,34.17
724.18,00:12:04,6.94,507.67,18.28,0.71,13.13,25.86,15.39,1001.70,25.35,34.20
726.86,00:12:06,8.76,640.67,20.76,0.75,15.65,24.43,15.11,1001.70,25.35,34.23
729.84,00:12:09,9.72,710.67,19.26,0.89,17.21,24.22,15.20,1001.60,25.35,34.23
732.92,00:12:12,8.90,650.33,19.41,0.82,16.02,24.63,15.24,1001.40,25.34,34.27
736,00:12:16,8.25,603.17,21.10,0.73,15.56,25.80,15.40,1001.30,25.34,34.24
738.45,00:12:18,9.21,673.33,22.72,0.78,17.79,26.42,15.58,1001.70,25.33,34.24
741.03,00:12:21,8.58,627.33,22.90,0.74,17.09,27.24,15.71,1001.80,25.33,34.24
744.13,00:12:24,9.22,674.17,18.85,0.94,17.80,26.40,15.72,1001.40,25.33,34.26
747.11,00:12:27,10.32,754.50,20.43,0.98,20.09,26.63,15.79,1001.60,25.33,34.25
750.29,00:12:30,8.01,585.83,20.37,0.78,15.95,27.23,15.74,1001.70,25.33,34.29
753.15,00:12:33,8.98,656.33,20.30,0.88,17.99,27.41,15.86,1001.40,25.33,34.28
756.22,00:12:36,8.34,610.00,19.13,0.86,16.64,27.28,15.83,1001.10,25.32,34.30
758.89,00:12:38,9.16,669.50,21.70,0.86,18.77,28.04,15.96,1001.90,25.33,34.30
762.49,00:12:42,8.05,588.50,17.25,0.92,15.99,27.17,15.85,1001.30,25.32,34.33
765.5,00:12:45,10.00,730.67,19.78,0.99,19.72,26.99,15.86,1001.50,25.32,34.33
768.6,00:12:48,9.22,674.00,19.63,0.94,18.54,27.51,15.93,1001.40,25.32,34.35
771.76,00:12:51,8.82,644.83,18.48,0.97,18.11,28.08,16.05,1001.20,25.32,34.37
774.82,00:12:54,7.80,570.33,20.54,0.80,16.63,29.16,16.11,1001.80,25.32,34.37
777.6,00:12:57,7.67,560.83,21.04,0.76,16.10,28.71,15.99,1001.80,25.31,34.40
780.78,00:13:00,7.81,571.00,20.12,0.77,15.63,27.37,15.76,1001.70,25.31,34.42
783.65,00:13:03,8.03,586.83,20.20,0.77,15.68,26.72,15.63,1001.30,25.31,34.42
786.63,00:13:06,7.11,519.67,19.84,0.73,14.66,28.21,15.88,1001.90,25.31,34.43
789.41,00:13:09,7.55,551.83,20.68,0.79,16.36,29.65,16.17,1001.50,25.30,34.43
793.71,00:13:13,6.75,493.67,15.84,0.74,11.83,23.96,14.99,1001.80,25.30,34.45
795.86,00:13:15,9.27,678.00,19.93,0.85,16.96,25.01,15.35,1001.70,25.30,34.45
799.33,00:13:19,8.84,646.00,19.72,0.86,17.09,26.46,15.67,1001.40,25.30,34.45
802.52,00:13:22,8.19,599.00,19.54,0.81,15.85,26.46,15.62,1001.70,25.30,34.44
805.4,00:13:25,9.51,694.83,20.06,0.91,18.28,26.31,15.68,1001.80,25.30,34.46
808.65,00:13:28,8.14,594.67,18.06,0.86,15.67,26.35,15.65,1001.60,25.30,34.46
811.76,00:13:31,8.57,626.67,20.22,0.84,17.07,27.24,15.80,1001.30,25.29,34.46
815.46,00:13:35,6.86,501.50,14.17,0.86,12.26,24.45,15.24,1001.60,25.29,34.47
818.86,00:13:38,9.12,666.67,20.23,0.86,17.52,26.28,15.63,1001.90,25.29,34.48
821.85,00:13:41,9.19,671.50,19.84,0.91,18.12,26.98,15.81,1001.50,25.29,34.48
824.83,00:13:44,8.33,608.67,20.29,0.80,16.29,26.76,15.67,1001.60,25.28,34.48
828.01,00:13:48,9.69,708.17,18.90,0.97,18.47,26.08,15.67,1001.40,25.28,34.49
830.53,00:13:50,9.97,729.00,21.47,0.93,20.01,27.45,15.91,1001.80,25.28,34.51
835.63,00:13:55,4.22,308.67,11.63,0.60,7.03,22.78,14.43,1001.50,25.28,34.54
838.95,00:13:58,9.98,729.33,20.34,0.91,18.66,25.59,15.53,1001.80,25.28,34.56
841.81,00:14:01,8.79,642.83,21.44,0.81,17.38,27.04,15.73,1001.80,25.27,34.57
844.59,00:14:04,8.74,639.00,19.99,0.91,18.27,28.59,16.09,1001.60,25.27,34.59
847.67,00:14:07,7.84,573.17,19.60,0.84,16.60,28.96,16.11,1001.40,25.27,34.60
850.97,00:14:10,8.96,655.17,19.29,0.95,18.37,28.04,16.03,1001.60,25.27,34.60
854.18,00:14:14,9.15,669.00,18.94,0.99,18.93,28.30,16.10,1001.10,25.27,34.62
856.76,00:14:16,8.91,651.33,19.11,0.99,19.04,29.23,16.26,1001.70,25.26,34.61
860.44,00:14:20,8.79,642.50,17.92,1.06,19.17,29.84,16.39,1001.60,25.26,34.63
863.55,00:14:23,8.89,650.00,19.42,1.03,20.15,31.00,16.54,1001.60,25.26,34.67
866.84,00:14:26,8.22,600.67,18.75,1.02,19.28,32.10,16.69,1001.80,25.26,34.68
870.21,00:14:30,7.11,519.67,17.62,0.93,16.53,31.81,16.60,1001.70,25.25,34.71
873.29,00:14:33,7.83,572.17,18.82,0.97,18.27,31.93,16.64,1001.70,25.25,34.73
876.36,00:14:36,7.48,547.00,19.67,0.87,17.23,31.50,16.52,1001.60,25.26,34.76
879.46,00:14:39,6.62,483.67,19.20,0.81,15.66,32.38,16.60,1001.90,25.25,34.79
882.94,00:14:42,6.15,449.67,19.45,0.70,13.74,30.56,16.23,1001.80,25.25,34.81
886.66,00:14:46,5.87,429.00,14.40,0.88,12.68,29.56,16.23,1001.30,25.25,34.83
890.14,00:14:50,7.65,559.50,18.70,0.87,16.39,29.29,16.19,1001.60,25.24,34.85
893.27,00:14:53,8.43,616.00,19.06,0.90,17.25,28.00,15.99,1001.80,25.24,34.85
896.16,00:14:56,9.51,695.50,19.48,1.01,19.76,28.41,16.13,1001.40,25.24,34.88
899.25,00:14:59,7.99,584.00,19.89,0.88,17.53,30.02,16.31,1002.00,25.24,34.89
902.93,00:15:02,12.78,934.17,14.71,1.75,25.75,27.56,16.21,1001.80,25.24,34.93
906.01,00:15:06,10.09,737.67,23.71,0.98,23.30,31.59,16.59,1001.40,25.24,34.98
907.96,00:15:07,10.46,764.50,26.34,0.88,23.41,30.62,16.40,1001.40,25.23,35.06
910.07,00:15:10,9.11,665.67,25.43,0.80,20.43,30.69,16.34,1001.40,25.23,35.13
