Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
177.66,00:02:57,30.57,1925.67,14.51,2.31,33.63,17.46,13.58,1000.40,24.86,44.77
182.23,00:03:02,25.82,1626.50,13.26,2.07,27.51,16.91,13.30,1000.40,24.86,45.09
185.95,00:03:05,,,15.57,2.25,35.11,,,1000.50,24.86,45.33
189.86,00:03:09,,,15.37,2.41,37.13,,,1000.10,24.86,45.57
193.78,00:03:13,,,15.39,1.97,30.39,,,1001.10,24.86,45.81
197.13,00:03:17,28.17,1774.67,20.14,1.62,32.62,18.38,13.81,1000.50,24.86,45.91
199.83,00:03:19,33.92,2137.17,19.37,1.93,37.50,17.55,13.55,1000.70,24.86,45.94
204.08,00:03:24,30.63,1929.67,14.64,2.28,33.45,17.33,13.53,1001.10,24.86,46.03
208.01,00:03:28,30.22,1903.67,15.21,2.25,34.38,18.06,13.82,1001.30,24.86,46.22
211.75,00:03:31,33.37,2102.00,15.56,2.35,36.64,17.43,13.58,1000.60,24.86,46.39
215.91,00:03:35,,,14.46,2.39,34.60,,,1001.50,24.86,46.61
219.73,00:03:39,,,15.69,2.28,35.82,,,1000.50,24.86,46.90
224,00:03:44,32.57,2052.00,15.07,2.56,38.62,18.82,14.14,1000.10,24.86,47.17
227.83,00:03:47,30.29,1908.00,14.97,2.33,34.95,18.32,13.94,1001.50,24.86,47.41
232.08,00:03:52,32.28,2033.33,14.82,2.54,37.67,18.53,14.04,1000.40,24.87,47.74
236.22,00:03:56,30.43,1917.00,14.41,2.42,34.91,18.21,13.90,1000.70,24.86,48.00
240.58,00:04:00,,,13.11,2.41,31.71,,,1001.60,24.86,48.26
245.15,00:04:05,,,13.04,2.54,33.24,,,999.20,24.86,48.45
249.31,00:04:09,32.80,2066.17,14.61,2.38,34.91,16.90,13.34,999.50,24.86,48.66
254.08,00:04:14,,,12.47,2.48,30.95,,,999.70,24.86,48.86
257.9,00:04:17,,,15.70,2.50,39.38,,,999.30,24.86,49.07
261.69,00:04:21,30.04,1892.50,15.68,2.15,33.81,17.87,13.72,1000.20,24.86,49.33
265.47,00:04:25,,,15.61,2.31,36.20,,,1000.40,24.87,49.55
273.18,00:04:33,33.02,2080.50,15.67,2.41,37.83,18.18,13.88,999.80,24.86,49.89
277.21,00:04:37,29.85,1880.50,14.61,2.28,33.36,17.74,13.69,1000.40,24.86,50.09
281.58,00:04:41,34.90,2198.83,16.09,2.56,41.30,18.78,14.12,999.20,24.86,50.26
285.11,00:04:45,27.25,1717.00,14.78,2.16,32.03,18.65,14.02,999.10,24.86,50.50
288.64,00:04:48,,,16.34,2.43,39.80,,,1000.40,24.86,50.67
292.72,00:04:52,35.51,2236.83,17.66,2.45,43.38,19.39,14.33,999.70,24.86,50.90
295.72,00:04:55,31.17,1963.83,16.27,2.30,37.53,19.11,14.21,1000.00,24.86,51.17
299.97,00:04:59,32.43,2043.00,16.87,2.40,40.66,19.90,14.50,1000.80,24.86,51.40
302.79,00:05:02,,,17.74,2.13,37.81,,,1001.20,24.87,51.58
306.51,00:05:06,18.65,1175.00,25.10,1.23,31.05,26.43,15.87,1000.90,24.86,50.05
308.59,00:05:08,16.11,1015.17,29.40,1.03,30.48,30.02,16.40,1001.80,24.86,50.01
310.55,00:05:10,14.38,905.83,29.66,0.93,27.62,30.49,16.40,1000.30,24.86,49.97
312.93,00:05:12,17.41,1096.67,26.35,1.23,32.61,29.74,16.43,1001.00,24.86,49.91
315.12,00:05:15,17.03,1072.67,26.62,1.22,32.55,30.34,16.52,1001.60,24.86,49.90
317.2,00:05:17,13.81,870.33,28.98,1.03,29.89,34.34,16.96,999.90,24.86,49.87
319.07,00:05:19,13.87,873.83,31.81,0.98,31.25,35.76,17.10,999.90,24.87,49.85
321.26,00:05:21,14.81,933.00,28.00,1.12,31.48,33.74,16.93,999.90,24.86,49.84
323.05,00:05:23,13.15,828.50,32.47,0.91,29.82,35.99,17.09,999.80,24.86,49.80
324.81,00:05:24,13.81,869.83,37.00,0.83,30.88,35.50,16.99,1002.00,24.86,49.82
326.9,00:05:26,13.45,847.33,29.09,0.97,28.29,33.39,16.82,1000.50,24.87,49.79
329.51,00:05:29,16.89,1063.83,22.03,1.37,30.24,28.43,16.27,1001.30,24.86,49.72
331.51,00:05:31,13.27,836.00,29.15,0.91,26.74,31.99,16.61,1001.20,24.87,49.71
333.21,00:05:33,14.63,922.00,36.08,0.79,28.85,31.29,16.43,1001.20,24.86,49.69
335.3,00:05:35,15.04,947.33,28.65,1.00,28.70,30.30,16.41,1000.00,24.87,49.68
338.03,00:05:38,18.94,1193.00,21.87,1.45,31.86,26.71,15.99,1000.70,24.86,49.63
340.54,00:05:40,15.94,1004.00,23.91,1.17,28.19,28.08,16.14,1000.10,24.86,49.60
342.51,00:05:42,15.35,967.33,30.94,0.96,29.70,30.70,16.45,1000.20,24.87,49.62
344.68,00:05:44,13.10,825.00,27.92,0.89,24.85,30.12,16.32,1000.70,24.86,49.62
346.57,00:05:46,15.93,1003.33,30.72,0.93,28.72,28.62,16.11,999.60,24.86,49.60
348.56,00:05:48,15.92,1002.67,31.20,0.86,27.09,27.02,15.77,1001.10,24.86,49.60
351.46,00:05:51,20.44,1287.67,20.21,1.51,30.60,23.76,15.39,999.90,24.86,49.55
353.42,00:05:53,17.48,1101.00,31.70,1.01,32.21,29.26,16.26,1000.30,24.87,49.54
355.41,00:05:55,16.32,1028.17,31.94,0.95,30.43,29.60,16.28,1000.80,24.87,49.56
357.01,00:05:57,14.89,938.17,34.99,0.76,26.86,28.63,15.97,1000.70,24.86,49.55
359.32,00:05:59,17.15,1080.50,28.16,1.09,30.89,28.59,16.20,1001.30,24.86,49.55
360.91,00:06:00,16.00,1007.83,36.35,0.80,29.08,28.85,16.04,999.70,24.87,49.54
362.37,00:06:02,16.03,1010.00,38.15,0.77,29.39,29.10,16.05,999.50,24.86,49.58
363.81,00:06:03,17.45,1099.33,39.70,0.78,31.33,28.50,15.97,999.70,24.87,49.57
365.59,00:06:05,16.35,1030.00,37.98,0.77,29.29,28.44,15.95,1001.70,24.86,49.59
367.2,00:06:07,17.71,1115.83,34.31,0.92,31.86,28.55,16.09,1000.10,24.86,49.54
368.66,00:06:08,19.62,1236.00,38.80,0.87,34.04,27.54,15.88,1000.90,24.86,49.52
370.75,00:06:10,16.74,1054.50,32.66,0.94,30.93,29.33,16.23,999.90,24.87,49.54
372.21,00:06:12,16.78,1056.83,34.15,0.92,31.53,29.83,16.30,1000.40,24.87,49.54
374.08,00:06:14,16.67,1050.50,33.36,0.95,31.75,30.22,16.38,1000.90,24.87,49.52
375.98,00:06:15,16.42,1034.33,31.56,0.97,30.80,29.78,16.32,1000.80,24.88,49.51
377.87,00:06:17,16.90,1064.83,31.46,0.99,31.46,29.54,16.30,1000.70,24.87,49.52
379.54,00:06:19,17.15,1080.67,35.87,0.86,31.12,28.80,16.09,1001.00,24.87,49.53
381.63,00:06:21,15.88,1000.50,28.53,0.99,28.37,28.36,16.10,1000.10,24.87,49.52
384.12,00:06:24,19.49,1227.83,25.41,1.27,32.46,26.44,15.88,1000.80,24.87,49.51
386.62,00:06:26,13.41,844.67,22.94,0.96,22.10,26.16,15.67,999.60,24.87,49.50
388.3,00:06:28,19.79,1246.83,36.00,0.90,32.56,26.11,15.63,1001.10,24.87,49.49
390.26,00:06:30,18.13,1142.33,35.10,0.88,31.06,27.19,15.81,998.90,24.88,49.47
391.92,00:06:31,19.64,1237.33,30.71,1.08,33.34,26.95,15.90,1000.10,24.87,49.51
393.69,00:06:33,18.72,1179.67,34.02,0.95,32.33,27.41,15.90,999.50,24.87,49.52
395.34,00:06:35,18.57,1169.67,37.40,0.89,33.64,28.76,16.10,999.70,24.88,49.50
397.93,00:06:37,19.89,1253.00,22.52,1.42,32.16,25.67,15.79,1002.00,24.88,49.53
400.64,00:06:40,16.74,1054.83,25.39,1.15,29.39,27.86,16.09,1000.10,24.87,49.54
403.13,00:06:43,18.24,1148.83,23.60,1.28,30.32,26.39,15.87,999.70,24.87,49.54
405.13,00:06:45,17.70,1115.33,30.00,1.06,32.05,28.74,16.21,1000.80,24.86,49.54
407.32,00:06:47,17.33,1091.67,28.58,1.08,31.09,28.48,16.17,1000.50,24.88,49.53
409.28,00:06:49,18.92,1191.83,29.29,1.14,33.52,28.12,16.14,1001.70,24.88,49.53
412.16,00:06:52,17.19,1082.83,21.13,1.35,28.58,26.39,15.90,1000.70,24.88,49.56
413.95,00:06:53,16.91,1065.33,32.51,0.93,30.51,28.64,16.11,1000.00,24.87,49.56
416.02,00:06:56,16.77,1056.33,31.48,0.97,30.84,29.20,16.23,1000.80,24.88,49.59
417.8,00:06:57,17.80,1121.67,31.02,1.03,32.22,28.73,16.18,999.20,24.88,49.59
421.24,00:07:01,13.86,873.33,17.79,1.30,23.22,26.59,15.92,999.50,24.88,49.65
423.41,00:07:03,20.21,1273.17,29.90,1.10,33.07,25.97,15.72,999.80,24.88,49.65
426.23,00:07:06,14.83,934.00,19.94,1.18,23.71,25.39,15.64,1000.60,24.88,49.67
428.92,00:07:08,23.64,1489.17,22.43,1.61,36.32,24.39,15.56,1000.20,24.89,49.66
431.22,00:07:11,18.61,1172.50,26.38,1.16,30.67,26.16,15.78,1000.60,24.88,49.68
433.18,00:07:13,16.02,1009.50,31.19,0.92,28.92,28.65,16.11,1000.50,24.88,49.73
435.26,00:07:15,17.96,1131.33,27.67,1.13,31.41,27.76,16.06,999.20,24.88,49.75
436.81,00:07:16,18.53,1167.50,38.00,0.90,34.30,29.38,16.21,999.90,24.88,49.76
439.91,00:07:19,18.97,1195.33,19.88,1.57,31.22,26.12,15.92,1001.90,24.89,49.77
443.03,00:07:23,16.31,1027.33,18.45,1.44,26.66,25.95,15.84,1000.00,24.88,49.84
445.4,00:07:25,17.37,1094.50,26.42,1.13,30.07,27.47,16.02,1000.20,24.89,49.84
447.18,00:07:27,16.85,1061.67,32.34,0.91,29.72,27.99,15.99,1001.00,24.89,49.88
448.93,00:07:28,18.39,1158.83,36.25,0.87,31.74,27.39,15.85,1000.60,24.89,49.92
451.55,00:07:31,22.32,1406.17,22.85,1.47,33.78,24.02,15.44,1000.40,24.89,49.90
453.66,00:07:33,16.78,1057.33,27.99,1.06,29.87,28.25,16.12,999.70,24.89,49.93
455.34,00:07:35,17.61,1109.50,36.52,0.89,32.78,29.54,16.24,1000.60,24.89,49.94
457.33,00:07:37,18.44,1161.83,31.97,1.05,33.73,29.03,16.25,1000.90,24.89,49.95
459.41,00:07:39,18.33,1154.50,26.25,1.21,31.88,27.61,16.08,1001.70,24.89,49.95
461.69,00:07:41,17.11,1077.83,26.72,1.13,30.45,28.25,16.15,999.80,24.89,49.97
463.55,00:07:43,17.00,1071.00,31.48,0.98,31.05,28.99,16.20,1000.30,24.89,49.96
466.13,00:07:46,19.34,1218.67,23.49,1.39,32.75,26.87,16.00,999.80,24.89,49.96
468.49,00:07:48,15.99,1007.67,25.31,1.15,29.34,29.12,16.30,1000.10,24.90,49.94
470.49,00:07:50,15.73,990.83,31.91,0.94,30.15,30.43,16.40,999.20,24.89,49.92
472.47,00:07:52,17.28,1088.83,32.20,1.02,32.97,30.28,16.42,998.90,24.90,49.93
474.3,00:07:54,17.30,1090.00,30.08,1.06,32.08,29.43,16.31,1000.20,24.90,49.91
476.17,00:07:56,17.67,1113.00,31.13,1.03,32.18,28.91,16.22,1001.50,24.89,49.88
478.15,00:07:58,13.86,873.17,33.75,0.74,25.00,28.63,15.94,999.90,24.90,49.87
479.91,00:07:59,17.25,1086.83,30.93,1.00,31.15,28.66,16.16,999.50,24.90,49.87
481.93,00:08:01,17.93,1129.50,30.55,1.03,31.51,27.90,16.04,999.60,24.90,49.86
483.66,00:08:03,17.92,1129.00,33.25,0.94,31.57,27.96,16.00,999.40,24.89,49.86
485.63,00:08:05,17.70,1115.33,31.07,1.03,32.17,28.84,16.20,999.80,24.89,49.85
487.21,00:08:07,18.24,1149.17,36.50,0.91,33.52,29.17,16.19,1000.20,24.90,49.82
489.22,00:08:09,17.21,1084.17,33.18,0.93,31.08,28.67,16.11,999.10,24.90,49.84
491.11,00:08:11,18.92,1192.17,29.69,1.13,33.81,28.36,16.18,1001.80,24.90,49.84
493.11,00:08:13,17.86,1125.17,31.86,1.03,32.85,29.20,16.26,1000.70,24.90,49.85
494.87,00:08:14,15.89,1001.17,34.15,0.85,29.25,29.22,16.15,999.60,24.90,49.88
496.3,00:08:16,17.59,1108.00,37.61,0.86,32.65,29.47,16.20,999.40,24.91,49.89
498.19,00:08:18,18.15,1143.33,32.23,1.02,33.13,28.98,16.22,999.00,24.91,49.91
500.25,00:08:20,18.72,1179.33,29.79,1.11,33.21,28.16,16.14,1001.90,24.91,49.91
502.03,00:08:22,15.61,983.33,31.90,0.90,28.80,29.29,16.20,1001.40,24.91,49.95
504.25,00:08:24,17.93,1129.83,27.44,1.15,31.69,28.05,16.12,999.20,24.91,49.97
506.04,00:08:26,16.36,1030.67,37.54,0.80,30.27,29.37,16.14,1001.10,24.91,50.01
507.3,00:08:27,16.46,1037.17,39.57,0.77,30.48,29.39,16.11,1000.90,24.91,50.00
509.28,00:08:29,15.73,990.83,32.87,0.88,29.23,29.50,16.21,999.10,24.91,50.01
511.05,00:08:31,16.55,1042.83,32.52,0.92,30.17,28.93,16.16,1000.20,24.91,49.98
512.93,00:08:32,17.33,1092.00,31.56,1.00,31.87,29.18,16.24,998.90,24.91,49.98
515.3,00:08:35,20.67,1302.00,25.26,1.35,34.35,26.38,15.91,1002.00,24.91,49.94
519.05,00:08:39,14.45,910.50,16.29,1.39,22.74,24.98,15.63,1000.10,24.91,49.94
521.95,00:08:41,20.90,1316.67,21.46,1.47,31.62,24.02,15.45,1001.90,24.91,49.92
524.88,00:08:44,19.11,1203.83,19.86,1.49,29.63,24.61,15.57,999.70,24.92,49.90
527.4,00:08:47,18.94,1193.00,23.21,1.33,30.88,25.88,15.79,1000.10,24.92,49.88
529.78,00:08:49,18.92,1191.83,24.87,1.30,32.43,27.21,16.04,1001.50,24.92,49.91
532.3,00:08:52,17.43,1098.00,26.35,1.15,30.36,27.65,16.06,1000.90,24.92,49.93
534.07,00:08:54,14.98,943.67,33.13,0.80,26.82,28.42,15.97,999.70,24.92,49.96
535.92,00:08:55,16.13,1016.33,31.42,0.91,28.67,28.21,16.02,999.40,24.92,49.97
537.42,00:08:57,17.69,1114.67,36.54,0.85,31.10,27.90,15.92,1000.20,24.92,49.97
539.49,00:08:59,17.76,1118.67,33.58,0.90,30.54,27.30,15.86,999.90,24.92,49.97
541.65,00:09:01,19.73,1242.83,24.99,1.27,31.95,25.71,15.74,1001.20,24.92,49.95
543.83,00:09:03,15.69,988.67,28.13,0.97,27.52,27.84,16.00,1000.80,24.92,49.95
545.8,00:09:05,16.82,1059.83,30.53,0.97,29.72,28.04,16.03,999.60,24.92,49.97
547.99,00:09:07,17.32,1091.17,26.48,1.10,29.13,26.70,15.86,1000.30,24.92,49.94
549.86,00:09:09,16.82,1059.50,31.58,0.93,29.40,27.75,15.95,1000.50,24.92,49.97
552.14,00:09:12,18.37,1157.50,26.10,1.16,30.29,26.17,15.78,1000.60,24.92,49.94
553.83,00:09:13,18.56,1169.17,35.19,0.90,31.86,27.25,15.85,1001.70,24.93,49.96
556.51,00:09:16,18.65,1175.17,22.47,1.31,29.60,25.19,15.65,1000.50,24.92,49.97
558.73,00:09:18,18.60,1171.67,27.46,1.13,31.30,26.71,15.88,1000.00,24.93,50.01
560.38,00:09:20,18.00,1134.17,36.03,0.88,31.96,28.18,16.00,1000.20,24.93,50.02
562.46,00:09:22,16.78,1057.00,33.26,0.91,30.29,28.66,16.10,1000.60,24.92,50.02
565.86,00:09:25,23.81,1500.33,16.63,2.34,38.96,25.97,16.00,1001.60,24.93,50.03
567.95,00:09:27,13.95,879.00,27.35,1.00,27.49,31.27,16.56,1000.00,24.93,50.14
569.63,00:09:29,14.01,882.33,36.65,0.71,26.16,29.65,16.08,1000.50,24.93,50.18
571.7,00:09:31,15.52,977.83,33.56,0.82,27.56,28.18,15.94,1000.10,24.93,50.21
573.17,00:09:33,18.58,1170.33,36.64,0.88,32.37,27.66,15.90,999.60,24.93,50.24
574.89,00:09:34,18.24,1149.33,38.93,0.81,31.55,27.45,15.81,1001.10,24.93,50.25
576.65,00:09:36,16.83,1060.00,32.88,0.89,29.36,27.70,15.91,999.30,24.93,50.26
578.16,00:09:38,18.13,1142.33,34.83,0.91,31.92,27.94,15.98,1001.60,24.93,50.27
580.02,00:09:40,17.63,1110.67,34.60,0.87,30.38,27.35,15.84,1000.10,24.93,50.26
581.73,00:09:41,18.32,1154.17,31.18,1.01,31.77,27.53,15.96,999.30,24.93,50.26
583.72,00:09:43,17.83,1123.33,31.13,1.00,31.44,27.99,16.04,999.80,24.93,50.26
586.03,00:09:46,18.10,1140.00,29.43,1.06,31.48,27.61,16.02,1001.40,24.94,50.24
588.75,00:09:48,16.87,1062.50,20.58,1.31,27.09,25.50,15.72,1001.10,24.94,50.20
590.42,00:09:50,16.85,1061.33,38.33,0.78,30.25,28.50,15.97,999.80,24.93,50.16
592.09,00:09:52,16.56,1043.17,36.85,0.80,29.53,28.31,15.95,1000.40,24.93,50.15
593.88,00:09:53,16.21,1021.33,34.29,0.81,27.82,27.24,15.77,1001.00,24.94,50.15
595.65,00:09:55,17.41,1097.00,30.19,0.96,29.12,26.55,15.75,1000.00,24.94,50.10
597.21,00:09:57,18.99,1196.17,37.62,0.83,31.53,26.36,15.61,999.20,24.94,50.09
598.79,00:09:58,19.38,1221.17,39.74,0.82,32.62,26.71,15.66,999.10,24.94,50.08
600.2,00:10:00,18.75,1181.00,41.43,0.77,32.23,27.29,15.73,998.80,24.94,50.08
601.77,00:10:01,17.97,1132.33,42.75,0.73,31.31,27.65,15.75,999.40,24.94,50.06
603.35,00:10:03,17.91,1128.50,38.80,0.81,31.81,28.19,15.94,999.20,24.95,50.06
604.69,00:10:04,19.62,1236.17,38.46,0.87,33.62,27.20,15.82,1001.50,24.94,50.05
607.6,00:10:07,18.48,1164.33,37.87,0.89,33.74,28.98,16.14,1000.60,24.95,50.05
609.46,00:10:09,16.43,1035.17,34.89,0.85,29.74,28.73,16.06,999.60,24.94,50.06
610.91,00:10:10,17.63,1110.67,37.67,0.82,31.13,28.03,15.92,1000.30,24.95,50.06
612.88,00:10:12,18.31,1153.83,32.15,0.98,31.73,27.50,15.95,1001.80,24.95,50.06
615.38,00:10:15,17.72,1116.67,24.63,1.15,28.45,25.48,15.64,1000.00,24.95,50.08
616.93,00:10:16,17.77,1119.50,32.73,0.89,29.34,26.21,15.63,1000.40,24.95,50.08
618.84,00:10:18,19.77,1245.50,31.91,1.03,33.13,26.60,15.81,1000.30,24.96,50.09
621.65,00:10:21,23.39,1473.50,21.84,1.60,34.98,23.74,15.41,1001.10,24.94,50.08
623.53,00:10:23,18.93,1192.33,34.85,0.93,32.75,27.47,15.90,999.40,24.95,50.09
625.18,00:10:25,18.11,1141.00,32.69,0.96,31.69,27.77,15.98,1000.00,24.96,50.14
627.77,00:10:27,22.02,1387.50,23.14,1.48,34.43,24.81,15.62,1000.80,24.96,50.19
630.14,00:10:30,20.73,1306.00,25.37,1.29,32.94,25.22,15.65,1000.30,24.96,50.24
632.45,00:10:32,18.53,1167.50,26.57,1.12,29.77,25.50,15.63,1000.20,24.95,50.29
635.39,00:10:35,24.33,1532.67,20.08,1.74,35.02,22.85,15.23,1000.30,24.94,50.34
638.4,00:10:38,22.41,1412.00,20.20,1.56,31.55,22.34,15.05,999.70,24.96,50.40
641.64,00:10:41,20.19,1272.00,20.04,1.51,30.34,23.85,15.42,1001.10,24.97,50.44
644.38,00:10:44,23.30,1468.00,19.81,1.68,33.32,22.70,15.17,1000.10,24.97,50.46
647.39,00:10:47,24.83,1564.00,19.95,1.79,35.75,22.86,15.24,1000.90,24.97,50.51
650.8,00:10:50,22.39,1410.33,20.05,1.66,33.30,23.61,15.40,1001.70,24.97,50.59
653.73,00:10:53,19.78,1245.83,17.84,1.58,28.24,22.67,15.14,1000.20,24.97,50.67
656.67,00:10:56,23.78,1497.83,20.21,1.59,32.25,21.53,14.84,999.90,24.98,50.74
660.17,00:11:00,26.55,1672.83,17.81,2.06,36.79,21.99,15.06,999.50,24.97,50.79
663.19,00:11:03,25.58,1611.67,19.98,1.82,36.52,22.66,15.21,1001.90,24.98,50.89
665.99,00:11:05,23.30,1468.00,20.55,1.65,33.95,23.13,15.27,999.20,24.97,51.02
668.88,00:11:08,23.26,1465.33,22.30,1.54,34.43,23.50,15.34,1001.50,24.97,51.14
671.56,00:11:11,22.93,1444.50,21.22,1.52,32.30,22.36,15.04,999.10,24.97,51.23
674.15,00:11:14,26.86,1692.33,23.03,1.60,36.94,21.83,14.92,999.10,24.98,51.33
676.42,00:11:16,26.38,1661.83,25.54,1.44,36.90,22.20,14.98,1000.90,24.98,51.45
678.98,00:11:18,23.09,1454.50,24.39,1.37,33.54,23.06,15.18,1000.20,24.98,51.53
681.27,00:11:21,21.99,1385.67,25.53,1.31,33.53,24.20,15.43,1000.20,24.98,51.62
683.54,00:11:23,27.11,1708.00,27.19,1.42,38.73,22.68,15.09,999.40,24.98,51.67
686.37,00:11:26,23.69,1492.33,22.85,1.49,34.12,22.86,15.17,1000.30,24.98,51.73
688.8,00:11:28,25.64,1615.33,22.72,1.59,36.27,22.45,15.10,1001.80,24.98,51.79
691.29,00:11:31,25.25,1591.00,24.27,1.49,36.20,22.75,15.13,998.40,24.98,51.84
693.56,00:11:33,25.84,1627.83,25.95,1.43,37.30,22.91,15.16,999.20,24.98,51.91
696.17,00:11:36,25.88,1630.67,22.75,1.65,37.75,23.15,15.29,1001.80,24.99,51.98
699.15,00:11:39,23.24,1463.83,20.18,1.67,33.88,23.14,15.29,1000.70,24.99,52.05
701.79,00:11:41,25.59,1612.00,24.17,1.51,36.51,22.65,15.11,998.80,24.99,52.12
704.6,00:11:44,25.76,1622.83,20.35,1.79,36.59,22.55,15.16,1000.20,24.99,52.20
707.42,00:11:47,23.83,1501.17,22.75,1.53,34.99,23.31,15.27,997.70,24.99,52.26
709.8,00:11:49,23.19,1461.00,23.17,1.51,35.04,23.98,15.44,999.30,24.99,52.31
712.53,00:11:52,26.94,1697.50,22.00,1.72,37.99,22.38,15.11,1001.50,24.99,52.34
715.21,00:11:55,26.07,1642.17,23.26,1.61,37.59,22.89,15.20,999.40,24.99,52.40
718.12,00:11:58,26.13,1646.33,20.90,1.87,39.10,23.75,15.46,998.90,25.00,52.47
720.31,00:12:00,26.94,1697.33,25.35,1.61,40.98,24.14,15.51,1001.60,24.99,52.54
723.22,00:12:03,,,21.07,1.66,35.06,,,999.10,24.99,52.63
725.63,00:12:05,25.34,1596.17,25.42,1.51,38.55,24.15,15.47,999.30,25.00,52.70
728.16,00:12:08,25.70,1619.17,22.77,1.69,38.70,23.90,15.47,1000.30,25.00,52.79
