Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
2.06,00:00:02,6.81,470.17,20.75,0.68,14.21,30.22,16.14,1000.10,22.97,39.78
4.44,00:00:04,7.12,491.33,18.55,0.81,15.09,30.71,16.35,1000.30,22.98,39.79
8.38,00:00:08,5.93,409.17,17.71,0.76,13.59,33.21,16.66,1000.10,22.98,39.78
11.65,00:00:11,5.36,370.17,18.31,0.69,12.70,34.31,16.72,1000.20,22.98,39.78
14.76,00:00:14,5.90,407.00,17.20,0.86,14.89,36.58,17.12,1000.10,22.99,39.76
17.96,00:00:17,5.80,400.33,20.72,0.75,15.60,38.97,17.28,1000.10,22.99,39.75
20.78,00:00:20,5.10,351.83,18.91,0.73,13.83,39.31,17.29,1000.20,22.99,39.74
24.81,00:00:24,5.09,351.50,15.15,0.99,15.11,42.99,17.75,1000.10,23.00,39.72
28.24,00:00:28,5.13,354.17,18.59,0.76,14.16,39.98,17.38,1000.30,23.00,39.71
31.95,00:00:31,4.73,326.33,17.15,0.73,12.61,38.64,17.23,1000.20,23.01,39.69
35.6,00:00:35,4.86,335.00,15.84,0.83,13.23,39.49,17.39,1000.20,23.02,39.69
39.22,00:00:39,5.53,381.50,16.11,0.95,15.39,40.34,17.52,1000.20,23.02,39.68
43.08,00:00:43,4.75,327.83,16.47,0.82,13.52,41.24,17.53,1000.20,23.02,39.67
46.31,00:00:46,4.97,343.00,16.58,0.86,14.35,41.84,17.60,1000.30,23.02,39.67
50.24,00:00:50,4.33,298.83,16.43,0.82,13.49,45.14,17.82,1000.20,23.03,39.65
54.21,00:00:54,4.21,290.17,16.19,0.83,13.53,46.63,17.93,1000.20,23.03,39.65
57.01,00:00:57,4.25,293.50,18.30,0.78,14.29,48.69,18.03,1000.20,23.03,39.66
