Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH]
210.68,00:03:30,2.86,188.50,19.15,0.36,6.91,36.66,16.27,1013.40,22.48,29.11
214.59,00:03:34,2.81,185.50,19.77,0.34,6.75,36.39,16.13,1013.50,22.48,29.09
217.38,00:03:37,3.04,200.67,20.70,0.34,7.19,35.83,16.08,1013.50,22.48,29.11
220.26,00:03:40,3.29,217.17,21.92,0.35,7.72,35.55,16.08,1013.50,22.48,29.08
222.96,00:03:42,3.33,219.83,21.06,0.35,7.55,34.34,15.95,1013.50,22.49,29.09
225.96,00:03:45,3.33,219.67,20.15,0.36,7.42,33.78,15.92,1013.40,22.49,29.07
228.95,00:03:48,3.20,211.17,19.38,0.35,6.95,32.91,15.73,1013.50,22.50,29.06
231.5,00:03:51,3.28,216.33,19.93,0.36,7.24,33.47,15.84,1013.50,22.50,29.06
234.31,00:03:54,2.90,191.67,20.90,0.31,6.59,34.38,15.65,1013.50,22.50,29.04
237.67,00:03:57,3.01,198.83,20.20,0.33,6.78,34.10,15.76,1013.40,22.50,29.06
240.47,00:04:00,2.88,190.17,20.75,0.31,6.57,34.55,15.68,1013.50,22.50,29.04
243.53,00:04:03,2.90,191.33,20.43,0.32,6.59,34.44,15.71,1013.50,22.50,29.03
246.67,00:04:06,2.73,180.33,18.35,0.33,6.21,34.44,15.83,1013.50,22.51,29.03
252.22,00:04:12,2.57,169.33,19.88,0.32,6.49,38.33,16.27,1013.50,22.51,29.03
255.01,00:04:15,2.65,175.00,19.05,0.36,6.96,39.77,16.66,1013.50,22.52,29.03
259.01,00:04:19,2.88,190.17,19.69,0.36,7.10,37.34,16.36,1013.50,22.52,29.01
261.86,00:04:21,3.18,210.00,20.16,0.37,7.55,35.95,16.25,1013.50,22.52,29.02
264.88,00:04:24,3.22,212.67,20.29,0.35,7.30,34.33,15.95,1013.50,22.52,29.00
267.15,00:04:27,2.96,195.17,21.27,0.31,6.78,34.74,15.73,1013.40,22.52,29.00
270.11,00:04:30,3.15,208.00,19.69,0.36,7.23,34.76,16.05,1013.50,22.53,29.00
273.93,00:04:33,2.95,194.67,19.56,0.34,6.79,34.88,15.95,1013.50,22.53,28.99
275.85,00:04:35,2.36,156.00,26.28,0.25,6.70,42.95,16.13,1013.50,22.53,28.99
278.93,00:04:38,2.68,177.00,20.30,0.33,6.85,38.70,16.39,1013.50,22.53,29.00
281.56,00:04:41,2.43,160.67,18.39,0.35,6.54,40.70,16.71,1013.50,22.54,28.97
285.33,00:04:45,4.85,320.17,25.94,0.50,13.07,40.82,17.19,1013.40,22.54,28.94
288.65,00:04:48,3.57,235.50,19.48,0.44,8.61,36.56,16.59,1013.40,22.54,28.95
291.96,00:04:51,3.14,207.50,18.04,0.46,8.46,40.77,17.11,1013.40,22.55,28.92
295.63,00:04:55,3.41,225.00,17.17,0.53,9.10,40.44,17.20,1013.40,22.55,28.91
299.24,00:04:59,3.15,208.00,16.98,0.40,6.85,32.93,15.96,1013.40,22.55,28.88
302.18,00:05:02,3.45,227.50,18.76,0.42,7.95,34.95,16.33,1013.40,22.55,28.88
305.31,00:05:05,3.46,228.50,19.56,0.40,7.95,34.79,16.24,1013.50,22.55,28.87
308.73,00:05:08,2.81,185.67,18.60,0.34,6.34,34.15,15.80,1013.40,22.56,28.87
311.27,00:05:11,3.61,238.50,19.42,0.45,8.78,36.81,16.65,1013.40,22.56,28.87
314.86,00:05:14,3.48,229.67,19.16,0.39,7.59,33.05,15.95,1013.50,22.57,28.87
317.75,00:05:17,3.39,223.50,20.47,0.36,7.42,33.20,15.79,1013.40,22.56,28.87
320.69,00:05:20,3.16,208.67,18.40,0.37,6.90,33.07,15.84,1013.40,22.57,28.86
323.74,00:05:23,3.23,213.50,19.13,0.39,7.46,34.94,16.19,1013.40,22.57,28.85
327.02,00:05:27,3.74,246.67,20.02,0.43,8.72,35.35,16.42,1013.40,22.57,28.85
330.15,00:05:30,3.88,256.00,19.95,0.44,8.97,35.04,16.43,1013.50,22.57,28.85
332.95,00:05:32,3.58,236.50,20.63,0.38,8.02,33.91,16.04,1013.40,22.58,28.82
335.83,00:05:35,3.54,233.67,21.32,0.38,8.20,35.09,16.18,1013.40,22.58,28.83
338.71,00:05:38,3.54,233.33,20.77,0.40,8.35,35.79,16.35,1013.40,22.58,28.82
342.35,00:05:42,3.08,203.33,15.20,0.47,7.17,35.26,16.52,1013.40,22.58,28.81
345.53,00:05:45,3.28,216.33,22.47,0.34,7.73,35.73,16.05,1013.50,22.58,28.80
347.84,00:05:47,2.87,189.33,19.20,0.37,7.29,38.50,16.58,1013.40,22.58,28.81
351.19,00:05:51,2.35,155.33,18.71,0.34,6.45,41.52,16.74,1013.50,22.59,28.78
354.51,00:05:54,2.54,167.83,19.51,0.39,7.62,45.40,17.28,1013.50,22.59,28.79
358.24,00:05:58,2.53,167.00,17.62,0.42,7.44,44.55,17.32,1013.50,22.59,28.77
361.15,00:06:01,2.70,178.33,20.12,0.38,7.68,43.07,17.05,1013.40,22.59,28.77
363.63,00:06:03,2.58,170.33,19.04,0.38,7.29,42.80,17.04,1013.50,22.60,28.76
366.64,00:06:06,2.57,169.50,21.07,0.35,7.51,44.31,17.06,1013.50,22.60,28.77
369.91,00:06:09,2.64,174.50,17.66,0.43,7.70,44.13,17.32,1013.50,22.61,28.76
373.73,00:06:13,2.96,195.17,19.65,0.39,7.75,39.71,16.78,1013.50,22.60,28.75
375.81,00:06:15,2.76,182.00,20.49,0.38,7.97,43.79,17.15,1013.50,22.60,28.74
379.31,00:06:19,2.53,166.83,20.76,0.36,7.67,45.97,17.25,1013.40,22.61,28.73
382.14,00:06:22,2.37,156.17,19.00,0.37,7.19,46.04,17.29,1013.50,22.61,28.72
385.62,00:06:25,2.58,170.50,20.85,0.34,7.19,42.17,16.80,1013.50,22.61,28.73
388.71,00:06:28,2.68,176.83,19.57,0.35,6.93,39.19,16.54,1013.50,22.61,28.72
391.48,00:06:31,2.54,167.33,18.33,0.35,6.50,38.85,16.50,1013.50,22.62,28.71
394.38,00:06:34,2.88,190.33,20.10,0.37,7.59,39.88,16.73,1013.50,22.62,28.73
397.48,00:06:37,3.23,213.17,21.45,0.37,7.97,37.39,16.42,1013.50,22.62,28.71
400.47,00:06:40,3.32,219.17,21.21,0.37,7.92,36.14,16.27,1013.50,22.62,28.71
402.91,00:06:42,2.90,191.67,17.67,0.39,6.90,36.00,16.33,1013.50,22.62,28.71
405.89,00:06:45,3.12,206.00,22.90,0.35,8.12,39.42,16.57,1013.50,22.63,28.70
408.88,00:06:48,2.71,179.17,19.95,0.36,7.26,40.52,16.73,1013.50,22.63,28.70
411.77,00:06:51,2.70,178.17,21.00,0.37,7.81,43.83,17.09,1013.50,22.63,28.71
415.17,00:06:55,2.79,184.00,20.41,0.40,8.23,44.73,17.27,1013.50,22.63,28.68
418.06,00:06:58,2.88,190.17,21.02,0.38,8.09,42.54,17.02,1013.50,22.63,28.66
421.16,00:07:01,2.87,189.50,19.89,0.40,8.06,42.53,17.09,1013.50,22.64,28.67
424.12,00:07:04,2.75,181.50,19.43,0.38,7.45,41.05,16.87,1013.50,22.64,28.66
426.52,00:07:06,2.82,185.83,20.13,0.39,7.94,42.73,17.07,1013.50,22.64,28.65
429.73,00:07:09,2.78,183.67,24.44,0.31,7.60,41.38,16.51,1013.50,22.65,28.64
432.19,00:07:12,2.72,179.33,19.02,0.39,7.43,41.43,16.94,1013.50,22.64,28.65
435.69,00:07:15,2.75,181.33,20.21,0.38,7.86,43.35,17.11,1013.50,22.65,28.65
438.92,00:07:18,2.68,177.17,19.52,0.36,7.20,40.64,16.77,1013.50,22.65,28.63
441.52,00:07:21,2.71,178.83,18.36,0.40,7.49,41.88,17.05,1013.50,22.65,28.62
445.25,00:07:25,2.74,181.17,18.76,0.41,7.86,43.38,17.21,1013.50,22.65,28.62
448.43,00:07:28,2.95,194.50,19.38,0.40,7.85,40.36,16.89,1013.50,22.66,28.60
451.2,00:07:31,3.09,203.67,21.27,0.39,8.39,41.19,16.93,1013.50,22.66,28.59
454.38,00:07:34,3.00,197.83,19.01,0.44,8.45,42.71,17.22,1013.50,22.66,28.58
456.97,00:07:36,2.79,183.83,17.56,0.43,7.60,41.34,17.07,1013.50,22.66,28.57
460.34,00:07:40,3.28,216.67,22.01,0.44,9.69,44.72,17.38,1013.50,22.66,28.57
463.53,00:07:43,3.15,207.67,19.68,0.43,8.52,41.03,17.04,1013.50,22.66,28.56
466.71,00:07:46,3.00,198.17,19.38,0.42,8.30,41.88,17.10,1013.50,22.67,28.52
469.51,00:07:49,3.02,199.50,20.84,0.38,7.99,40.05,16.77,1013.50,22.67,28.53
472.5,00:07:52,2.93,193.67,20.05,0.40,8.14,42.03,17.05,1013.50,22.67,28.53
475.72,00:07:55,2.82,186.33,18.61,0.41,7.78,41.75,17.06,1013.50,22.67,28.53
478.71,00:07:58,2.80,184.50,18.82,0.41,7.72,41.84,17.04,1013.50,22.67,28.52
481.82,00:08:01,2.91,192.33,19.93,0.43,8.68,45.13,17.40,1013.50,22.68,28.51
487.07,00:08:07,2.48,163.83,9.93,0.66,6.61,40.35,17.38,1013.50,22.68,28.49
491.22,00:08:11,3.03,199.67,19.50,0.34,6.64,33.25,15.66,1013.50,22.68,28.46
494.21,00:08:14,3.08,203.00,16.70,0.45,7.64,37.64,16.76,1013.50,22.68,28.48
497.84,00:08:17,2.90,191.33,18.37,0.40,7.46,38.99,16.75,1013.50,22.68,28.48
500.91,00:08:20,3.18,210.17,18.93,0.43,8.25,39.25,16.87,1013.50,22.69,28.48
504.22,00:08:24,3.23,213.17,18.60,0.43,8.11,38.04,16.74,1013.50,22.69,28.48
507.72,00:08:27,3.08,203.50,17.52,0.42,7.46,36.66,16.54,1013.50,22.69,28.48
510.71,00:08:30,3.22,212.33,18.13,0.44,8.02,37.77,16.73,1013.60,22.70,28.45
514.33,00:08:34,3.16,208.33,18.29,0.41,7.67,36.82,16.55,1013.60,22.70,28.45
517.42,00:08:37,2.97,196.17,19.13,0.37,7.16,36.50,16.32,1013.50,22.70,28.44
520.11,00:08:40,3.09,203.83,18.54,0.41,7.73,37.92,16.67,1013.50,22.70,28.44
523.81,00:08:43,3.01,198.83,18.66,0.40,7.54,37.92,16.62,1013.60,22.70,28.44
527.58,00:08:47,2.58,170.33,17.10,0.36,6.16,36.17,16.21,1013.60,22.71,28.43
530.46,00:08:50,2.38,157.00,16.36,0.35,5.77,36.75,16.24,1013.60,22.70,28.44
533.89,00:08:53,2.63,173.83,18.23,0.36,6.67,38.37,16.51,1013.50,22.71,28.43
537.84,00:08:57,2.78,183.33,17.92,0.37,6.76,36.87,16.38,1013.50,22.71,28.43
541.25,00:09:01,2.89,190.83,17.68,0.38,6.83,35.79,16.28,1013.50,22.72,28.42
544.09,00:09:04,3.26,215.33,19.51,0.39,7.71,35.81,16.33,1013.50,22.72,28.43
547.37,00:09:07,3.07,202.67,19.32,0.35,6.89,34.00,15.89,1013.50,22.72,28.44
550.15,00:09:10,2.88,190.00,18.41,0.35,6.46,34.00,15.85,1013.50,22.73,28.44
553.36,00:09:13,2.74,181.17,18.70,0.33,6.27,34.61,15.83,1013.60,22.72,28.42
556.76,00:09:16,2.78,183.67,17.22,0.36,6.24,33.97,15.92,1013.50,22.73,28.44
560.06,00:09:20,2.94,194.33,18.42,0.36,6.77,34.84,16.07,1013.50,22.73,28.42
563.87,00:09:23,2.85,188.00,18.26,0.35,6.46,34.36,15.92,1013.50,22.74,28.44
566.56,00:09:26,3.42,226.00,18.64,0.43,8.06,35.66,16.45,1013.50,22.74,28.44
570.08,00:09:30,3.41,224.83,19.63,0.38,7.60,33.80,16.02,1013.60,22.74,28.44
571.98,00:09:31,8.19,540.83,20.82,0.74,15.44,28.55,16.00,1013.50,22.80,28.24
574.97,00:09:34,6.95,459.00,19.27,0.71,13.71,29.87,16.18,1013.40,22.79,28.22
577.43,00:09:37,8.85,583.83,23.18,0.76,17.74,30.39,16.32,1013.50,22.80,28.23
580.74,00:09:40,7.45,492.00,19.14,0.73,14.12,28.70,16.02,1013.30,22.81,28.23
583.62,00:09:43,7.25,478.33,21.22,0.66,14.04,29.35,16.04,1013.30,22.81,28.24
586.62,00:09:46,6.11,403.50,21.12,0.56,11.88,29.44,15.88,1013.30,22.81,28.24
589,00:09:49,8.53,563.00,23.22,0.72,16.92,30.05,16.23,1013.30,22.81,28.24
591.76,00:09:51,7.64,504.00,22.24,0.70,15.61,30.97,16.34,1013.20,22.82,28.24
594.94,00:09:54,6.70,442.17,20.25,0.67,13.64,30.85,16.29,1013.30,22.82,28.24
596.92,00:09:56,9.09,600.17,25.35,0.66,16.96,28.26,15.86,1013.60,22.82,28.23
599.38,00:09:59,8.40,554.50,23.04,0.63,14.74,26.58,15.49,1013.60,22.83,28.23
602,00:10:02,7.95,524.67,23.87,0.61,14.70,28.02,15.73,1013.40,22.82,28.24
604.72,00:10:04,6.91,456.17,22.74,0.57,12.99,28.48,15.73,1013.60,22.83,28.22
608.3,00:10:08,4.95,327.00,17.15,0.50,8.67,26.51,15.17,1013.60,22.82,28.21
610.66,00:10:10,6.91,456.33,25.01,0.50,12.75,27.94,15.47,1013.30,22.83,28.22
613.29,00:10:13,9.13,602.50,23.42,0.70,16.54,27.45,15.76,1013.40,22.83,28.22
615.67,00:10:15,8.04,530.50,23.20,0.68,15.92,30.01,16.18,1013.40,22.84,28.22
618.25,00:10:18,8.20,541.17,23.96,0.65,15.59,28.81,15.93,1013.40,22.84,28.22
620.84,00:10:20,8.07,532.67,23.67,0.61,14.50,27.22,15.57,1013.40,22.84,28.20
623.1,00:10:23,9.20,607.00,24.60,0.67,16.71,27.53,15.74,1013.50,22.84,28.20
625.69,00:10:25,8.68,573.00,23.44,0.67,15.84,27.64,15.75,1013.40,22.84,28.20
628.48,00:10:28,7.73,510.00,24.13,0.58,14.14,27.73,15.61,1013.30,22.85,28.19
630.99,00:10:30,8.19,540.67,22.83,0.65,14.94,27.63,15.72,1013.40,22.85,28.20
633.6,00:10:33,7.50,495.33,23.14,0.59,13.70,27.66,15.62,1013.50,22.85,28.19
636.08,00:10:36,7.57,499.83,24.70,0.56,14.04,28.09,15.65,1013.50,22.85,28.20
638.3,00:10:38,7.11,469.50,23.75,0.54,13.02,27.73,15.54,1013.60,22.85,28.20
641.21,00:10:41,6.96,459.67,22.77,0.55,12.59,27.39,15.48,1013.50,22.86,28.20
643.17,00:10:43,7.59,501.00,23.27,0.60,14.18,28.30,15.77,1013.50,22.86,28.21
646.53,00:10:46,6.89,454.83,21.94,0.57,12.53,27.55,15.55,1013.60,22.86,28.20
649.4,00:10:49,6.02,397.00,16.36,0.71,11.70,29.47,16.12,1013.50,22.86,28.20
652.55,00:10:52,5.06,333.67,27.00,0.37,10.22,30.63,15.46,1013.70,22.87,28.21
655.11,00:10:55,7.05,465.00,21.10,0.63,13.43,28.88,15.92,1013.70,22.87,28.22
657.79,00:10:57,8.36,552.00,21.90,0.66,14.60,26.45,15.50,1013.50,22.87,28.22
660.28,00:11:00,7.57,499.33,25.13,0.53,13.57,27.18,15.40,1013.30,22.87,28.21
662.28,00:11:02,7.48,493.67,29.54,0.47,14.09,28.54,15.50,1013.70,22.88,28.20
665.37,00:11:05,7.47,492.83,19.82,0.67,13.31,27.01,15.62,1013.40,22.87,28.21
667.86,00:11:07,7.80,515.00,22.54,0.60,13.74,26.68,15.46,1013.50,22.88,28.23
670.93,00:11:10,6.36,419.67,21.31,0.53,11.45,27.28,15.42,1013.50,22.88,28.22
673.51,00:11:13,6.90,455.50,22.92,0.55,12.64,27.75,15.55,1013.60,22.89,28.22
676.09,00:11:16,7.54,497.83,22.35,0.61,13.74,27.60,15.65,1013.40,22.89,28.21
678.66,00:11:18,7.33,484.00,22.84,0.59,13.48,27.85,15.65,1013.50,22.89,28.21
681.4,00:11:21,6.96,459.67,21.88,0.59,13.05,28.39,15.76,1013.50,22.89,28.20
684.09,00:11:24,6.84,451.33,22.44,0.58,13.17,29.18,15.88,1013.60,22.90,28.20
687.11,00:11:27,7.62,502.83,19.90,0.75,15.04,29.91,16.24,1013.50,22.90,28.20
690.82,00:11:30,5.43,358.33,17.79,0.58,10.39,29.00,15.85,1013.60,22.90,28.18
693.59,00:11:33,4.93,325.33,19.49,0.52,10.22,31.41,16.12,1013.60,22.90,28.18
696.28,00:11:36,6.75,445.17,22.59,0.60,13.75,30.89,16.20,1013.50,22.90,28.16
699.02,00:11:39,6.31,416.17,22.40,0.56,12.61,30.30,16.02,1013.50,22.91,28.16
701.72,00:11:41,5.86,386.50,20.63,0.57,11.85,30.66,16.11,1013.60,22.91,28.16
705,00:11:45,4.35,286.83,20.28,0.48,9.76,34.03,16.38,1013.60,22.92,28.14
707.48,00:11:47,5.45,360.00,21.02,0.54,11.52,32.00,16.26,1013.60,22.91,28.13
710.48,00:11:50,6.19,408.33,22.54,0.53,12.06,29.53,15.84,1013.70,22.91,28.13
713.09,00:11:53,6.11,403.33,21.65,0.54,11.70,29.01,15.75,1013.60,22.92,28.13
715.56,00:11:55,6.97,460.17,23.22,0.57,13.31,28.92,15.81,1013.50,22.92,28.13
718.33,00:11:58,7.10,468.50,22.07,0.61,13.68,29.20,15.94,1013.50,22.92,28.11
721.24,00:12:01,6.48,427.50,23.41,0.55,13.08,30.60,16.06,1013.50,22.93,28.12
723.62,00:12:03,7.04,464.67,23.08,0.60,13.90,29.91,16.03,1013.50,22.92,28.10
725.89,00:12:05,6.37,420.50,25.12,0.51,12.89,30.65,15.97,1013.50,22.93,28.09
728.58,00:12:08,6.27,414.00,22.86,0.56,12.81,30.94,16.12,1013.40,22.93,28.09
731.04,00:12:11,5.79,382.33,23.61,0.50,11.85,30.99,16.00,1013.60,22.93,28.07
735.58,00:12:15,4.04,266.33,14.62,0.58,8.55,32.10,16.34,1013.60,22.93,28.07
738.28,00:12:18,5.39,355.83,21.31,0.55,11.76,33.05,16.41,1013.50,22.93,28.07
740.74,00:12:20,6.29,415.17,22.35,0.57,12.93,31.14,16.19,1013.50,22.94,28.06
743.08,00:12:23,8.49,560.67,23.98,0.71,17.23,30.73,16.33,1013.50,22.94,28.05
745.55,00:12:25,7.28,480.50,24.20,0.59,14.35,29.86,16.01,1013.50,22.94,28.06
748.05,00:12:28,6.67,440.33,24.85,0.55,13.83,31.41,16.19,1013.60,22.94,28.05
750.61,00:12:30,5.20,343.50,23.37,0.44,10.34,30.10,15.66,1013.50,22.94,28.05
754.03,00:12:34,4.27,281.83,19.04,0.52,10.04,35.62,16.69,1013.60,22.95,28.06
757.33,00:12:37,3.85,254.33,20.71,0.44,9.20,36.17,16.55,1013.60,22.95,28.04
760.2,00:12:40,3.93,259.67,19.24,0.51,9.84,37.89,16.92,1013.60,22.96,28.04
762.89,00:12:42,6.04,398.67,20.09,0.62,12.55,31.48,16.31,1013.50,22.96,28.04
766.3,00:12:46,6.38,421.17,19.86,0.58,11.65,27.66,15.60,1013.60,22.95,28.05
768.67,00:12:48,7.25,478.50,21.67,0.63,13.72,28.67,15.88,1013.40,22.96,28.05
771.18,00:12:51,6.70,442.33,23.20,0.56,13.18,29.80,15.95,1013.60,22.96,28.05
773.96,00:12:53,6.25,412.33,22.17,0.57,12.66,30.70,16.11,1013.50,22.97,28.04
778.35,00:12:58,4.28,282.50,14.33,0.64,9.25,32.74,16.52,1013.60,22.97,28.05
781.12,00:13:01,5.25,346.50,20.36,0.52,10.63,30.68,16.00,1013.60,22.97,28.03
783.73,00:13:03,6.03,398.17,22.34,0.51,11.57,29.06,15.71,1013.60,22.97,28.05
786.29,00:13:06,7.72,509.33,23.64,0.63,15.01,29.47,16.02,1013.60,22.98,28.03
788.65,00:13:08,7.75,511.83,23.28,0.65,15.26,29.81,16.11,1013.50,22.97,28.04
791.57,00:13:11,6.38,421.33,22.17,0.59,13.12,31.14,16.21,1013.50,22.98,28.04
794.4,00:13:14,5.53,364.67,21.21,0.55,11.82,32.41,16.34,1013.70,22.98,28.04
797.68,00:13:17,5.20,343.00,19.00,0.57,10.95,31.92,16.30,1013.50,22.98,28.04
800.89,00:13:20,4.25,280.50,19.53,0.46,9.13,32.55,16.13,1013.60,22.99,28.05
803.77,00:13:23,4.61,304.17,18.93,0.51,9.81,32.25,16.23,1013.60,22.99,28.03
806.82,00:13:26,5.53,364.83,20.92,0.53,11.13,30.51,15.99,1013.60,22.99,28.02
809.62,00:13:29,5.94,391.83,20.66,0.58,12.02,30.68,16.12,1013.60,23.00,28.02
