1638296450.000000, 1638296450.000000, 1638296450.000000
32.000000, 32.000000, 32.000000
43,28,35
43,30,37
47,28,38
51,29,35
48,22,35
54,22,39
50,34,41
45,30,37
32,22,45
28,24,44
3,25,45
16,21,42
13,27,44
23,25,43
50,25,44
57,36,38
56,31,43
39,24,28
43,34,33
44,30,35
33,22,41
35,27,37
46,27,45
49,28,42
41,32,33
40,30,37
38,27,31
45,27,33
49,23,37
47,23,37
53,30,38
49,27,37
45,26,34
47,27,38
41,23,34
43,21,32
48,25,34
46,25,37
46,23,35
49,25,39
49,26,39
36,27,37
45,24,38
48,21,43
37,26,45
45,27,37
38,27,37
35,20,27
42,31,40
38,27,44
38,29,41
39,15,43
15,26,44
38,26,37
67,24,26
69,18,25
44,37,25
44,32,24
35,29,27
30,33,32
27,28,33
47,37,31
61,28,28
60,36,21
54,28,15
50,23,13
57,32,18
44,16,17
54,17,15
66,20,10
58,9,13
61,9,11
64,15,7
66,8,9
64,10,18
55,24,20
57,12,18
57,10,19
62,10,21
62,15,22
67,22,15
57,25,13
63,17,24
59,19,21
56,20,24
53,19,24
58,21,26
50,10,24
45,12,30
53,16,28
52,21,28
48,20,31
41,19,30
54,29,25
55,25,19
53,18,20
59,18,18
56,29,8
48,19,8
56,19,8
65,34,8
52,20,2
64,17,4
56,26,8
65,28,9
59,28,8
51,13,10
54,21,4
60,23,3
58,20,-1
63,17,-3
56,18,-5
51,23,-10
54,24,-20
64,18,-15
58,17,-21
54,16,-25
53,18,-35
50,18,-37
49,22,-37
48,23,-35
46,22,-36
47,21,-35
47,18,-35
52,15,-38
52,10,-40
47,6,-38
43,7,-39
37,6,-40
35,7,-38
35,17,-26
28,19,-26
33,11,-30
37,10,-33
54,4,-35
44,-5,-35
69,-12,-42
105,-16,-34
54,-18,-51
56,-17,-56
26,-14,-64
21,-14,-56
28,-14,-57
36,-10,-57
30,-17,-55
27,-17,-57
19,-14,-60
14,-13,-61
19,-8,-65
20,-13,-61
17,-20,-57
14,-18,-59
17,-15,-59
14,-15,-62
16,-9,-66
4,-5,-68
10,-6,-66
8,-13,-58
12,-11,-57
4,-17,-64
4,-16,-62
4,-12,-63
4,-13,-64
6,-12,-62
5,-12,-62
5,-12,-60
6,-14,-60
4,-15,-62
4,-13,-63
7,-11,-62
8,-11,-62
5,-10,-63
9,-12,-61
8,-13,-62
6,-14,-63
7,-15,-60
13,-13,-61
10,-12,-63
9,-14,-60
5,-16,-58
9,-15,-62
11,-11,-60
7,-11,-68
6,-13,-65
9,-11,-60
7,-13,-62
9,-15,-60
9,-15,-62
5,-13,-62
8,-11,-61
6,-12,-62
2,-13,-64
3,-13,-61
5,-12,-62
4,-12,-63
3,-3,-59
2,-15,-61
1,-12,-62
5,-12,-62
2,-9,-65
-1,-14,-62
0,-14,-62
0,-13,-63
1,-13,-61
0,-15,-61
1,-16,-62
0,-15,-61
0,-15,-62
0,-14,-63
0,-15,-64
5,-15,-65
12,-13,-64
-1,-24,-65
9,-14,-62
8,-17,-60
9,-19,-57
8,-15,-59
10,-15,-62
13,-14,-62
8,-13,-59
8,-13,-61
11,-14,-68
11,-15,-62
12,-17,-59
14,-16,-60
16,-14,-58
21,-14,-55
15,-17,-61
24,-18,-61
26,-19,-59
9,-14,-61
25,-10,-60
29,-21,-59
35,-9,-54
36,-18,-55
50,-2,-40
41,-4,-32
40,-5,-23
36,-11,-24
63,-3,-20
60,-3,-25
54,-17,-27
57,-6,-25
73,-15,-18
88,-2,-2
74,-15,4
74,-17,8
67,-8,3
37,-20,-2
97,-14,4
59,7,0
72,6,10
62,-17,12
49,-8,15
35,3,37
52,-9,45
31,8,42
29,7,44
39,-13,53
19,2,44
18,4,60
25,9,67
23,1,65
11,5,60
3,-3,53
3,-2,56
9,1,66
9,-1,66
-1,0,60
0,-5,62
-2,-3,61
-5,0,58
-2,-3,60
5,-4,62
8,-5,63
6,-5,62
1,-5,61
14,-7,61
16,-2,58
18,1,55
21,3,54
25,2,58
29,0,56
47,2,55
37,0,54
29,-4,48
34,-3,45
45,-3,43
44,-4,42
49,-3,37
58,-5,39
52,-5,31
54,-5,34
58,-4,32
57,-4,28
57,-9,23
60,-10,24
57,-15,30
57,-15,27
56,-13,25
58,-12,26
53,-11,27
54,-9,27
53,-2,31
54,-14,31
49,-14,28
51,-14,32
47,-11,38
65,-18,42
60,-15,39
56,-19,36
57,-15,36
52,-9,39
46,-9,37
47,-10,37
40,-3,42
50,-7,40
51,-8,42
38,-9,36
38,-11,37
38,-8,40
33,-6,39
40,-6,45
38,-9,40
49,-5,41
56,-5,43
53,-7,34
52,-4,33
47,-1,37
46,-5,37
42,-7,31
51,-8,31
64,-3,30
58,-6,27
60,-6,27
62,-3,22
58,-2,20
58,-7,28
60,-6,29
48,-6,28
51,-7,32
55,-8,30
54,-7,29
50,-3,31
52,-2,32
50,-6,25
64,-7,23
64,-1,28
50,0,23
57,-10,21
63,-7,23
58,-8,23
61,-7,25
59,-6,24
59,0,26
62,-6,33
69,-6,35
68,-3,29
65,1,28
43,-18,28
23,-8,34
4,-18,51
0,-19,55
0,-19,56
1,-24,58
2,-24,58
-9,-26,57
-17,-28,57
-10,-29,59
-11,-25,58
-19,-29,54
-10,-22,59
-11,-16,63
-8,7,62
-8,-32,53
-11,-28,55
-21,-23,64
-24,-29,58
-21,-34,55
-11,-29,58
-7,-26,59
-18,-20,56
-19,-18,57
-16,-18,58
-14,-21,58
-16,-22,58
-16,-51,52
-13,-22,58
1,-2,56
13,-14,53
18,-12,53
23,1,39
59,2,39
65,5,40
45,5,30
64,8,20
68,2,21
53,6,12
63,4,9
56,2,-4
60,5,-10
69,4,-2
57,5,-6
59,8,-5
61,9,-8
64,3,-9
57,6,-12
65,8,-14
62,8,-14
53,10,-14
55,7,-17
64,8,-16
55,10,-22
58,6,-19
62,3,-18
56,8,-19
63,6,-19
60,8,-19
59,10,-15
55,8,-20
59,8,-20
57,7,-21
55,7,-22
52,6,-23
64,8,-19
67,4,-18
65,8,-22
63,7,-23
53,9,-22
57,4,-20
60,10,-20
59,14,-22
67,11,-16
63,4,-13
53,13,-13
55,8,-14
56,11,-17
59,10,-11
55,9,-7
56,10,-12
61,15,-16
58,9,-16
59,9,-14
57,12,-14
58,11,-16
54,11,-14
61,17,-14
61,8,-16
63,11,-14
61,12,-12
64,15,-14
57,16,-19
58,11,-18
60,12,-15
59,13,-14
61,10,-15
59,12,-14
53,11,-14
64,14,-12
60,9,-10
54,14,-9
61,14,-15
61,15,-17
54,16,-18
56,30,-10
71,15,-14
63,21,-12
61,24,-7
55,22,-5
49,23,-16
51,20,-9
54,20,1
59,17,1
49,27,-12
76,20,-8
56,30,-9
66,29,-5
58,20,0
60,12,-5
66,12,-2
39,15,-15
42,11,-20
61,14,-8
61,14,-7
69,14,-12
69,14,-13
60,15,-15
61,16,-4
59,20,-12
65,23,-11
53,17,-15
49,17,-16
67,20,-3
57,9,-16
59,11,-19
64,15,-19
62,20,-27
50,19,-38
53,25,-26
66,28,-23
54,17,-13
74,13,-9
57,19,-31
54,19,-21
36,18,-21
50,23,-13
55,24,-7
59,20,-5
-51,119,82
96,3,-11
26,28,-24
95,-13,-52
93,0,-34
27,23,-13
26,22,-33
38,5,-20
47,14,-27
46,3,-45
29,28,-47
30,12,-53
14,-13,-60
12,2,-52
2,-2,-73
-18,-22,-89
0,19,-74
-21,-6,-78
109,-17,-83
-60,-32,-84
-21,-8,-74
-39,-5,-67
-40,-7,-58
-40,-7,-46
-38,-7,-46
-31,-6,-56
-30,-5,-60
-29,-5,-61
-29,-5,-60
-33,-9,-52
-36,-9,-54
-29,-9,-56
-28,-7,-56
-23,-6,-61
-28,-7,-59
-29,-8,-57
-23,-9,-59
-25,-8,-61
-19,-6,-59
-18,-7,-59
-20,-9,-62
-16,-8,-61
-42,-18,-54
19,3,-59
-18,-9,-64
-12,-11,-62
-6,-8,-62
-11,-6,-66
-13,-7,-66
-12,-8,-67
-12,-10,-63
-13,-8,-66
-4,-8,-61
-1,-8,-60
-10,-6,-71
1,-6,-67
13,-11,-58
14,-10,-58
-29,-27,-67
47,-1,-49
41,-12,-56
39,-13,-58
17,-12,-60
24,-14,-54
31,-13,-49
31,-15,-56
42,-11,-47
39,-6,-38
37,3,-30
45,-15,-33
49,-15,-38
40,-8,-36
42,-6,-26
57,-12,-33
52,-23,-28
61,-19,-35
51,-16,-27
72,-29,-19
64,-20,-9
58,-20,-31
63,-36,-37
54,-5,10
61,33,55
75,-5,-4
66,-25,-3
67,-26,-6
58,-28,-11
39,-16,-33
58,-23,-36
76,-14,-9
49,-23,-11
43,-18,-18
41,-14,-14
56,-31,-15
60,-25,-29
56,-14,-30
57,-23,-25
44,-16,-32
49,-15,-25
46,-10,-28
58,-8,-31
57,-9,-38
49,-10,-27
48,-11,-20
57,-10,-26
53,-11,-24
52,-9,-30
56,-15,-31
57,-19,-33
60,-17,-33
53,-8,-32
48,-8,-33
42,-9,-35
37,-6,-32
27,-11,-38
27,-14,-42
46,-11,-49
53,-13,-49
54,-7,-50
45,-5,-55
26,-13,-54
30,-15,-54
34,-9,-55
32,-7,-51
27,-8,-44
46,-4,-51
37,-10,-54
29,-10,-54
26,-12,-58
25,-11,-62
27,-13,-58
27,-11,-56
23,-10,-56
18,-10,-56
18,-11,-58
21,-12,-58
20,-12,-59
20,-11,-58
22,-11,-59
20,-11,-62
20,-12,-62
17,-15,-55
21,-11,-60
19,-11,-64
22,-11,-59
21,-14,-58
22,-17,-56
21,-17,-54
25,-13,-58
25,-15,-56
26,-15,-54
20,-16,-56
23,-13,-62
21,-12,-59
16,-10,-60
20,-11,-59
20,-14,-59
25,-15,-55
19,-16,-57
21,-15,-56
20,-16,-58
13,-16,-61
14,-19,-58
27,-12,-55
13,-14,-63
16,-12,-60
17,-13,-57
16,-15,-60
17,-17,-62
16,-15,-62
18,-15,-59
16,-14,-62
17,-14,-54
18,-15,-55
13,-18,-59
12,-16,-56
15,-14,-59
13,-13,-65
8,-15,-64
10,-15,-60
8,-14,-63
7,-16,-62
7,-17,-61
4,-16,-62
7,-17,-61
4,-16,-63
6,-16,-63
8,-13,-59
7,-14,-60
2,-14,-67
3,-17,-62
7,-18,-61
5,-16,-65
2,-15,-62
5,-14,-58
6,-10,-64
-7,-17,-58
4,-15,-66
-1,-15,-63
4,-11,-59
2,-14,-58
-3,-17,-68
1,-15,-66
2,-15,-56
1,-17,-60
0,-18,-66
0,-17,-63
-3,-16,-63
-4,-16,-60
-4,-12,-61
-3,-13,-61
-2,-17,-63
-5,-15,-63
-5,-15,-62
-5,-16,-61
