1638371419.000000, 1638371419.000000, 1638371419.000000
32.000000, 32.000000, 32.000000
-35,14,45
-27,12,49
-31,15,49
-38,25,47
-29,26,48
-31,27,47
-33,30,45
-32,35,46
-32,38,45
-32,35,44
-29,32,43
-30,36,44
-26,40,44
-26,38,44
-30,35,41
-28,35,43
-25,33,49
-28,31,46
-30,32,44
-31,34,41
-13,44,55
-16,43,53
-39,21,39
-32,26,44
-25,38,51
-33,25,44
-32,20,46
-31,32,51
-39,35,46
-35,31,47
-32,27,47
-38,23,46
-38,24,50
-38,9,45
-46,0,42
-47,8,47
-48,13,49
-49,8,48
-50,5,44
-44,10,47
-44,13,47
-53,12,39
-52,14,39
-42,21,46
-42,22,45
-47,19,40
-46,19,41
-45,18,43
-45,16,43
-47,9,39
-48,9,40
-45,17,43
-45,16,43
-46,16,42
-47,17,43
-50,16,41
-52,16,40
-52,20,40
-50,21,39
-43,20,42
-41,21,45
-40,17,43
-43,14,40
-45,13,40
-44,15,40
-43,16,41
-42,17,43
-43,17,44
-44,16,43
-44,16,44
-46,20,44
-47,20,44
-43,17,44
-43,17,44
-42,17,43
-43,16,43
-43,15,43
-45,16,41
-45,17,42
-46,17,42
-46,17,42
-46,17,43
-46,17,42
-46,16,41
-47,17,41
-47,18,42
-47,18,41
-47,19,40
-46,21,41
-46,22,41
-45,21,40
-44,20,41
-43,20,41
-43,19,43
-44,19,43
-48,22,42
-50,24,39
-46,24,37
-41,22,38
-38,20,41
-41,19,42
-46,18,41
-47,20,42
-47,23,42
-46,22,43
-45,17,41
-46,17,40
-45,18,41
-45,18,40
-47,21,40
-46,22,41
-43,21,43
-44,19,41
-43,18,41
-44,18,41
-45,19,40
-46,19,41
-47,19,41
-46,20,41
-45,21,42
-45,20,42
-45,19,41
-45,19,41
-45,19,42
-46,18,41
-46,19,41
-45,19,42
-45,18,41
-46,18,41
-45,18,41
-45,18,41
-45,18,41
-46,20,42
-46,21,41
-46,21,41
-45,21,41
-43,20,41
-44,19,41
-45,20,41
-45,19,41
-45,18,42
-46,18,42
-45,20,42
-45,20,42
-43,16,42
-44,16,42
-45,18,42
-46,19,42
-45,18,41
-45,18,41
-45,19,42
-45,19,42
-44,19,42
-45,19,42
-46,18,42
-47,16,41
-47,16,40
-48,17,40
-48,18,41
-48,24,44
-47,22,43
-44,8,41
-43,9,44
-42,9,46
-44,5,45
-44,2,42
-49,2,38
-46,9,42
-46,7,41
-51,-5,35
-55,-6,33
-56,-1,35
-57,-3,35
-60,-10,32
-60,-7,34
-49,-11,37
-50,-13,36
-59,-26,32
-61,-22,32
-56,-1,41
-57,5,39
-58,0,32
-47,8,35
-35,29,40
-40,37,40
-34,32,41
-38,24,34
-29,38,36
-21,49,39
-25,49,36
-25,42,35
-21,43,36
-25,55,35
-23,59,34
-18,52,35
-17,47,34
-18,51,32
-19,51,31
-18,56,30
-16,57,32
-15,53,29
-14,52,31
-17,55,31
-19,54,31
-22,52,33
-22,55,33
-17,49,34
-20,44,35
-26,42,37
-26,39,39
-31,34,41
-33,35,43
-31,31,44
-33,28,45
-38,29,48
-43,29,47
-39,26,46
-35,19,46
-35,23,48
-41,22,46
-44,21,45
-42,19,47
-41,19,48
-42,10,46
-42,8,46
-42,9,46
-44,10,46
-44,16,48
-42,15,48
-40,14,48
-42,13,47
-43,16,48
-42,18,48
-40,14,48
-43,15,47
-39,9,50
-37,4,51
-38,11,51
-35,8,51
-36,6,51
-39,11,52
-41,12,51
-47,16,50
-34,19,55
-28,8,51
-22,8,52
-27,6,49
-28,10,49
-29,14,53
-30,14,53
-35,11,54
-36,7,52
-34,6,53
-33,4,53
-37,5,51
-40,5,53
-39,8,54
-37,8,54
-35,9,53
-35,9,53
-35,5,52
-35,5,52
-35,5,53
-33,2,53
-37,-4,49
-36,-1,50
-34,-2,51
-33,-4,51
-29,-7,51
-27,-9,50
-25,-6,52
-32,-9,46
-43,-19,44
-47,-18,46
-56,-19,45
-59,-15,46
-54,-16,43
-44,-19,43
-39,-15,43
-39,-11,41
-45,-11,40
-50,-13,39
-47,-9,40
-48,-2,43
-55,-2,42
-52,-11,39
-51,-12,41
-47,-15,40
-46,-14,39
-44,-10,38
-42,-6,41
-47,-5,41
-49,-2,40
-55,-1,34
-58,-9,31
-52,-19,33
-58,-22,29
-51,-23,35
-47,-19,33
-50,-13,38
-57,-11,32
-56,-25,16
-48,-28,17
-52,-31,11
-54,-27,6
-53,-23,7
-55,-28,0
-54,-30,-4
-50,-37,-10
-61,-39,-15
-56,-37,-14
-57,-30,-12
-61,-27,-14
-55,-29,-10
-54,-29,-13
-55,-36,-14
-59,-28,-11
-73,-21,-16
-68,-35,-19
-67,-33,-15
-59,-35,-15
-47,-36,-10
-47,-27,-7
-56,-24,-13
-61,-22,-21
-59,-23,-25
-52,-23,-18
-53,-24,-16
-55,-27,-17
-54,-29,-16
-58,-22,-22
-64,-26,-24
-66,-24,-26
-68,-19,-25
-63,-17,-26
-59,-16,-21
-64,-7,-19
-63,-5,-13
-65,-8,-15
-67,0,-11
-61,-4,-11
-65,-26,-22
-61,-28,-15
-56,-23,-13
-56,-26,-13
-57,-28,-12
-58,-25,-11
-59,-24,-10
-61,-25,-10
-56,-28,-7
-55,-29,-7
-54,-33,-6
-55,-30,-4
-61,-27,-2
-60,-27,-1
-57,-24,3
-57,-23,3
-61,-21,3
-63,-23,2
-60,-20,3
-61,-13,5
-63,-17,0
-61,-20,-1
-61,-17,0
-58,-15,2
-58,-16,3
-59,-14,4
